139.138.0.0,139.138.15.255,isp,US 
139.138.130.116,139.138.130.119,isp,US 
139.138.130.120,139.138.130.123,business,US 
139.138.130.124,139.138.130.127,isp,US 
139.138.130.128,139.138.130.135,business,US 
139.138.130.136,139.138.130.139,isp,US 
139.138.130.140,139.138.130.143,business,US 
139.138.130.144,139.138.130.147,isp,US 
139.138.130.148,139.138.130.151,business,US 
139.138.130.152,139.138.130.159,isp,US 
139.138.130.160,139.138.130.191,business,US 
139.138.130.192,139.138.130.227,isp,US 
139.138.130.228,139.138.130.231,business,US 
139.138.130.232,139.138.130.235,isp,US 
139.138.130.236,139.138.130.243,business,US 
139.138.130.244,139.138.130.247,isp,US 
139.138.130.248,139.138.132.3,business,US 
139.138.132.4,139.138.132.15,isp,US 
139.138.132.16,139.138.132.27,business,US 
139.138.132.28,139.138.132.143,isp,US 
139.138.132.144,139.138.132.183,business,US 
139.138.132.184,139.138.132.187,isp,US 
139.138.132.188,139.138.132.191,business,US 
139.138.132.192,139.138.132.215,isp,US 
139.138.132.216,139.138.132.223,business,US 
139.138.132.224,139.138.132.239,isp,US 
139.138.132.240,139.138.132.255,business,US 
139.138.133.0,139.138.133.15,isp,US 
139.138.133.16,139.138.133.23,business,US 
139.138.133.24,139.138.133.31,isp,US 
139.138.133.32,139.138.133.63,business,US 
139.138.133.64,139.138.133.71,isp,US 
139.138.133.72,139.138.133.103,business,US 
139.138.133.104,139.138.133.123,isp,US 
139.138.133.124,139.138.133.127,business,US 
139.138.133.128,139.138.133.135,isp,US 
139.138.133.136,139.138.133.143,business,US 
139.138.133.144,139.138.133.167,isp,US 
139.138.133.168,139.138.133.175,business,US 
139.138.133.176,139.138.133.191,isp,US 
139.138.133.192,139.138.133.207,business,US 
139.138.133.208,139.138.135.255,isp,US 
139.138.136.0,139.138.136.19,business,US 
139.138.136.20,139.138.136.39,isp,US 
139.138.136.40,139.138.136.43,education,US 
139.138.136.44,139.138.136.47,isp,US 
139.138.136.48,139.138.136.79,business,US 
139.138.136.80,139.138.136.127,isp,US 
139.138.136.128,139.138.136.135,business,US 
139.138.136.136,139.138.136.143,isp,US 
139.138.136.144,139.138.136.159,business,US 
139.138.136.160,139.138.136.167,isp,US 
139.138.136.168,139.138.136.183,business,US 
139.138.136.184,139.138.136.187,isp,US 
139.138.136.188,139.138.136.191,business,US 
139.138.136.192,139.138.136.199,isp,US 
139.138.136.200,139.138.136.223,business,US 
139.138.136.224,139.138.136.231,isp,US 
139.138.136.232,139.138.136.239,business,US 
139.138.136.240,139.138.136.255,isp,US 
139.138.137.0,139.138.137.39,business,US 
139.138.137.40,139.138.137.55,isp,US 
139.138.137.56,139.138.137.63,business,US 
139.138.137.64,139.138.137.95,isp,US 
139.138.137.96,139.138.137.111,business,US 
139.138.137.112,139.138.137.127,isp,US 
139.138.137.128,139.138.137.139,business,US 
139.138.137.140,139.138.137.147,isp,US 
139.138.137.148,139.138.137.151,business,US 
139.138.137.152,139.138.137.155,isp,US 
139.138.137.156,139.138.137.159,business,US 
139.138.137.160,139.138.137.175,isp,US 
139.138.137.176,139.138.137.191,business,US 
139.138.137.192,139.138.137.231,isp,US 
139.138.137.232,139.138.137.247,business,US 
139.138.137.248,139.138.137.255,isp,US 
139.138.138.0,139.138.138.3,business,US 
139.138.138.4,139.138.138.15,isp,US 
139.138.138.16,139.138.138.43,business,US 
139.138.138.44,139.138.138.47,isp,US 
139.138.138.48,139.138.138.55,business,US 
139.138.138.56,139.138.138.59,isp,US 
139.138.138.60,139.138.138.63,business,US 
139.138.138.64,139.138.138.135,isp,US 
139.138.138.136,139.138.138.147,business,US 
139.138.138.148,139.138.138.151,isp,US 
139.138.138.152,139.138.138.159,business,US 
139.138.138.160,139.138.138.167,isp,US 
139.138.138.168,139.138.139.3,business,US 
139.138.139.4,139.138.139.7,isp,US 
139.138.139.8,139.138.139.35,business,US 
139.138.139.36,139.138.139.55,isp,US 
139.138.139.56,139.138.139.107,business,US 
139.138.139.108,139.138.139.111,isp,US 
139.138.139.112,139.138.139.127,business,US 
139.138.139.128,139.138.139.143,isp,US 
139.138.139.144,139.138.139.151,business,US 
139.138.139.152,139.138.139.159,isp,US 
139.138.139.160,139.138.139.191,business,US 
139.138.139.192,139.138.139.195,isp,US 
139.138.139.196,139.138.139.211,business,US 
139.138.139.212,139.138.139.219,isp,US 
139.138.139.220,139.138.139.223,business,US 
139.138.139.224,139.138.139.227,isp,US 
139.138.139.228,139.138.139.231,business,US 
139.138.139.232,139.138.139.235,isp,US 
139.138.139.236,139.138.139.239,business,US 
139.138.139.240,139.138.139.243,isp,US 
139.138.139.244,139.138.139.255,business,US 
139.138.140.0,139.138.140.71,isp,US 
139.138.140.72,139.138.140.79,business,US 
139.138.140.80,139.138.140.87,isp,US 
139.138.140.88,139.138.140.91,business,US 
139.138.140.92,139.138.140.99,isp,US 
139.138.140.100,139.138.140.115,business,US 
139.138.140.116,139.138.140.119,isp,US 
139.138.140.120,139.138.140.143,business,US 
139.138.140.144,139.138.140.159,isp,US 
139.138.140.160,139.138.140.167,business,US 
139.138.140.168,139.138.140.239,isp,US 
139.138.140.240,139.138.140.247,business,US 
139.138.140.248,139.138.144.15,isp,US 
139.138.144.16,139.138.144.19,business,US 
139.138.144.20,139.138.144.23,isp,US 
139.138.144.24,139.138.144.27,education,US 
139.138.144.28,139.138.144.31,business,US 
139.138.144.32,139.138.144.63,isp,US 
139.138.144.64,139.138.144.111,business,US 
139.138.144.112,139.138.144.127,isp,US 
139.138.144.128,139.138.144.135,business,US 
139.138.144.136,139.138.144.139,isp,US 
139.138.144.140,139.138.144.143,business,US 
139.138.144.144,139.138.144.151,isp,US 
139.138.144.152,139.138.144.159,business,US 
139.138.144.160,139.138.144.191,isp,US 
139.138.144.192,139.138.144.255,business,US 
139.138.145.0,139.138.145.31,isp,US 
139.138.145.32,139.138.145.79,business,US 
139.138.145.80,139.138.145.123,isp,US 
139.138.145.124,139.138.145.127,business,US 
139.138.145.128,139.138.145.159,isp,US 
139.138.145.160,139.138.145.175,business,US 
139.138.145.176,139.138.145.179,isp,US 
139.138.145.180,139.138.145.183,business,US 
139.138.145.184,139.138.145.207,isp,US 
139.138.145.208,139.138.145.219,business,US 
139.138.145.220,139.138.145.223,isp,US 
139.138.145.224,139.138.145.239,business,US 
139.138.145.240,139.138.145.247,isp,US 
139.138.145.248,139.138.145.255,business,US 
139.138.146.0,139.138.146.127,isp,US 
139.138.146.128,139.138.146.143,business,US 
139.138.146.144,139.138.146.151,isp,US 
139.138.146.152,139.138.146.159,business,US 
139.138.146.160,139.138.146.163,isp,US 
139.138.146.164,139.138.146.183,business,US 
139.138.146.184,139.138.146.191,isp,US 
139.138.146.192,139.138.147.7,business,US 
139.138.147.8,139.138.157.255,isp,US 
139.138.158.0,139.138.158.7,business,US 
139.138.158.8,139.138.191.255,isp,US 
139.138.192.0,139.138.223.255,isp,CY 
139.138.224.0,139.138.224.15,business,IN 
139.138.224.16,139.138.225.255,business,US 
139.138.226.0,139.138.226.31,business,AU 
139.138.226.32,139.138.226.255,business,US 
139.138.227.0,139.138.227.79,business,GB 
139.138.227.80,139.138.227.127,business,US 
139.138.227.128,139.138.227.191,business,GB 
139.138.227.192,139.138.227.223,business,US 
139.138.227.224,139.138.227.255,business,GB 
139.138.228.0,139.138.228.15,hosting,SG 
139.138.228.16,139.138.228.255,business,US 
139.138.229.0,139.138.229.15,business,JP 
139.138.229.16,139.138.229.255,business,US 
139.138.230.0,139.138.230.15,business,CN 
139.138.230.16,139.138.231.111,business,US 
139.138.231.112,139.138.231.127,business,CA 
139.138.231.128,139.138.231.255,business,US 
139.138.232.0,139.138.232.15,business,CA 
139.138.232.16,139.138.232.255,business,US 
139.138.233.0,139.138.233.15,business,DE 
139.138.233.16,139.138.233.31,business,HU 
139.138.233.32,139.138.233.47,business,US 
139.138.233.48,139.138.233.63,business,ES 
139.138.233.64,139.138.234.255,business,US 
139.138.235.0,139.138.235.15,business,NL 
139.138.235.16,139.138.235.255,business,US 
139.138.236.0,139.138.236.255,business,HU 
139.138.237.0,139.138.237.255,business,CZ 
139.138.238.0,139.138.238.15,business,CN 
139.138.238.16,139.138.238.255,business,US 
139.138.239.0,139.138.239.15,business,ES 
139.138.239.16,139.138.239.255,business,US 
139.138.240.0,139.138.240.15,business,FR 
139.138.240.16,139.138.241.255,business,US 
139.138.242.0,139.138.242.15,business,CA 
139.138.242.16,139.138.243.255,business,US 
139.138.244.0,139.138.244.255,hosting,AU 
139.138.245.0,139.138.246.255,business,US 
139.138.247.0,139.138.247.255,business,ES 
139.138.248.0,139.138.248.255,business,US 
139.138.249.0,139.138.249.255,hosting,RS 
139.138.250.0,139.138.253.255,business,US 
139.138.254.0,139.138.254.255,hosting,GB 
139.138.255.0,139.139.255.255,business,US 
