76.73.0.0,76.73.127.255,hosting,SG 
76.73.128.0,76.73.139.7,isp,US 
76.73.139.8,76.73.139.15,business,US 
76.73.139.16,76.73.139.87,isp,US 
76.73.139.88,76.73.139.95,business,US 
76.73.139.96,76.73.139.159,isp,US 
76.73.139.160,76.73.139.167,business,US 
76.73.139.168,76.73.151.255,isp,US 
76.73.152.0,76.73.152.31,business,US 
76.73.152.32,76.73.152.47,isp,US 
76.73.152.48,76.73.152.127,business,US 
76.73.152.128,76.73.152.199,isp,US 
76.73.152.200,76.73.152.207,business,US 
76.73.152.208,76.73.152.215,isp,US 
76.73.152.216,76.73.152.231,business,US 
76.73.152.232,76.73.160.71,isp,US 
76.73.160.72,76.73.160.79,business,US 
76.73.160.80,76.73.160.119,isp,US 
76.73.160.120,76.73.160.127,business,US 
76.73.160.128,76.73.160.207,isp,US 
76.73.160.208,76.73.160.215,business,US 
76.73.160.216,76.73.180.255,isp,US 
76.73.181.0,76.73.182.255,business,US 
76.73.183.0,76.73.184.255,isp,US 
76.73.185.0,76.73.185.63,business,US 
76.73.185.64,76.73.185.71,isp,US 
76.73.185.72,76.73.185.79,education,US 
76.73.185.80,76.73.185.87,isp,US 
76.73.185.88,76.73.185.95,business,US 
76.73.185.96,76.73.185.103,education,US 
76.73.185.104,76.73.185.119,business,US 
76.73.185.120,76.73.185.127,isp,US 
76.73.185.128,76.73.185.191,business,US 
76.73.185.192,76.73.185.207,isp,US 
76.73.185.208,76.73.185.247,business,US 
76.73.185.248,76.73.194.255,isp,US 
76.73.195.0,76.73.195.255,business,US 
76.73.196.0,76.73.199.135,isp,US 
76.73.199.136,76.73.199.143,education,US 
76.73.199.144,76.73.199.223,isp,US 
76.73.199.224,76.73.199.239,business,US 
76.73.199.240,76.73.205.23,isp,US 
76.73.205.24,76.73.205.31,business,US 
76.73.205.32,76.73.205.135,isp,US 
76.73.205.136,76.73.205.143,business,US 
76.73.205.144,76.73.205.183,isp,US 
76.73.205.184,76.73.205.191,business,US 
76.73.205.192,76.73.205.247,isp,US 
76.73.205.248,76.73.205.255,business,US 
76.73.206.0,76.73.214.63,isp,US 
76.73.214.64,76.73.214.143,business,US 
76.73.214.144,76.73.227.143,isp,US 
76.73.227.144,76.73.227.151,business,US 
76.73.227.152,76.73.227.167,isp,US 
76.73.227.168,76.73.227.175,business,US 
76.73.227.176,76.73.227.191,isp,US 
76.73.227.192,76.73.227.199,business,US 
76.73.227.200,76.73.235.255,isp,US 
76.73.236.0,76.73.236.255,business,US 
76.73.237.0,76.73.255.255,isp,US 
