104.222.0.0,104.222.15.255,business,US 
104.222.16.0,104.222.95.255,isp,US 
104.222.96.0,104.222.111.255,hosting,US 
104.222.112.0,104.222.127.255,isp,CA 
104.222.128.0,104.222.130.255,business,US 
104.222.131.0,104.222.131.255,business,AU 
104.222.132.0,104.222.135.255,business,US 
104.222.136.0,104.222.136.255,business,SE 
104.222.137.0,104.222.139.255,business,US 
104.222.140.0,104.222.140.255,business,SG 
104.222.141.0,104.222.144.255,business,US 
104.222.145.0,104.222.145.255,business,HK 
104.222.146.0,104.222.148.255,business,US 
104.222.149.0,104.222.149.255,business,FR 
104.222.150.0,104.222.159.255,business,US 
104.222.160.0,104.222.160.255,business,IN 
104.222.161.0,104.222.161.255,hosting,PL 
104.222.162.0,104.222.162.255,business,US 
104.222.163.0,104.222.166.255,business,IN 
104.222.167.0,104.222.168.255,hosting,PL 
104.222.169.0,104.222.169.255,business,SE 
104.222.170.0,104.222.171.255,hosting,SE 
104.222.172.0,104.222.175.255,business,SE 
104.222.176.0,104.222.183.255,business,US 
104.222.184.0,104.222.187.255,business,NL 
104.222.188.0,104.222.189.255,business,US 
104.222.190.0,104.222.190.255,business,NL 
104.222.191.0,104.222.223.255,business,US 
104.222.224.0,104.222.255.255,hosting,US 
