104.171.0.0,104.171.15.255,hosting,US,AS46606 
104.171.16.0,104.171.31.255,business,US,AS7029 
104.171.32.0,104.171.47.255,isp,US,AS54911 
104.171.48.0,104.171.63.255,isp,CA,AS54614 
104.171.64.0,104.171.79.255,isp,US,AS13534 
104.171.80.0,104.171.81.63,isp,US,AS23089 
104.171.81.64,104.171.81.95,business,US,AS23089 
104.171.81.96,104.171.95.255,isp,US,AS23089 
104.171.96.0,104.171.111.255,isp,US,AS15035 
104.171.112.0,104.171.112.87,hosting,US,AS31863 
104.171.112.88,104.171.112.95,business,IN, 
104.171.112.96,104.171.112.199,hosting,US,AS31863 
104.171.112.200,104.171.112.207,hosting,AW,AS31863 
104.171.112.208,104.171.113.23,hosting,US,AS31863 
104.171.113.24,104.171.113.31,hosting,CH,AS31863 
104.171.113.32,104.171.113.55,hosting,US,AS31863 
104.171.113.56,104.171.113.63,hosting,HN,AS31863 
104.171.113.64,104.171.113.135,hosting,US,AS31863 
104.171.113.136,104.171.113.143,hosting,IN,AS31863 
104.171.113.144,104.171.113.159,hosting,US,AS31863 
104.171.113.160,104.171.113.167,business,IN,AS31863 
104.171.113.168,104.171.113.175,business,US,AS31863 
104.171.113.176,104.171.114.15,hosting,US,AS31863 
104.171.114.16,104.171.114.23,hosting,GB,AS31863 
104.171.114.24,104.171.114.31,hosting,US,AS31863 
104.171.114.32,104.171.114.63,hosting,BE,AS31863 
104.171.114.64,104.171.114.71,hosting,US,AS31863 
104.171.114.72,104.171.114.79,business,IN, 
104.171.114.80,104.171.114.95,hosting,US,AS31863 
104.171.114.96,104.171.114.127,hosting,ID,AS31863 
104.171.114.128,104.171.114.135,hosting,IN,AS31863 
104.171.114.136,104.171.114.143,business,IN, 
104.171.114.144,104.171.114.159,hosting,US,AS31863 
104.171.114.160,104.171.114.191,hosting,ID,AS31863 
104.171.114.192,104.171.114.223,hosting,US,AS31863 
104.171.114.224,104.171.114.255,hosting,IN,AS31863 
104.171.115.0,104.171.115.31,hosting,US,AS31863 
104.171.115.32,104.171.115.39,hosting,UA,AS31863 
104.171.115.40,104.171.115.47,business,IN,AS31863 
104.171.115.48,104.171.115.63,hosting,US,AS31863 
104.171.115.64,104.171.115.71,business,US,AS31863 
104.171.115.72,104.171.115.79,hosting,CL,AS31863 
104.171.115.80,104.171.115.103,hosting,US,AS31863 
104.171.115.104,104.171.115.107,hosting,CN,AS31863 
104.171.115.108,104.171.115.111,hosting,CA,AS31863 
104.171.115.112,104.171.115.191,hosting,US,AS31863 
104.171.115.192,104.171.115.199,education,US,AS31863 
104.171.115.200,104.171.115.207,hosting,US,AS31863 
104.171.115.208,104.171.115.215,business,US,AS31863 
104.171.115.216,104.171.116.7,hosting,US,AS31863 
104.171.116.8,104.171.116.11,business,US,AS31863 
104.171.116.12,104.171.116.127,hosting,US,AS31863 
104.171.116.128,104.171.116.255,business,US,AS31863 
104.171.117.0,104.171.117.79,hosting,US,AS31863 
104.171.117.80,104.171.117.87,business,IN,AS31863 
104.171.117.88,104.171.117.95,hosting,US,AS31863 
104.171.117.96,104.171.117.103,business,US,AS31863 
104.171.117.104,104.171.117.143,hosting,US,AS31863 
104.171.117.144,104.171.117.151,business,US,AS31863 
104.171.117.152,104.171.117.159,hosting,US,AS31863 
104.171.117.160,104.171.117.167,hosting,CO,AS31863 
104.171.117.168,104.171.117.175,business,PK,AS31863 
104.171.117.176,104.171.117.223,hosting,US,AS31863 
104.171.117.224,104.171.117.255,hosting,BE,AS31863 
104.171.118.0,104.171.119.15,hosting,US,AS31863 
104.171.119.16,104.171.119.23,hosting,ID,AS31863 
104.171.119.24,104.171.119.31,hosting,RU,AS31863 
104.171.119.32,104.171.119.47,business,US,AS31863 
104.171.119.48,104.171.119.55,business,IN,AS31863 
104.171.119.56,104.171.119.63,business,US,AS31863 
104.171.119.64,104.171.119.95,hosting,US,AS31863 
104.171.119.96,104.171.119.127,business,US,AS31863 
