104.171.0.0,104.171.15.255,hosting,US,AS46606 
104.171.119.128,104.171.119.159,hosting,US,AS31863 
104.171.119.160,104.171.119.191,hosting,BE,AS31863 
104.171.119.192,104.171.119.223,hosting,ID,AS31863 
104.171.119.224,104.171.121.127,hosting,US,AS31863 
104.171.121.128,104.171.121.159,business,IN,AS31863 
104.171.121.160,104.171.121.163,business,US,AS31863 
104.171.121.164,104.171.121.167,hosting,US,AS31863 
104.171.121.168,104.171.121.171,hosting,CA,AS31863 
104.171.121.172,104.171.121.175,business,US,AS31863 
104.171.121.176,104.171.121.207,hosting,US,AS31863 
104.171.121.208,104.171.121.215,business,IN,AS31863 
104.171.121.216,104.171.121.223,hosting,US,AS31863 
104.171.121.224,104.171.121.255,hosting,BE,AS31863 
104.171.122.0,104.171.122.63,hosting,IN,AS31863 
104.171.122.64,104.171.122.71,hosting,US,AS31863 
104.171.122.72,104.171.122.79,hosting,AU,AS31863 
104.171.122.80,104.171.122.207,hosting,US,AS31863 
104.171.122.208,104.171.122.215,hosting,BR,AS31863 
104.171.122.216,104.171.122.223,hosting,IN,AS31863 
104.171.122.224,104.171.122.255,hosting,US,AS31863 
104.171.123.0,104.171.123.63,business,IN,AS31863 
104.171.123.64,104.171.123.167,hosting,US,AS31863 
104.171.123.168,104.171.123.175,business,IN,AS31863 
104.171.123.176,104.171.124.127,hosting,US,AS31863 
104.171.124.128,104.171.124.167,business,IN,AS31863 
104.171.124.168,104.171.124.175,hosting,HN,AS31863 
104.171.124.176,104.171.124.215,hosting,US,AS31863 
104.171.124.216,104.171.124.223,business,IN,AS31863 
104.171.124.224,104.171.124.239,business,US,AS31863 
104.171.124.240,104.171.125.151,hosting,US,AS31863 
104.171.125.152,104.171.125.159,hosting,PK,AS31863 
104.171.125.160,104.171.125.191,hosting,US,AS31863 
104.171.125.192,104.171.125.199,education,BR,AS31863 
104.171.125.200,104.171.125.255,hosting,US,AS31863 
104.171.126.0,104.171.126.7,business,CA,AS31863 
104.171.126.8,104.171.126.31,hosting,US,AS31863 
104.171.126.32,104.171.126.63,hosting,CA,AS31863 
104.171.126.64,104.171.126.95,hosting,US,AS31863 
104.171.126.96,104.171.126.143,business,US,AS31863 
104.171.126.144,104.171.126.151,hosting,US,AS31863 
104.171.126.152,104.171.126.159,hosting,VN,AS31863 
104.171.126.160,104.171.126.183,hosting,US,AS31863 
104.171.126.184,104.171.126.191,business,US,AS31863 
104.171.126.192,104.171.126.223,hosting,US,AS31863 
104.171.126.224,104.171.126.231,business,MA,AS31863 
104.171.126.232,104.171.126.247,hosting,US,AS31863 
104.171.126.248,104.171.127.7,business,US,AS31863 
104.171.127.8,104.171.127.95,hosting,US,AS31863 
104.171.127.96,104.171.127.103,business,IN,AS31863 
104.171.127.104,104.171.127.111,business,US,AS31863 
104.171.127.112,104.171.127.119,hosting,US,AS31863 
104.171.127.120,104.171.127.127,business,US,AS31863 
104.171.127.128,104.171.127.135,hosting,US,AS31863 
104.171.127.136,104.171.127.143,business,US,AS31863 
104.171.127.144,104.171.127.175,hosting,US,AS31863 
104.171.127.176,104.171.127.183,business,BR,AS31863 
104.171.127.184,104.171.127.191,hosting,BR,AS31863 
104.171.127.192,104.171.127.195,hosting,US,AS31863 
104.171.127.196,104.171.127.199,business,US,AS31863 
104.171.127.200,104.171.127.207,hosting,US,AS31863 
104.171.127.208,104.171.127.211,business,BR,AS31863 
104.171.127.212,104.171.127.215,business,MX,AS31863 
104.171.127.216,104.171.127.223,hosting,BR,AS31863 
104.171.127.224,104.171.127.247,hosting,US,AS31863 
104.171.127.248,104.171.127.251,business,US,AS31863 
104.171.127.252,104.171.127.255,hosting,US,AS31863 
104.171.128.0,104.171.143.255,hosting,US,AS32748 
104.171.144.0,104.171.159.255,isp,US,AS16628 
104.171.160.0,104.171.163.255,hosting,US,AS399296 
104.171.164.0,104.171.169.255,business,US,AS6079 
104.171.170.0,104.171.170.255,hosting,US,AS397923 
104.171.171.0,104.171.175.255,business,US,AS6079 
104.171.176.0,104.171.191.255,hosting,US,AS22552 
104.171.192.0,104.171.192.255,business,CA,AS174 
104.171.193.0,104.171.193.255,hosting,CA,AS54412 
104.171.194.0,104.171.194.255,isp,US,AS13439 
104.171.195.0,104.171.195.255,hosting,CA,AS54412 
104.171.196.0,104.171.197.255,business,US,AS397942 
104.171.198.0,104.171.199.255,hosting,US,AS16509 
104.171.200.0,104.171.203.255,hosting,US,AS398090 
104.171.204.0,104.171.207.255,business,CA,AS812 
104.171.208.0,104.171.208.159,government,US,AS63267 
104.171.208.160,104.171.208.175,business,US,AS63267 
104.171.208.176,104.171.223.255,government,US,AS63267 
104.171.224.0,104.171.239.255,hosting,US,AS22552 
104.171.240.0,104.171.255.255,isp,US,AS26827 
