104.152.0.0,104.152.3.255,hosting,US 
104.152.4.0,104.152.15.255,business,US 
104.152.16.0,104.152.27.255,isp,US 
104.152.28.0,104.152.31.255,isp,CA 
104.152.32.0,104.152.43.255,business,US 
104.152.44.0,104.152.55.255,hosting,US 
104.152.56.0,104.152.59.255,business,US 
104.152.60.0,104.152.63.255,isp,US 
104.152.64.0,104.152.71.255,hosting,US 
104.152.72.0,104.152.75.255,business,US 
104.152.76.0,104.152.83.255,isp,US 
104.152.84.0,104.152.87.255,business,US 
104.152.92.0,104.152.92.31,hosting,US 
104.152.92.32,104.152.92.63,business,US 
104.152.92.64,104.152.92.95,hosting,US 
104.152.92.96,104.152.92.127,business,US 
104.152.92.128,104.152.92.183,hosting,US 
104.152.92.184,104.152.92.223,business,US 
104.152.92.224,104.152.92.239,hosting,US 
104.152.92.240,104.152.92.247,isp,US 
104.152.92.248,104.152.92.251,business,US 
104.152.92.252,104.152.92.255,education,US 
104.152.93.0,104.152.93.255,hosting,US 
104.152.94.0,104.152.94.255,business,US 
104.152.95.0,104.152.95.255,hosting,US 
104.152.96.0,104.152.107.255,isp,US 
104.152.108.0,104.152.119.255,hosting,US 
104.152.120.0,104.152.123.255,isp,CA 
104.152.124.0,104.152.124.15,business,US 
104.152.124.16,104.152.124.39,isp,US 
104.152.124.40,104.152.124.47,business,US 
104.152.124.48,104.152.124.55,isp,US 
104.152.124.56,104.152.124.59,business,US 
104.152.124.60,104.152.124.103,isp,US 
104.152.124.104,104.152.124.111,business,US 
104.152.124.112,104.152.124.127,isp,US 
104.152.124.128,104.152.124.143,business,US 
104.152.124.144,104.152.124.151,isp,US 
104.152.124.152,104.152.124.191,business,US 
104.152.124.192,104.152.124.215,isp,US 
104.152.124.216,104.152.124.223,business,US 
104.152.124.224,104.152.124.247,isp,US 
104.152.124.248,104.152.124.255,business,US 
104.152.125.0,104.152.125.111,isp,US 
104.152.125.112,104.152.125.127,business,US 
104.152.125.128,104.152.139.255,isp,US 
104.152.140.0,104.152.140.255,hosting,US 
104.152.141.0,104.152.141.255,business,US 
104.152.142.0,104.152.143.255,hosting,US 
104.152.144.0,104.152.151.255,business,US 
104.152.152.0,104.152.155.255,hosting,CA 
104.152.156.0,104.152.159.255,isp,US 
104.152.160.0,104.152.167.255,isp,CA 
104.152.168.0,104.152.171.255,hosting,CA 
104.152.172.0,104.152.177.32,hosting,US 
104.152.177.33,104.152.177.46,business,US 
104.152.177.47,104.152.177.64,hosting,US 
104.152.177.65,104.152.177.94,business,US 
104.152.177.95,104.152.177.192,hosting,US 
104.152.177.193,104.152.177.206,business,US 
104.152.177.207,104.152.179.0,hosting,US 
104.152.179.1,104.152.179.78,hosting,IN 
104.152.179.79,104.152.179.255,hosting,US 
104.152.180.0,104.152.183.255,isp,US 
104.152.184.0,104.152.184.255,hosting,US 
104.152.185.0,104.152.185.63,business,MA 
104.152.185.64,104.152.185.71,hosting,US 
104.152.185.72,104.152.185.79,business,PR 
104.152.185.80,104.152.185.131,hosting,US 
104.152.185.132,104.152.185.135,business,US 
104.152.185.136,104.152.185.143,business,IN 
104.152.185.144,104.152.185.255,hosting,US 
104.152.186.0,104.152.186.3,hosting,BR 
104.152.186.4,104.152.186.7,hosting,MX 
104.152.186.8,104.152.186.11,hosting,US 
104.152.186.12,104.152.186.15,hosting,EG 
104.152.186.16,104.152.186.31,hosting,US 
104.152.186.32,104.152.186.39,hosting,IN 
104.152.186.40,104.152.186.63,hosting,US 
104.152.186.64,104.152.186.95,hosting,BE 
104.152.186.96,104.152.186.127,hosting,IN 
104.152.186.128,104.152.186.151,hosting,US 
104.152.186.152,104.152.186.159,hosting,IN 
104.152.186.160,104.152.186.175,hosting,US 
104.152.186.176,104.152.186.191,hosting,IN 
104.152.186.192,104.152.186.199,hosting,EG 
104.152.186.200,104.152.186.255,hosting,US 
104.152.187.0,104.152.187.63,business,IN 
104.152.187.64,104.152.187.95,hosting,BR 
104.152.187.96,104.152.187.103,hosting,US 
104.152.187.104,104.152.187.107,hosting,RS 
104.152.187.108,104.152.187.135,hosting,US 
104.152.187.136,104.152.187.143,business,IN 
104.152.187.144,104.152.187.159,hosting,US 
104.152.187.160,104.152.187.191,hosting,AE 
104.152.187.192,104.152.187.199,hosting,PK 
104.152.187.200,104.152.187.203,business,CO 
104.152.187.204,104.152.187.231,hosting,US 
104.152.187.232,104.152.187.239,business,IN 
104.152.187.240,104.152.187.247,business,GT 
104.152.187.248,104.152.188.255,hosting,US 
