71.164.5.224,71.164.5.231,business,US, 
71.164.5.232,71.164.82.63,isp,US,AS701 
71.164.82.64,71.164.82.127,business,US,AS701 
71.164.82.128,71.164.82.255,isp,US,AS701 
71.164.83.0,71.164.83.7,business,US,AS701 
71.164.83.8,71.164.83.23,isp,US,AS701 
71.164.83.24,71.164.83.31,business,US,AS701 
71.164.83.32,71.164.83.39,isp,US,AS701 
71.164.83.40,71.164.83.47,business,US,AS701 
71.164.83.48,71.164.87.15,isp,US,AS701 
71.164.87.16,71.164.87.31,business,US,AS701 
71.164.87.32,71.164.87.47,isp,US,AS701 
71.164.87.48,71.164.87.55,business,US,AS701 
71.164.87.56,71.164.88.255,isp,US,AS701 
71.164.89.0,71.164.89.31,business,US,AS701 
71.164.89.32,71.164.131.7,isp,US,AS701 
71.164.131.8,71.164.131.71,business,US, 
71.164.131.72,71.164.133.31,isp,US,AS701 
71.164.133.32,71.164.133.63,business,US, 
71.164.133.64,71.164.143.255,isp,US,AS701 
71.164.144.0,71.164.144.135,business,US, 
71.164.144.136,71.164.144.143,isp,US,AS701 
71.164.144.144,71.164.144.207,business,US, 
71.164.144.208,71.164.144.223,isp,US,AS701 
71.164.144.224,71.164.144.255,business,US, 
71.164.145.0,71.164.145.7,isp,US,AS701 
71.164.145.8,71.164.145.23,business,US, 
71.164.145.24,71.164.145.55,isp,US,AS701 
71.164.145.56,71.164.145.71,business,US, 
71.164.145.72,71.164.145.111,isp,US,AS701 
71.164.145.112,71.164.145.135,business,US, 
71.164.145.136,71.164.145.143,isp,US,AS701 
71.164.145.144,71.164.145.151,business,US, 
71.164.145.152,71.164.145.175,isp,US,AS701 
71.164.145.176,71.164.145.191,business,US, 
71.164.145.192,71.164.145.231,isp,US,AS701 
71.164.145.232,71.164.146.23,business,US, 
71.164.146.24,71.164.146.31,isp,US,AS701 
71.164.146.32,71.164.146.79,business,US, 
71.164.146.80,71.164.146.87,isp,US,AS701 
71.164.146.88,71.164.146.95,isp,US, 
71.164.146.96,71.164.146.103,business,US, 
71.164.146.104,71.164.146.111,isp,US,AS701 
71.164.146.112,71.164.146.135,business,US, 
71.164.146.136,71.164.146.143,isp,US,AS701 
71.164.146.144,71.164.146.159,business,US, 
71.164.146.160,71.164.146.207,isp,US,AS701 
71.164.146.208,71.164.146.215,business,US, 
71.164.146.216,71.164.146.223,isp,US,AS701 
71.164.146.224,71.164.146.247,business,US, 
71.164.146.248,71.164.154.7,isp,US,AS701 
