71.186.35.104,71.186.35.111,business,US 
71.186.35.112,71.186.160.7,isp,US 
71.186.160.8,71.186.160.23,business,US 
71.186.160.24,71.186.160.31,isp,US 
71.186.160.32,71.186.160.63,business,US 
71.186.160.64,71.186.160.71,isp,US 
71.186.160.72,71.186.160.79,business,US 
71.186.160.80,71.186.160.87,isp,US 
71.186.160.88,71.186.160.135,business,US 
71.186.160.136,71.186.164.159,isp,US 
71.186.164.160,71.186.164.191,business,US 
71.186.164.192,71.186.164.255,education,US 
71.186.165.0,71.187.0.15,isp,US 
