180.180.0.0,180.180.239.255,isp,TH,AS23969 
180.180.240.0,180.180.240.19,isp,TH,AS131293 
180.180.240.20,180.180.240.23,business,TH,AS131293 
180.180.240.24,180.180.240.31,isp,TH,AS23969 
180.180.240.32,180.180.240.179,isp,TH,AS131293 
180.180.240.180,180.180.240.183,isp,TH,AS23969 
180.180.240.184,180.180.240.195,isp,TH,AS131293 
180.180.240.196,180.180.240.199,isp,TH,AS23969 
180.180.240.200,180.180.240.211,isp,TH,AS131293 
180.180.240.212,180.180.240.215,isp,TH,AS23969 
180.180.240.216,180.180.240.219,isp,TH,AS131293 
180.180.240.220,180.180.240.223,isp,TH,AS23969 
180.180.240.224,180.180.240.239,isp,TH,AS131293 
180.180.240.240,180.180.241.31,isp,TH,AS23969 
180.180.241.32,180.180.241.87,isp,TH,AS131293 
180.180.241.88,180.180.241.103,isp,TH,AS23969 
180.180.241.104,180.180.241.111,isp,TH,AS131293 
180.180.241.112,180.180.241.112,isp,TH,AS23969 
180.180.241.113,180.180.241.114,isp,TH,AS131293 
180.180.241.115,180.180.241.119,isp,TH,AS23969 
180.180.241.120,180.180.241.135,isp,TH,AS131293 
180.180.241.136,180.180.241.144,isp,TH,AS23969 
180.180.241.145,180.180.241.150,isp,TH,AS131293 
180.180.241.151,180.180.241.151,isp,TH,AS23969 
180.180.241.152,180.180.241.159,isp,TH,AS131293 
180.180.241.160,180.180.241.168,isp,TH,AS23969 
180.180.241.169,180.180.241.174,isp,TH,AS131293 
180.180.241.175,180.180.241.175,isp,TH,AS23969 
180.180.241.176,180.180.241.183,education,TH,AS131293 
180.180.241.184,180.180.241.191,isp,TH,AS23969 
180.180.241.192,180.180.241.207,isp,TH,AS131293 
180.180.241.208,180.180.241.231,isp,TH,AS23969 
180.180.241.232,180.180.241.247,isp,TH,AS131293 
180.180.241.248,180.180.241.255,education,TH,AS131293 
180.180.242.0,180.180.245.255,isp,TH,AS23969 
180.180.246.0,180.180.246.47,isp,TH,AS131293 
180.180.246.48,180.180.246.63,business,TH,AS131293 
180.180.246.64,180.180.246.71,isp,TH,AS131293 
180.180.246.72,180.180.246.79,isp,TH,AS23969 
180.180.246.80,180.180.246.87,isp,TH,AS131293 
180.180.246.88,180.180.246.91,isp,TH,AS23969 
180.180.246.92,180.180.246.119,isp,TH,AS131293 
180.180.246.120,180.180.246.127,isp,TH,AS23969 
180.180.246.128,180.180.246.143,isp,TH,AS131293 
180.180.246.144,180.180.246.151,isp,TH,AS23969 
180.180.246.152,180.180.246.191,isp,TH,AS131293 
180.180.246.192,180.180.246.207,isp,TH,AS23969 
180.180.246.208,180.180.246.223,isp,TH,AS131293 
180.180.246.224,180.180.246.227,isp,TH,AS23969 
180.180.246.228,180.180.246.235,isp,TH,AS131293 
180.180.246.236,180.180.246.239,isp,TH,AS23969 
180.180.246.240,180.180.246.255,isp,TH,AS131293 
180.180.247.0,180.180.247.255,business,TH,AS134166 
180.180.248.0,180.180.255.255,isp,TH,AS23969 
