174.131.3.0,174.131.3.15,business,US 
174.131.3.16,174.131.7.111,isp,US 
174.131.7.112,174.131.7.127,business,US 
174.131.7.128,174.131.7.191,isp,US 
174.131.7.192,174.131.7.239,education,US 
174.131.7.240,174.131.145.143,isp,US 
174.131.145.144,174.131.145.151,business,US 
174.131.145.152,174.131.145.175,isp,US 
174.131.145.176,174.131.145.191,business,US 
174.131.145.192,174.131.145.199,isp,US 
174.131.145.200,174.131.145.207,business,US 
174.131.145.208,174.131.147.151,isp,US 
174.131.147.152,174.131.147.159,business,US 
174.131.147.160,174.131.147.167,isp,US 
174.131.147.168,174.131.147.175,business,US 
174.131.147.176,174.131.147.183,isp,US 
174.131.147.184,174.131.147.199,business,US 
174.131.147.200,174.131.147.207,isp,US 
174.131.147.208,174.131.147.255,business,US 
174.131.148.0,174.131.150.39,isp,US 
174.131.150.40,174.131.150.55,business,US 
174.131.150.56,174.131.150.127,isp,US 
174.131.150.128,174.131.150.135,education,US 
174.131.150.136,174.131.150.183,isp,US 
174.131.150.184,174.131.150.199,business,US 
174.131.150.200,174.131.151.15,isp,US 
174.131.151.16,174.131.151.31,business,US 
174.131.151.32,174.131.151.95,isp,US 
174.131.151.96,174.131.151.111,business,US 
174.131.151.112,174.131.151.175,isp,US 
174.131.151.176,174.131.151.191,business,US 
174.131.151.192,174.131.152.63,isp,US 
174.131.152.64,174.131.152.71,business,US 
174.131.152.72,174.131.152.79,isp,US 
174.131.152.80,174.131.152.95,business,US 
174.131.152.96,174.131.152.143,isp,US 
174.131.152.144,174.131.152.175,business,US 
174.131.152.176,174.131.155.247,isp,US 
174.131.155.248,174.131.155.255,business,US 
174.131.156.0,174.131.156.31,isp,US 
174.131.156.32,174.131.156.39,business,US 
174.131.156.40,174.131.255.255,isp,US 
