90.139.0.0,90.139.95.255,isp,LV,AS1257 
90.139.96.0,90.139.101.15,isp,SE,AS1257 
90.139.101.16,90.139.101.31,isp,HR,AS1257 
90.139.101.32,90.139.101.47,isp,LT,AS1257 
90.139.101.48,90.139.101.63,isp,LV,AS1257 
90.139.101.64,90.139.101.79,isp,AT,AS1257 
90.139.101.80,90.139.101.95,isp,EE,AS1257 
90.139.101.96,90.139.127.255,isp,SE,AS1257 
90.139.128.0,90.139.255.255,isp,LV,AS1257 
