199.127.0.0,199.127.30.255,business,US 
199.127.31.0,199.127.31.255,government,US 
199.127.32.0,199.127.41.255,hosting,US 
199.127.44.0,199.127.47.255,business,CA 
199.127.48.0,199.127.55.255,isp,US 
199.127.56.0,199.127.57.255,hosting,US 
199.127.58.0,199.127.58.127,business,US 
199.127.58.128,199.127.60.67,hosting,US 
199.127.60.68,199.127.60.68,hosting,BR 
199.127.60.69,199.127.63.255,hosting,US 
199.127.64.0,199.127.91.255,business,US 
199.127.92.0,199.127.95.255,isp,US 
199.127.96.0,199.127.103.255,business,US 
199.127.104.0,199.127.107.255,isp,US 
199.127.108.0,199.127.108.127,isp,CA 
199.127.108.128,199.127.108.255,hosting,CA 
199.127.109.0,199.127.111.255,isp,CA 
199.127.112.0,199.127.115.255,isp,US 
199.127.116.0,199.127.119.63,business,US 
199.127.119.64,199.127.119.79,isp,US 
199.127.119.80,199.127.119.223,business,US 
199.127.119.224,199.127.120.23,isp,US 
199.127.120.24,199.127.120.79,business,US 
199.127.120.80,199.127.120.95,isp,US 
199.127.120.96,199.127.120.111,business,US 
199.127.120.112,199.127.120.127,isp,US 
199.127.120.128,199.127.120.255,business,US 
199.127.121.0,199.127.121.111,isp,US 
199.127.121.112,199.127.121.127,education,US 
199.127.121.128,199.127.121.255,isp,US 
199.127.122.0,199.127.122.255,hosting,US 
199.127.123.0,199.127.123.63,isp,US 
199.127.123.64,199.127.123.79,business,US 
199.127.123.80,199.127.123.83,isp,US 
199.127.123.84,199.127.123.87,business,US 
199.127.123.88,199.127.123.95,isp,US 
199.127.123.96,199.127.123.103,business,US 
199.127.123.104,199.127.123.127,isp,US 
199.127.123.128,199.127.123.191,business,US 
199.127.123.192,199.127.123.207,isp,US 
199.127.123.208,199.127.123.223,business,US 
199.127.123.224,199.127.124.95,isp,US 
199.127.124.96,199.127.124.111,business,US 
199.127.124.112,199.127.124.143,isp,US 
199.127.124.144,199.127.124.187,business,US 
199.127.124.188,199.127.124.195,isp,US 
199.127.124.196,199.127.124.199,business,US 
199.127.124.200,199.127.124.239,isp,US 
199.127.124.240,199.127.124.255,business,US 
199.127.125.0,199.127.127.15,isp,US 
199.127.127.16,199.127.127.31,business,US 
199.127.127.32,199.127.127.39,education,US 
199.127.127.40,199.127.127.47,business,US 
199.127.127.48,199.127.127.63,isp,US 
199.127.127.64,199.127.127.71,business,US 
199.127.127.72,199.127.127.79,isp,US 
199.127.127.80,199.127.127.95,business,US 
199.127.127.96,199.127.127.111,isp,US 
199.127.127.112,199.127.127.119,business,US 
199.127.127.120,199.127.127.127,isp,US 
199.127.127.128,199.127.127.255,business,US 
199.127.128.0,199.127.131.255,hosting,CA 
199.127.132.0,199.127.132.255,business,US 
199.127.133.0,199.127.134.223,education,US 
199.127.134.224,199.127.134.255,isp,US 
199.127.135.0,199.127.135.191,education,US 
199.127.135.192,199.127.135.255,isp,US 
199.127.136.0,199.127.143.255,hosting,US 
199.127.144.0,199.127.151.255,business,US 
199.127.152.0,199.127.159.255,hosting,US 
199.127.160.0,199.127.161.255,education,US 
199.127.162.0,199.127.162.255,business,IN 
199.127.163.0,199.127.167.255,education,US 
199.127.168.0,199.127.169.119,isp,US 
199.127.169.120,199.127.169.127,business,US 
199.127.169.128,199.127.169.143,isp,US 
199.127.169.144,199.127.169.159,business,US 
199.127.169.160,199.127.170.79,isp,US 
199.127.170.80,199.127.170.87,business,US 
199.127.170.88,199.127.170.95,isp,US 
199.127.170.96,199.127.170.111,business,US 
199.127.170.112,199.127.170.255,isp,US 
199.127.171.0,199.127.171.255,isp,HK 
199.127.172.0,199.127.175.255,isp,CA 
199.127.176.0,199.127.179.255,isp,US 
199.127.180.0,199.127.191.255,hosting,US 
199.127.192.0,199.127.195.255,business,US 
199.127.196.0,199.127.196.255,isp,DM 
199.127.197.0,199.127.197.255,isp,GD 
199.127.198.0,199.127.198.255,isp,DM 
199.127.199.0,199.127.199.255,isp,VC 
199.127.200.0,199.127.201.127,isp,US 
199.127.201.128,199.127.201.255,business,US 
199.127.202.0,199.127.203.83,isp,US 
199.127.203.84,199.127.203.95,business,US 
199.127.203.96,199.127.203.135,isp,US 
199.127.203.136,199.127.203.143,business,US 
199.127.203.144,199.127.203.183,isp,US 
199.127.203.184,199.127.203.191,business,US 
199.127.203.192,199.127.203.199,isp,US 
199.127.203.200,199.127.203.207,business,US 
199.127.203.208,199.127.203.239,isp,US 
199.127.203.240,199.127.203.247,business,US 
199.127.203.248,199.127.203.255,isp,US 
199.127.204.0,199.127.207.255,business,US 
199.127.208.0,199.127.215.255,isp,US 
199.127.216.0,199.127.219.255,hosting,US 
199.127.220.0,199.127.223.255,isp,US 
199.127.224.0,199.127.227.255,business,US 
199.127.228.0,199.127.229.63,isp,US 
199.127.229.64,199.127.229.95,education,US 
199.127.229.96,199.127.229.127,isp,US 
199.127.229.128,199.127.229.135,business,US 
199.127.229.136,199.127.231.255,isp,US 
199.127.232.0,199.127.235.255,hosting,US 
199.127.236.0,199.127.255.255,business,US 
