199.223.0.0,199.223.63.255,business,US 
199.223.64.0,199.223.113.255,isp,US 
199.223.114.0,199.223.115.255,hosting,US 
199.223.116.0,199.223.119.255,business,US 
199.223.120.0,199.223.126.255,isp,US 
199.223.127.0,199.223.127.255,business,US 
199.223.128.0,199.223.207.255,education,US 
199.223.208.0,199.223.219.255,hosting,US 
199.223.220.0,199.223.231.255,isp,US 
199.223.232.0,199.223.239.255,hosting,US 
199.223.240.0,199.223.247.255,education,US 
199.223.248.0,199.223.248.63,isp,US 
199.223.248.64,199.223.249.255,isp,LC 
199.223.250.0,199.223.250.255,isp,VC 
199.223.251.0,199.223.251.255,isp,GD 
199.223.252.0,199.223.255.255,hosting,US 
