186.155.0.0,186.155.4.39,isp,CO,AS19429 
186.155.4.40,186.155.4.55,business,CO,AS19429 
186.155.4.56,186.155.4.79,isp,CO,AS19429 
186.155.4.80,186.155.4.87,education,CO,AS19429 
186.155.4.88,186.155.4.119,isp,CO,AS19429 
186.155.4.120,186.155.4.127,business,CO,AS19429 
186.155.4.128,186.155.4.183,isp,CO,AS19429 
186.155.4.184,186.155.4.191,business,CO,AS19429 
186.155.4.192,186.155.5.255,isp,CO,AS19429 
186.155.6.0,186.155.7.31,business,CO,AS19429 
186.155.7.32,186.155.7.103,isp,CO,AS19429 
186.155.7.104,186.155.7.119,business,CO,AS19429 
186.155.7.120,186.155.7.159,isp,CO,AS19429 
186.155.7.160,186.155.7.175,business,CO,AS19429 
186.155.7.176,186.155.7.183,isp,CO,AS19429 
186.155.7.184,186.155.7.207,education,CO,AS19429 
186.155.7.208,186.155.7.215,isp,CO,AS19429 
186.155.7.216,186.155.7.231,business,CO,AS19429 
186.155.7.232,186.155.7.239,isp,CO,AS19429 
186.155.7.240,186.155.7.255,business,CO,AS19429 
186.155.8.0,186.155.27.255,isp,CO,AS19429 
186.155.28.0,186.155.28.63,business,CO,AS19429 
186.155.28.64,186.155.28.127,isp,CO,AS19429 
186.155.28.128,186.155.28.135,business,CO,AS19429 
186.155.28.136,186.155.28.223,isp,CO,AS19429 
186.155.28.224,186.155.29.15,business,CO,AS19429 
186.155.29.16,186.155.29.31,isp,CO,AS19429 
186.155.29.32,186.155.29.127,business,CO,AS19429 
186.155.29.128,186.155.29.191,isp,CO,AS19429 
186.155.29.192,186.155.30.127,business,CO,AS19429 
186.155.30.128,186.155.30.151,isp,CO,AS19429 
186.155.30.152,186.155.30.159,education,CO,AS19429 
186.155.30.160,186.155.30.175,business,CO,AS19429 
186.155.30.176,186.155.30.183,isp,CO,AS19429 
186.155.30.184,186.155.30.199,business,CO,AS19429 
186.155.30.200,186.155.131.55,isp,CO,AS19429 
186.155.131.56,186.155.131.63,business,CO,AS19429 
186.155.131.64,186.155.195.143,isp,CO,AS19429 
186.155.195.144,186.155.195.151,business,CO,AS19429 
186.155.195.152,186.155.218.131,isp,CO,AS19429 
186.155.218.132,186.155.218.135,business,CO,AS19429 
186.155.218.136,186.155.224.63,isp,CO,AS19429 
186.155.224.64,186.155.224.71,business,CO,AS19429 
186.155.224.72,186.155.224.119,isp,CO,AS19429 
186.155.224.120,186.155.224.127,business,CO,AS19429 
186.155.224.128,186.155.224.151,isp,CO,AS19429 
186.155.224.152,186.155.224.159,business,CO,AS19429 
