70.225.0.0,70.225.96.47,isp,US,AS7018 
70.225.96.48,70.225.96.63,business,US,AS7018 
70.225.96.64,70.225.96.95,isp,US,AS7018 
70.225.96.96,70.225.96.103,business,US,AS7018 
70.225.96.104,70.225.96.127,isp,US,AS7018 
70.225.96.128,70.225.96.135,business,US,AS7018 
70.225.96.136,70.225.96.215,isp,US,AS7018 
70.225.96.216,70.225.96.239,business,US,AS7018 
70.225.96.240,70.225.97.47,isp,US,AS7018 
70.225.97.48,70.225.97.55,education,US,AS7018 
70.225.97.56,70.225.97.215,isp,US,AS7018 
70.225.97.216,70.225.97.223,business,US,AS7018 
70.225.97.224,70.225.97.231,isp,US,AS7018 
70.225.97.232,70.225.97.239,business,US,AS7018 
70.225.97.240,70.225.100.23,isp,US,AS7018 
70.225.100.24,70.225.100.31,business,US,AS7018 
70.225.100.32,70.225.100.127,isp,US,AS7018 
70.225.100.128,70.225.100.135,business,US,AS7018 
70.225.100.136,70.225.100.239,isp,US,AS7018 
70.225.100.240,70.225.100.255,business,US,AS7018 
70.225.101.0,70.225.101.127,isp,US,AS7018 
70.225.101.128,70.225.101.135,business,US,AS7018 
70.225.101.136,70.225.102.191,isp,US,AS7018 
70.225.102.192,70.225.102.223,business,US,AS7018 
70.225.102.224,70.225.104.79,isp,US,AS7018 
70.225.104.80,70.225.104.95,education,US,AS7018 
70.225.104.96,70.225.106.7,isp,US,AS7018 
70.225.106.8,70.225.106.15,business,US,AS7018 
70.225.106.16,70.225.106.255,isp,US,AS7018 
70.225.107.0,70.225.107.95,business,US,AS7018 
70.225.107.96,70.225.108.119,isp,US,AS7018 
70.225.108.120,70.225.108.127,business,US,AS7018 
70.225.108.128,70.225.108.135,isp,US,AS7018 
70.225.108.136,70.225.108.151,business,US,AS7018 
70.225.108.152,70.225.108.191,isp,US,AS7018 
70.225.108.192,70.225.108.199,business,US,AS7018 
70.225.108.200,70.225.109.207,isp,US,AS7018 
70.225.109.208,70.225.109.215,business,US,AS7018 
70.225.109.216,70.225.114.23,isp,US,AS7018 
70.225.114.24,70.225.114.39,business,US,AS7018 
70.225.114.40,70.225.114.79,isp,US,AS7018 
70.225.114.80,70.225.114.95,business,US,AS7018 
70.225.114.96,70.225.114.135,isp,US,AS7018 
70.225.114.136,70.225.114.143,business,US,AS7018 
70.225.114.144,70.225.114.167,isp,US,AS7018 
70.225.114.168,70.225.114.175,business,US,AS7018 
70.225.114.176,70.225.115.55,isp,US,AS7018 
70.225.115.56,70.225.115.63,business,US,AS7018 
70.225.115.64,70.225.115.103,isp,US,AS7018 
70.225.115.104,70.225.115.119,business,US,AS7018 
70.225.115.120,70.225.116.31,isp,US,AS7018 
70.225.116.32,70.225.116.39,business,US,AS7018 
70.225.116.40,70.225.116.111,isp,US,AS7018 
70.225.116.112,70.225.116.119,business,US,AS7018 
70.225.116.120,70.225.116.223,isp,US,AS7018 
70.225.116.224,70.225.116.231,business,US,AS7018 
70.225.116.232,70.225.116.247,isp,US,AS7018 
70.225.116.248,70.225.116.255,business,US,AS7018 
70.225.117.0,70.225.121.127,isp,US,AS7018 
70.225.121.128,70.225.121.135,business,US,AS7018 
70.225.121.136,70.225.121.223,isp,US,AS7018 
70.225.121.224,70.225.121.255,business,US,AS7018 
70.225.122.0,70.225.144.71,isp,US,AS7018 
70.225.144.72,70.225.144.79,business,US,AS7018 
70.225.144.80,70.225.144.87,isp,US,AS7018 
70.225.144.88,70.225.144.95,business,US,AS7018 
70.225.144.96,70.225.144.143,isp,US,AS7018 
70.225.144.144,70.225.144.151,business,US,AS7018 
70.225.144.152,70.225.144.167,isp,US,AS7018 
70.225.144.168,70.225.144.175,business,US,AS7018 
70.225.144.176,70.225.144.183,isp,US,AS7018 
70.225.144.184,70.225.144.207,business,US,AS7018 
70.225.144.208,70.225.144.223,isp,US,AS7018 
70.225.144.224,70.225.144.231,business,US,AS7018 
70.225.144.232,70.225.145.71,isp,US,AS7018 
70.225.145.72,70.225.145.87,business,US,AS7018 
70.225.145.88,70.225.145.135,isp,US,AS7018 
70.225.145.136,70.225.145.143,business,US,AS7018 
70.225.145.144,70.225.145.159,isp,US,AS7018 
70.225.145.160,70.225.145.167,business,US,AS7018 
70.225.145.168,70.225.145.223,isp,US,AS7018 
70.225.145.224,70.225.145.231,education,US,AS7018 
70.225.145.232,70.225.150.23,isp,US,AS7018 
70.225.150.24,70.225.150.31,business,US,AS7018 
70.225.150.32,70.225.150.159,isp,US,AS7018 
70.225.150.160,70.225.150.167,business,US,AS7018 
70.225.150.168,70.225.150.199,isp,US,AS7018 
70.225.150.200,70.225.150.207,business,US,AS7018 
70.225.150.208,70.225.151.103,isp,US,AS7018 
70.225.151.104,70.225.151.111,business,US,AS7018 
70.225.151.112,70.225.159.223,isp,US,AS7018 
70.225.159.224,70.225.159.255,business,US,AS7018 
70.225.160.0,70.225.196.79,isp,US,AS7018 
70.225.196.80,70.225.196.87,business,US,AS7018 
70.225.196.88,70.225.197.191,isp,US,AS7018 
70.225.197.192,70.225.197.199,business,US,AS7018 
70.225.197.200,70.225.197.239,isp,US,AS7018 
70.225.197.240,70.225.197.247,business,US,AS7018 
70.225.197.248,70.225.198.95,isp,US,AS7018 
70.225.198.96,70.225.198.103,business,US,AS7018 
70.225.198.104,70.225.198.151,isp,US,AS7018 
70.225.198.152,70.225.198.159,business,US,AS7018 
70.225.198.160,70.225.198.167,isp,US,AS7018 
70.225.198.168,70.225.198.175,business,US,AS7018 
70.225.198.176,70.225.199.7,isp,US,AS7018 
70.225.199.8,70.225.199.15,business,US,AS7018 
70.225.199.16,70.225.199.31,isp,US,AS7018 
70.225.199.32,70.225.199.39,business,US,AS7018 
70.225.199.40,70.225.199.47,isp,US,AS7018 
70.225.199.48,70.225.199.55,business,US,AS7018 
70.225.199.56,70.225.199.79,isp,US,AS7018 
70.225.199.80,70.225.199.87,education,US,AS7018 
70.225.199.88,70.225.199.127,isp,US,AS7018 
70.225.199.128,70.225.199.135,business,US,AS7018 
70.225.199.136,70.225.199.151,isp,US,AS7018 
70.225.199.152,70.225.199.159,business,US,AS7018 
70.225.199.160,70.225.199.167,isp,US,AS7018 
70.225.199.168,70.225.199.191,business,US,AS7018 
70.225.199.192,70.225.199.215,isp,US,AS7018 
70.225.199.216,70.225.199.223,business,US,AS7018 
70.225.199.224,70.225.203.127,isp,US,AS7018 
70.225.203.128,70.225.203.135,business,US,AS7018 
70.225.203.136,70.225.203.159,isp,US,AS7018 
70.225.203.160,70.225.203.191,business,US,AS7018 
70.225.203.192,70.225.203.223,isp,US,AS7018 
70.225.203.224,70.225.203.239,business,US,AS7018 
70.225.203.240,70.225.206.79,isp,US,AS7018 
70.225.206.80,70.225.206.87,business,US,AS7018 
70.225.206.88,70.225.207.55,isp,US,AS7018 
70.225.207.56,70.225.207.63,business,US,AS7018 
70.225.207.64,70.225.207.159,isp,US,AS7018 
70.225.207.160,70.225.207.167,business,US,AS7018 
70.225.207.168,70.225.207.215,isp,US,AS7018 
70.225.207.216,70.225.207.223,business,US,AS7018 
70.225.207.224,70.225.209.63,isp,US,AS7018 
70.225.209.64,70.225.209.71,business,US,AS7018 
70.225.209.72,70.225.209.95,isp,US,AS7018 
70.225.209.96,70.225.209.103,business,US,AS7018 
70.225.209.104,70.225.209.151,isp,US,AS7018 
70.225.209.152,70.225.209.167,business,US,AS7018 
70.225.209.168,70.225.209.191,isp,US,AS7018 
70.225.209.192,70.225.209.199,business,US,AS7018 
70.225.209.200,70.225.209.207,isp,US,AS7018 
70.225.209.208,70.225.209.215,business,US,AS7018 
70.225.209.216,70.225.210.31,isp,US,AS7018 
70.225.210.32,70.225.210.39,business,US,AS7018 
70.225.210.40,70.225.210.47,isp,US,AS7018 
70.225.210.48,70.225.210.55,business,US,AS7018 
70.225.210.56,70.225.210.71,isp,US,AS7018 
70.225.210.72,70.225.210.79,business,US,AS7018 
70.225.210.80,70.225.210.143,isp,US,AS7018 
70.225.210.144,70.225.210.151,business,US,AS7018 
70.225.210.152,70.225.210.159,isp,US,AS7018 
70.225.210.160,70.225.210.175,business,US,AS7018 
70.225.210.176,70.225.211.159,isp,US,AS7018 
70.225.211.160,70.225.211.167,business,US,AS7018 
70.225.211.168,70.225.212.39,isp,US,AS7018 
70.225.212.40,70.225.212.47,business,US,AS7018 
70.225.212.48,70.225.212.71,isp,US,AS7018 
70.225.212.72,70.225.212.87,business,US,AS7018 
70.225.212.88,70.225.212.199,isp,US,AS7018 
70.225.212.200,70.225.212.207,business,US,AS7018 
70.225.212.208,70.225.213.15,isp,US,AS7018 
70.225.213.16,70.225.213.23,business,US,AS7018 
70.225.213.24,70.225.213.95,isp,US,AS7018 
70.225.213.96,70.225.213.103,business,US,AS7018 
70.225.213.104,70.225.213.247,isp,US,AS7018 
70.225.213.248,70.225.213.255,business,US,AS7018 
70.225.214.0,70.225.224.159,isp,US,AS7018 
70.225.224.160,70.225.224.191,business,US,AS7018 
70.225.224.192,70.225.225.223,isp,US,AS7018 
70.225.225.224,70.225.225.239,business,US,AS7018 
70.225.225.240,70.225.225.247,isp,US,AS7018 
70.225.225.248,70.225.225.255,business,US,AS7018 
70.225.226.0,70.225.227.127,isp,US,AS7018 
70.225.227.128,70.225.227.135,business,US,AS7018 
70.225.227.136,70.225.227.151,isp,US,AS7018 
70.225.227.152,70.225.227.159,education,US,AS7018 
70.225.227.160,70.225.227.207,business,US,AS7018 
70.225.227.208,70.225.228.79,isp,US,AS7018 
70.225.228.80,70.225.228.87,business,US,AS7018 
70.225.228.88,70.225.228.95,isp,US,AS7018 
70.225.228.96,70.225.228.111,business,US,AS7018 
70.225.228.112,70.225.228.119,isp,US,AS7018 
70.225.228.120,70.225.228.127,business,US,AS7018 
70.225.228.128,70.225.229.71,isp,US,AS7018 
70.225.229.72,70.225.229.79,business,US,AS7018 
70.225.229.80,70.225.229.103,isp,US,AS7018 
70.225.229.104,70.225.229.111,business,US,AS7018 
70.225.229.112,70.225.229.135,isp,US,AS7018 
70.225.229.136,70.225.229.143,business,US,AS7018 
70.225.229.144,70.225.229.207,isp,US,AS7018 
