210.202.0.0,210.202.3.223,isp,TW,AS17709 
210.202.117.56,210.202.117.63,isp,TW,AS7482 
210.202.117.64,210.202.117.79,isp,TW,AS17709 
210.202.117.80,210.202.117.87,isp,TW,AS7482 
210.202.117.88,210.202.117.111,isp,TW,AS17709 
210.202.117.112,210.202.117.119,isp,TW,AS7482 
210.202.117.120,210.202.117.151,isp,TW,AS17709 
210.202.117.152,210.202.117.159,isp,TW,AS7482 
210.202.117.160,210.202.117.175,isp,TW,AS17709 
210.202.117.176,210.202.117.183,isp,TW,AS7482 
210.202.117.184,210.202.117.223,isp,TW,AS17709 
210.202.117.224,210.202.117.231,isp,TW,AS7482 
210.202.117.232,210.202.117.247,isp,TW,AS17709 
210.202.117.248,210.202.118.7,isp,TW,AS7482 
210.202.118.8,210.202.118.55,isp,TW,AS17709 
210.202.118.56,210.202.118.63,isp,TW,AS7482 
210.202.118.64,210.202.118.95,isp,TW,AS17709 
210.202.118.96,210.202.118.103,isp,TW,AS7482 
210.202.118.104,210.202.118.127,isp,TW,AS17709 
210.202.118.128,210.202.118.135,isp,TW,AS7482 
210.202.118.136,210.202.118.247,isp,TW,AS17709 
210.202.118.248,210.202.118.255,isp,TW,AS7482 
210.202.119.0,210.202.119.39,isp,TW,AS17709 
210.202.119.40,210.202.119.47,isp,TW,AS7482 
210.202.119.48,210.202.119.103,isp,TW,AS17709 
210.202.119.104,210.202.119.111,isp,TW,AS7482 
210.202.119.112,210.202.119.159,isp,TW,AS17709 
210.202.119.160,210.202.119.167,isp,TW,AS7482 
210.202.119.168,210.202.119.175,isp,TW,AS17709 
210.202.119.176,210.202.119.183,isp,TW,AS7482 
210.202.119.184,210.202.124.15,isp,TW,AS17709 
210.202.124.16,210.202.124.18,isp,TW,AS7482 
210.202.124.19,210.202.134.255,isp,TW,AS17709 
210.202.135.0,210.202.135.127,isp,TW,AS7482 
210.202.135.128,210.202.157.31,isp,TW,AS17709 
210.202.157.32,210.202.157.63,isp,TW,AS7482 
210.202.157.64,210.202.158.167,isp,TW,AS17709 
210.202.158.168,210.202.158.175,isp,TW,AS7482 
210.202.158.176,210.202.158.183,isp,TW,AS17709 
210.202.158.184,210.202.158.191,isp,TW,AS7482 
210.202.158.192,210.202.159.63,isp,TW,AS17709 
210.202.159.64,210.202.159.71,isp,TW,AS7482 
210.202.159.72,210.202.162.15,isp,TW,AS17709 
210.202.162.16,210.202.162.23,isp,TW,AS7482 
210.202.162.24,210.202.162.47,isp,TW,AS17709 
210.202.162.48,210.202.162.63,isp,TW,AS7482 
210.202.162.64,210.202.162.135,isp,TW,AS17709 
210.202.162.136,210.202.162.143,isp,TW,AS7482 
210.202.162.144,210.202.163.31,isp,TW,AS17709 
210.202.163.32,210.202.163.39,isp,TW,AS7482 
210.202.163.40,210.202.163.47,isp,TW,AS17709 
210.202.163.48,210.202.163.63,isp,TW,AS7482 
210.202.163.64,210.202.163.71,isp,TW,AS17709 
210.202.163.72,210.202.163.79,isp,TW,AS7482 
210.202.163.80,210.202.164.127,isp,TW,AS17709 
210.202.164.128,210.202.164.135,isp,TW,AS7482 
210.202.164.136,210.202.164.191,isp,TW,AS17709 
210.202.164.192,210.202.164.207,isp,TW,AS7482 
210.202.164.208,210.202.165.63,isp,TW,AS17709 
210.202.165.64,210.202.165.79,isp,TW,AS7482 
210.202.165.80,210.202.165.95,isp,TW,AS17709 
210.202.165.96,210.202.165.103,isp,TW,AS7482 
210.202.165.104,210.202.165.135,isp,TW,AS17709 
210.202.165.136,210.202.165.143,isp,TW,AS7482 
210.202.165.144,210.202.166.159,isp,TW,AS17709 
210.202.166.160,210.202.166.167,isp,TW,AS7482 
210.202.166.168,210.202.166.199,isp,TW,AS17709 
210.202.166.200,210.202.166.207,isp,TW,AS7482 
210.202.166.208,210.202.167.63,isp,TW,AS17709 
210.202.167.64,210.202.167.71,isp,TW,AS7482 
210.202.167.72,210.202.167.151,isp,TW,AS17709 
210.202.167.152,210.202.167.159,isp,TW,AS7482 
210.202.167.160,210.202.167.247,isp,TW,AS17709 
210.202.167.248,210.202.167.255,isp,TW,AS7482 
210.202.168.0,210.202.168.255,isp,TW,AS17709 
210.202.169.0,210.202.169.255,business,TW,AS7482 
210.202.170.0,210.202.170.127,isp,TW,AS17709 
210.202.170.128,210.202.170.159,isp,TW,AS7482 
210.202.170.160,210.202.177.119,isp,TW,AS17709 
210.202.177.120,210.202.177.127,isp,TW,AS7482 
210.202.177.128,210.202.183.47,isp,TW,AS17709 
210.202.183.48,210.202.183.55,isp,TW,AS7482 
210.202.183.56,210.202.183.191,isp,TW,AS17709 
210.202.183.192,210.202.183.223,isp,TW,AS7482 
210.202.183.224,210.202.188.47,isp,TW,AS17709 
210.202.188.48,210.202.188.63,isp,TW,AS7482 
210.202.188.64,210.202.188.95,isp,TW,AS17709 
210.202.188.96,210.202.188.103,isp,TW,AS7482 
210.202.188.104,210.202.188.167,isp,TW,AS17709 
210.202.188.168,210.202.188.175,isp,TW,AS7482 
210.202.188.176,210.202.188.255,isp,TW,AS17709 
210.202.189.0,210.202.189.7,isp,TW,AS7482 
210.202.189.8,210.202.189.159,isp,TW,AS17709 
210.202.189.160,210.202.189.167,isp,TW,AS7482 
210.202.189.168,210.202.189.183,isp,TW,AS17709 
210.202.189.184,210.202.189.199,isp,TW,AS7482 
210.202.189.200,210.202.189.239,isp,TW,AS17709 
210.202.189.240,210.202.189.247,isp,TW,AS7482 
210.202.189.248,210.202.190.135,isp,TW,AS17709 
210.202.190.136,210.202.190.143,isp,TW,AS7482 
210.202.190.144,210.202.191.95,isp,TW,AS17709 
210.202.191.96,210.202.191.103,isp,TW,AS7482 
210.202.191.104,210.202.191.159,isp,TW,AS17709 
210.202.191.160,210.202.191.167,isp,TW,AS7482 
210.202.191.168,210.202.191.223,isp,TW,AS17709 
210.202.191.224,210.202.191.231,isp,TW,AS7482 
210.202.191.232,210.202.192.63,isp,TW,AS17709 
210.202.192.64,210.202.192.71,hosting,TW,AS24154 
210.202.192.72,210.202.209.255,isp,TW,AS17709 
210.202.210.0,210.202.210.255,hosting,TW,AS24154 
210.202.211.0,210.202.211.159,isp,TW,AS17709 
210.202.211.160,210.202.211.191,business,TW,AS24154 
210.202.211.192,210.202.214.127,isp,TW,AS17709 
210.202.214.128,210.202.214.159,hosting,TW,AS24154 
210.202.214.160,210.202.214.255,isp,TW,AS17709 
210.202.215.0,210.202.215.63,hosting,TW,AS24154 
210.202.215.64,210.202.215.127,isp,TW,AS17709 
210.202.215.128,210.202.215.191,education,TW,AS24154 
210.202.215.192,210.202.216.191,isp,TW,AS17709 
210.202.216.192,210.202.216.255,hosting,TW,AS24154 
210.202.217.0,210.202.221.255,isp,TW,AS17709 
210.202.222.0,210.202.222.63,hosting,TW,AS24154 
210.202.222.64,210.202.222.191,isp,TW,AS17709 
210.202.222.192,210.202.222.223,business,TW,AS24154 
210.202.222.224,210.202.222.255,hosting,TW,AS24154 
210.202.223.0,210.202.224.191,isp,TW,AS17709 
210.202.224.192,210.202.224.223,hosting,TW,AS24154 
210.202.224.224,210.202.231.255,isp,TW,AS17709 
210.202.232.0,210.202.232.127,business,TW,AS24154 
210.202.232.128,210.202.236.159,isp,TW,AS17709 
210.202.236.160,210.202.236.191,hosting,TW,AS24154 
210.202.236.192,210.202.241.159,isp,TW,AS17709 
210.202.241.160,210.202.241.223,hosting,TW,AS24154 
210.202.241.224,210.202.242.255,isp,TW,AS17709 
210.202.243.0,210.202.243.95,hosting,TW,AS24154 
210.202.243.96,210.202.243.127,isp,TW,AS17709 
210.202.243.128,210.202.243.159,hosting,TW,AS24154 
210.202.243.160,210.202.243.255,isp,TW,AS17709 
210.202.244.0,210.202.244.63,hosting,TW,AS24154 
210.202.244.64,210.202.244.127,isp,TW,AS17709 
210.202.244.128,210.202.244.191,hosting,TW,AS24154 
210.202.244.192,210.202.244.255,isp,TW,AS17709 
210.202.245.0,210.202.245.95,hosting,TW,AS24154 
210.202.245.96,210.202.245.127,isp,TW,AS17709 
210.202.245.128,210.202.245.255,hosting,TW,AS24154 
210.202.246.0,210.202.246.127,business,TW,AS24154 
210.202.246.128,210.202.246.255,isp,TW,AS17709 
210.202.247.0,210.202.247.127,hosting,TW,AS24154 
210.202.247.128,210.202.249.255,isp,TW,AS17709 
210.202.250.0,210.202.251.127,isp,TW,AS7482 
210.202.251.128,210.202.255.255,isp,TW,AS17709 
