210.202.0.0,210.202.3.223,isp,TW,AS17709 
210.202.3.224,210.202.3.255,hosting,TW,AS24154 
210.202.4.0,210.202.7.255,isp,TW,AS17709 
210.202.8.0,210.202.15.255,business,TW,AS17709 
210.202.16.0,210.202.25.95,isp,TW,AS17709 
210.202.25.96,210.202.25.127,hosting,TW,AS24154 
210.202.25.128,210.202.34.255,isp,TW,AS17709 
210.202.35.0,210.202.35.63,hosting,TW,AS24154 
210.202.35.64,210.202.35.95,isp,TW,AS17709 
210.202.35.96,210.202.35.127,hosting,TW,AS24154 
210.202.35.128,210.202.52.223,isp,TW,AS17709 
210.202.52.224,210.202.52.255,hosting,TW,AS24154 
210.202.53.0,210.202.55.255,isp,TW,AS17709 
210.202.56.0,210.202.63.255,isp,TW,AS131596 
210.202.64.0,210.202.108.255,isp,TW,AS17709 
210.202.109.0,210.202.109.15,isp,TW,AS7482 
210.202.109.16,210.202.110.3,isp,TW,AS17709 
210.202.110.4,210.202.110.6,isp,TW,AS7482 
210.202.110.7,210.202.111.255,isp,TW,AS17709 
210.202.112.0,210.202.112.7,isp,TW,AS7482 
210.202.112.8,210.202.112.15,isp,TW,AS17709 
210.202.112.16,210.202.112.23,isp,TW,AS7482 
210.202.112.24,210.202.112.191,isp,TW,AS17709 
210.202.112.192,210.202.112.199,isp,TW,AS7482 
210.202.112.200,210.202.113.15,isp,TW,AS17709 
210.202.113.16,210.202.113.23,isp,TW,AS7482 
210.202.113.24,210.202.113.31,isp,TW,AS17709 
210.202.113.32,210.202.113.39,isp,TW,AS7482 
210.202.113.40,210.202.113.55,isp,TW,AS17709 
210.202.113.56,210.202.113.63,isp,TW,AS7482 
210.202.113.64,210.202.113.127,isp,TW,AS17709 
210.202.113.128,210.202.113.143,isp,TW,AS7482 
210.202.113.144,210.202.113.231,isp,TW,AS17709 
210.202.113.232,210.202.113.239,isp,TW,AS7482 
210.202.113.240,210.202.114.31,isp,TW,AS17709 
210.202.114.32,210.202.114.79,isp,TW,AS7482 
210.202.114.80,210.202.114.191,isp,TW,AS17709 
210.202.114.192,210.202.114.199,isp,TW,AS7482 
210.202.114.200,210.202.116.119,isp,TW,AS17709 
210.202.116.120,210.202.116.127,isp,TW,AS7482 
210.202.116.128,210.202.116.175,isp,TW,AS17709 
210.202.116.176,210.202.116.183,isp,TW,AS7482 
210.202.116.184,210.202.117.39,isp,TW,AS17709 
210.202.117.40,210.202.117.47,isp,TW,AS7482 
210.202.117.48,210.202.117.55,isp,TW,AS17709 
