13.213.26.224,13.213.26.239,hosting,HK,AS16509 
13.213.26.240,13.213.75.127,hosting,SG,AS16509 
13.213.75.128,13.213.75.191,hosting,US,AS16509 
13.213.75.192,13.213.78.255,hosting,SG,AS16509 
13.213.79.0,13.213.79.255,hosting,US,AS16509 
13.213.80.0,13.213.174.127,hosting,SG,AS16509 
13.213.174.128,13.213.174.255,hosting,TW,AS16509 
13.213.175.0,13.213.219.255,hosting,SG,AS16509 
13.213.220.0,13.213.220.127,hosting,TW,AS16509 
13.213.220.128,13.214.68.255,hosting,SG,AS16509 
