212.140.80.32,212.140.80.39,education,GB 
212.140.80.40,212.140.80.47,isp,GB 
212.140.80.48,212.140.80.103,business,GB 
212.140.80.104,212.140.80.111,isp,GB 
212.140.80.112,212.140.80.119,business,GB 
212.140.80.120,212.140.80.167,isp,GB 
212.140.80.168,212.140.80.175,business,GB 
212.140.80.176,212.140.80.215,isp,GB 
212.140.80.216,212.140.80.255,business,GB 
212.140.81.0,212.140.81.63,isp,GB 
212.140.81.64,212.140.81.71,business,GB 
212.140.81.72,212.140.81.79,isp,GB 
212.140.81.80,212.140.81.111,business,GB 
212.140.81.112,212.140.81.175,isp,GB 
212.140.81.176,212.140.81.191,business,GB 
212.140.81.192,212.140.81.207,isp,GB 
212.140.81.208,212.140.81.223,business,GB 
212.140.81.224,212.140.129.255,isp,GB 
212.140.130.0,212.140.130.31,business,GB 
212.140.130.32,212.140.130.55,isp,GB 
212.140.130.56,212.140.130.63,business,GB 
212.140.130.64,212.140.133.39,isp,GB 
212.140.133.40,212.140.133.47,business,GB 
212.140.133.48,212.140.133.143,isp,GB 
212.140.133.144,212.140.133.159,business,GB 
212.140.133.160,212.140.133.223,isp,GB 
212.140.133.224,212.140.133.239,business,GB 
212.140.133.240,212.140.134.103,isp,GB 
212.140.134.104,212.140.134.111,business,GB 
212.140.134.112,212.140.134.175,isp,GB 
212.140.134.176,212.140.134.191,business,GB 
212.140.134.192,212.140.134.255,isp,GB 
212.140.135.0,212.140.135.255,business,GB 
212.140.136.0,212.140.137.151,isp,GB 
212.140.137.152,212.140.137.159,business,GB 
212.140.137.160,212.140.139.119,isp,GB 
212.140.139.120,212.140.139.127,business,GB 
212.140.139.128,212.140.139.239,isp,GB 
212.140.139.240,212.140.139.255,education,GB 
212.140.140.0,212.140.140.127,isp,GB 
212.140.140.128,212.140.140.143,business,GB 
212.140.140.144,212.140.141.119,isp,GB 
212.140.141.120,212.140.141.127,business,GB 
212.140.141.128,212.140.141.255,isp,GB 
212.140.142.0,212.140.142.7,business,GB 
212.140.142.8,212.140.142.31,isp,GB 
212.140.142.32,212.140.142.63,business,GB 
212.140.142.64,212.140.142.79,isp,GB 
212.140.142.80,212.140.142.127,business,GB 
212.140.142.128,212.140.142.159,isp,GB 
212.140.142.160,212.140.142.215,business,GB 
212.140.142.216,212.140.143.159,isp,GB 
212.140.143.160,212.140.143.175,business,GB 
212.140.143.176,212.140.143.191,isp,GB 
212.140.143.192,212.140.143.207,education,GB 
212.140.143.208,212.140.143.255,isp,GB 
212.140.144.0,212.140.151.255,business,GB 
212.140.152.0,212.140.160.3,isp,GB 
212.140.160.4,212.140.160.7,business,GB 
212.140.160.8,212.140.160.63,isp,GB 
212.140.160.64,212.140.160.111,business,GB 
212.140.160.112,212.140.160.127,isp,GB 
212.140.160.128,212.140.160.159,business,GB 
212.140.160.160,212.140.160.167,isp,GB 
212.140.160.168,212.140.160.175,business,GB 
212.140.160.176,212.140.160.179,isp,GB 
212.140.160.180,212.140.160.183,business,GB 
212.140.160.184,212.140.160.191,isp,GB 
212.140.160.192,212.140.161.127,business,GB 
212.140.161.128,212.140.161.143,isp,GB 
212.140.161.144,212.140.161.159,business,GB 
212.140.161.160,212.140.161.191,isp,GB 
212.140.161.192,212.140.162.31,business,GB 
212.140.162.32,212.140.162.55,isp,GB 
212.140.162.56,212.140.162.95,business,GB 
212.140.162.96,212.140.162.127,isp,GB 
212.140.162.128,212.140.162.159,business,GB 
212.140.162.160,212.140.162.223,isp,GB 
212.140.162.224,212.140.163.23,business,GB 
212.140.163.24,212.140.163.31,isp,GB 
212.140.163.32,212.140.163.63,business,GB 
212.140.163.64,212.140.163.95,isp,GB 
212.140.163.96,212.140.163.159,business,GB 
212.140.163.160,212.140.163.183,isp,GB 
212.140.163.184,212.140.163.191,education,GB 
212.140.163.192,212.140.164.31,business,GB 
212.140.164.32,212.140.164.63,isp,GB 
212.140.164.64,212.140.164.95,business,GB 
212.140.164.96,212.140.164.135,isp,GB 
212.140.164.136,212.140.164.143,business,GB 
212.140.164.144,212.140.164.151,isp,GB 
212.140.164.152,212.140.164.159,business,GB 
212.140.164.160,212.140.165.7,isp,GB 
212.140.165.8,212.140.165.15,business,GB 
212.140.165.16,212.140.165.63,isp,GB 
212.140.165.64,212.140.165.71,business,GB 
212.140.165.72,212.140.165.79,education,GB 
212.140.165.80,212.140.165.127,isp,GB 
212.140.165.128,212.140.165.223,business,GB 
212.140.165.224,212.140.165.255,isp,GB 
212.140.166.0,212.140.166.31,business,GB 
212.140.166.32,212.140.166.87,isp,GB 
212.140.166.88,212.140.166.95,business,GB 
212.140.166.96,212.140.166.127,isp,GB 
212.140.166.128,212.140.166.159,business,GB 
212.140.166.160,212.140.166.255,isp,GB 
212.140.167.0,212.140.167.31,business,GB 
212.140.167.32,212.140.167.63,isp,GB 
212.140.167.64,212.140.167.71,business,GB 
212.140.167.72,212.140.167.79,education,GB 
212.140.167.80,212.140.167.87,business,GB 
212.140.167.88,212.140.167.95,isp,GB 
212.140.167.96,212.140.167.111,business,GB 
212.140.167.112,212.140.167.127,isp,GB 
212.140.167.128,212.140.167.135,business,GB 
212.140.167.136,212.140.167.143,isp,GB 
212.140.167.144,212.140.167.151,business,GB 
212.140.167.152,212.140.167.207,isp,GB 
212.140.167.208,212.140.167.223,business,GB 
212.140.167.224,212.140.167.255,isp,GB 
212.140.168.0,212.140.168.63,business,GB 
212.140.168.64,212.140.168.127,isp,GB 
212.140.168.128,212.140.168.159,business,GB 
212.140.168.160,212.140.168.191,isp,GB 
212.140.168.192,212.140.168.199,business,GB 
212.140.168.200,212.140.168.207,isp,GB 
212.140.168.208,212.140.168.223,business,GB 
212.140.168.224,212.140.168.255,isp,GB 
212.140.169.0,212.140.169.31,business,GB 
212.140.169.32,212.140.169.207,isp,GB 
212.140.169.208,212.140.169.223,business,GB 
212.140.169.224,212.140.169.255,isp,GB 
212.140.170.0,212.140.170.47,business,GB 
212.140.170.48,212.140.170.63,isp,GB 
212.140.170.64,212.140.170.95,business,GB 
212.140.170.96,212.140.170.127,isp,GB 
212.140.170.128,212.140.170.135,business,GB 
212.140.170.136,212.140.170.159,isp,GB 
212.140.170.160,212.140.170.191,business,GB 
212.140.170.192,212.140.170.255,isp,GB 
212.140.171.0,212.140.171.31,business,GB 
212.140.171.32,212.140.171.47,isp,GB 
212.140.171.48,212.140.171.55,business,GB 
212.140.171.56,212.140.171.63,isp,GB 
212.140.171.64,212.140.171.159,business,GB 
212.140.171.160,212.140.171.207,isp,GB 
212.140.171.208,212.140.171.223,business,GB 
212.140.171.224,212.140.171.231,isp,GB 
212.140.171.232,212.140.171.239,business,GB 
212.140.171.240,212.140.171.255,isp,GB 
212.140.172.0,212.140.172.31,business,GB 
212.140.172.32,212.140.173.127,isp,GB 
212.140.173.128,212.140.173.159,business,GB 
212.140.173.160,212.140.173.175,isp,GB 
212.140.173.176,212.140.173.191,business,GB 
212.140.173.192,212.140.173.247,isp,GB 
212.140.173.248,212.140.174.31,business,GB 
212.140.174.32,212.140.174.47,isp,GB 
212.140.174.48,212.140.174.71,business,GB 
212.140.174.72,212.140.174.103,isp,GB 
212.140.174.104,212.140.174.111,business,GB 
212.140.174.112,212.140.174.127,isp,GB 
212.140.174.128,212.140.174.159,education,GB 
212.140.174.160,212.140.174.175,isp,GB 
212.140.174.176,212.140.174.183,business,GB 
212.140.174.184,212.140.174.255,isp,GB 
212.140.175.0,212.140.175.31,business,GB 
212.140.175.32,212.140.175.39,isp,GB 
212.140.175.40,212.140.175.47,business,GB 
212.140.175.48,212.140.175.127,isp,GB 
212.140.175.128,212.140.175.159,business,GB 
212.140.175.160,212.140.175.207,isp,GB 
212.140.175.208,212.140.175.223,business,GB 
212.140.175.224,212.140.193.255,isp,GB 
212.140.194.0,212.140.195.255,business,GB 
212.140.196.0,212.140.204.71,isp,GB 
212.140.204.72,212.140.204.79,business,GB 
212.140.204.80,212.140.204.135,isp,GB 
212.140.204.136,212.140.204.159,business,GB 
212.140.204.160,212.140.214.111,isp,GB 
212.140.214.112,212.140.214.127,business,GB 
212.140.214.128,212.140.214.151,isp,GB 
212.140.214.152,212.140.214.159,business,GB 
212.140.214.160,212.140.214.175,isp,GB 
212.140.214.176,212.140.214.191,business,GB 
212.140.214.192,212.140.214.199,isp,GB 
212.140.214.200,212.140.214.207,business,GB 
212.140.214.208,212.140.214.223,isp,GB 
212.140.214.224,212.140.214.231,business,GB 
212.140.214.232,212.140.215.15,isp,GB 
212.140.215.16,212.140.215.31,business,GB 
212.140.215.32,212.140.215.167,isp,GB 
212.140.215.168,212.140.215.175,business,GB 
212.140.215.176,212.140.215.191,isp,GB 
212.140.215.192,212.140.215.223,business,GB 
212.140.215.224,212.140.219.255,isp,GB 
212.140.220.0,212.140.221.255,business,GB 
212.140.222.0,212.140.235.255,isp,GB 
212.140.236.0,212.140.239.255,business,GB 
212.140.240.0,212.140.240.111,isp,GB 
212.140.240.112,212.140.240.119,business,GB 
212.140.240.120,212.140.240.159,isp,GB 
212.140.240.160,212.140.240.183,business,GB 
212.140.240.184,212.140.241.255,isp,GB 
212.140.242.0,212.140.242.255,business,GB 
212.140.243.0,212.140.245.127,isp,GB 
212.140.245.128,212.140.245.143,business,GB 
212.140.245.144,212.140.250.255,isp,GB 
212.140.251.0,212.140.251.7,business,GB 
212.140.251.8,212.140.251.63,isp,GB 
212.140.251.64,212.140.251.111,business,GB 
212.140.251.112,212.140.251.151,isp,GB 
212.140.251.152,212.140.251.183,business,GB 
212.140.251.184,212.140.251.199,isp,GB 
212.140.251.200,212.140.251.207,business,GB 
212.140.251.208,212.140.251.223,isp,GB 
212.140.251.224,212.140.251.255,business,GB 
212.140.252.0,212.140.252.159,isp,GB 
212.140.252.160,212.140.252.191,business,GB 
212.140.252.192,212.140.254.63,isp,GB 
212.140.254.64,212.140.254.71,business,GB 
212.140.254.72,212.140.255.119,isp,GB 
212.140.255.120,212.140.255.159,business,GB 
