212.105.0.0,212.105.61.255,isp,SE,AS2119 
212.105.62.0,212.105.62.255,business,SE,AS2119 
212.105.63.0,212.105.69.255,isp,SE,AS2119 
212.105.70.0,212.105.70.255,business,SE,AS2119 
212.105.71.0,212.105.77.255,isp,SE,AS2119 
212.105.78.0,212.105.79.255,business,SE,AS2119 
212.105.80.0,212.105.80.159,isp,SE,AS2119 
212.105.80.160,212.105.80.191,business,SE,AS2119 
212.105.80.192,212.105.83.175,isp,SE,AS2119 
212.105.83.176,212.105.83.183,business,SE,AS2119 
212.105.83.184,212.105.85.247,isp,SE,AS2119 
212.105.85.248,212.105.85.255,business,SE,AS2119 
212.105.86.0,212.105.89.255,isp,SE,AS2119 
212.105.90.0,212.105.90.255,business,SE,AS2119 
212.105.91.0,212.105.127.255,isp,SE,AS2119 
212.105.128.0,212.105.131.255,isp,US,AS14593 
212.105.132.0,212.105.133.255,isp,ES,AS14593 
212.105.134.0,212.105.138.255,isp,US,AS14593 
212.105.139.0,212.105.139.31,isp,YE,AS14593 
212.105.139.32,212.105.139.223,isp,US,AS14593 
212.105.139.224,212.105.139.255,isp,YE,AS14593 
212.105.140.0,212.105.159.255,isp,US,AS14593 
212.105.160.0,212.105.173.127,business,GB,AS5413 
212.105.173.128,212.105.173.255,business,GB,AS44574 
212.105.174.0,212.105.175.255,business,GB,AS5413 
212.105.176.0,212.105.191.255,business,GB,AS44574 
212.105.192.0,212.105.203.31,isp,DE,AS20676 
212.105.203.32,212.105.203.63,business,DE,AS20676 
212.105.203.64,212.105.203.159,isp,DE,AS20676 
212.105.203.160,212.105.203.191,business,DE,AS20676 
212.105.203.192,212.105.204.239,isp,DE,AS20676 
212.105.204.240,212.105.204.255,business,DE,AS20676 
212.105.205.0,212.105.205.15,isp,DE,AS20676 
212.105.205.16,212.105.205.31,business,DE,AS20676 
212.105.205.32,212.105.205.159,isp,DE,AS20676 
212.105.205.160,212.105.205.175,business,DE,AS20676 
212.105.205.176,212.105.205.255,isp,DE,AS20676 
212.105.206.0,212.105.206.23,business,DE,AS20676 
212.105.206.24,212.105.207.255,isp,DE,AS20676 
212.105.208.0,212.105.208.7,business,DE,AS20676 
212.105.208.8,212.105.219.255,isp,DE,AS20676 
212.105.220.0,212.105.220.255,business,DE,AS20676 
212.105.221.0,212.105.223.255,isp,DE,AS20676 
212.105.224.0,212.105.225.31,business,HU,AS702 
212.105.225.32,212.105.225.51,isp,HU,AS702 
212.105.225.52,212.105.225.87,business,HU,AS702 
212.105.225.88,212.105.225.111,isp,HU,AS702 
212.105.225.112,212.105.225.119,business,HU,AS702 
212.105.225.120,212.105.225.155,isp,HU,AS702 
212.105.225.156,212.105.225.159,business,HU,AS702 
212.105.225.160,212.105.225.175,isp,HU,AS702 
212.105.225.176,212.105.225.183,business,HU,AS702 
212.105.225.184,212.105.225.191,isp,HU,AS702 
212.105.225.192,212.105.225.223,business,HU,AS702 
212.105.225.224,212.105.225.247,isp,HU,AS702 
212.105.225.248,212.105.225.255,business,HU,AS702 
212.105.226.0,212.105.226.15,isp,HU,AS702 
212.105.226.16,212.105.226.23,business,HU,AS702 
212.105.226.24,212.105.226.47,isp,HU,AS702 
212.105.226.48,212.105.226.117,business,HU,AS702 
212.105.226.118,212.105.226.159,isp,HU,AS702 
212.105.226.160,212.105.226.175,business,HU,AS702 
212.105.226.176,212.105.226.223,isp,HU,AS702 
212.105.226.224,212.105.226.239,business,HU,AS702 
212.105.226.240,212.105.226.247,isp,HU,AS702 
212.105.226.248,212.105.227.11,business,HU,AS702 
212.105.227.12,212.105.227.15,isp,HU,AS702 
212.105.227.16,212.105.227.63,business,HU,AS702 
212.105.227.64,212.105.227.79,isp,HU,AS702 
212.105.227.80,212.105.227.127,business,HU,AS702 
212.105.227.128,212.105.227.135,isp,HU,AS702 
212.105.227.136,212.105.227.199,business,HU,AS702 
212.105.227.200,212.105.227.255,isp,HU,AS702 
212.105.228.0,212.105.228.63,business,HU,AS702 
212.105.228.64,212.105.228.79,isp,HU,AS702 
212.105.228.80,212.105.228.127,business,HU,AS702 
212.105.228.128,212.105.228.143,isp,HU,AS702 
212.105.228.144,212.105.228.159,business,HU,AS702 
212.105.228.160,212.105.228.191,isp,HU,AS702 
212.105.228.192,212.105.228.255,business,HU,AS702 
212.105.229.0,212.105.229.223,isp,HU,AS702 
212.105.229.224,212.105.229.255,business,HU,AS702 
212.105.230.0,212.105.230.71,isp,HU,AS702 
212.105.230.72,212.105.230.72,business,HU,AS702 
212.105.230.73,212.105.230.143,isp,HU,AS702 
212.105.230.144,212.105.230.159,business,HU,AS702 
212.105.230.160,212.105.232.15,isp,HU,AS702 
212.105.232.16,212.105.232.111,business,HU,AS702 
212.105.232.112,212.105.232.115,isp,HU,AS702 
212.105.232.116,212.105.232.119,business,HU,AS702 
212.105.232.120,212.105.232.175,isp,HU,AS702 
212.105.232.176,212.105.232.191,business,HU,AS702 
212.105.232.192,212.105.233.255,isp,HU,AS702 
212.105.234.0,212.105.234.11,business,HU,AS702 
212.105.234.12,212.105.234.15,isp,HU,AS702 
212.105.234.16,212.105.234.47,business,HU,AS702 
212.105.234.48,212.105.234.71,isp,HU,AS702 
212.105.234.72,212.105.234.111,business,HU,AS702 
212.105.234.112,212.105.234.127,isp,HU,AS702 
212.105.234.128,212.105.234.135,business,HU,AS702 
212.105.234.136,212.105.234.139,isp,HU,AS702 
212.105.234.140,212.105.234.167,business,HU,AS702 
212.105.234.168,212.105.234.175,isp,HU,AS702 
212.105.234.176,212.105.234.183,business,HU,AS702 
212.105.234.184,212.105.234.187,isp,HU,AS702 
212.105.234.188,212.105.234.195,business,HU,AS702 
212.105.234.196,212.105.234.203,isp,HU,AS702 
212.105.234.204,212.105.234.215,business,HU,AS702 
212.105.234.216,212.105.234.223,isp,HU,AS702 
212.105.234.224,212.105.234.255,business,HU,AS702 
212.105.235.0,212.105.235.255,isp,HU,AS702 
212.105.236.0,212.105.236.35,business,HU,AS702 
212.105.236.36,212.105.236.39,isp,HU,AS702 
212.105.236.40,212.105.236.47,business,HU,AS702 
212.105.236.48,212.105.236.55,isp,HU,AS702 
212.105.236.56,212.105.236.87,business,HU,AS702 
212.105.236.88,212.105.236.223,isp,HU,AS702 
212.105.236.224,212.105.236.239,business,HU,AS702 
212.105.236.240,212.105.238.143,isp,HU,AS702 
212.105.238.144,212.105.238.159,business,HU,AS702 
212.105.238.160,212.105.239.255,isp,HU,AS702 
212.105.240.0,212.105.240.11,business,HU,AS702 
212.105.240.12,212.105.240.15,isp,HU,AS702 
212.105.240.16,212.105.240.23,business,HU,AS702 
212.105.240.24,212.105.240.31,isp,HU,AS702 
212.105.240.32,212.105.240.47,business,HU,AS702 
212.105.240.48,212.105.240.63,isp,HU,AS702 
212.105.240.64,212.105.240.79,business,HU,AS702 
212.105.240.80,212.105.242.255,isp,HU,AS702 
212.105.243.0,212.105.243.31,business,HU,AS702 
212.105.243.32,212.105.243.39,isp,HU,AS702 
212.105.243.40,212.105.243.95,business,HU,AS702 
212.105.243.96,212.105.243.111,isp,HU,AS702 
212.105.243.112,212.105.243.155,business,HU,AS702 
212.105.243.156,212.105.243.159,isp,HU,AS702 
212.105.243.160,212.105.243.191,business,HU,AS702 
212.105.243.192,212.105.243.199,isp,HU,AS702 
212.105.243.200,212.105.243.207,business,HU,AS702 
212.105.243.208,212.105.247.255,isp,HU,AS702 
212.105.248.0,212.105.248.7,business,HU,AS702 
212.105.248.8,212.105.255.255,isp,HU,AS702 
