212.118.0.0,212.118.31.255,isp,JO 
212.118.32.0,212.118.34.255,isp,RU 
212.118.35.0,212.118.35.255,business,RU 
212.118.36.0,212.118.37.255,hosting,NL 
212.118.38.0,212.118.38.255,business,NL 
212.118.39.0,212.118.39.255,hosting,NL 
212.118.40.0,212.118.40.255,business,NL 
212.118.41.0,212.118.42.255,hosting,NL 
212.118.43.0,212.118.43.255,business,NL 
212.118.44.0,212.118.51.255,isp,RU 
212.118.52.0,212.118.52.255,business,NL 
212.118.53.0,212.118.53.255,hosting,NL 
212.118.54.0,212.118.55.255,business,NL 
212.118.56.0,212.118.56.255,isp,RU 
212.118.57.0,212.118.59.255,business,ES 
212.118.60.0,212.118.60.255,isp,RU 
212.118.61.0,212.118.61.0,business,ES 
212.118.61.1,212.118.61.255,isp,ES 
212.118.62.0,212.118.63.255,isp,RU 
212.118.64.0,212.118.72.255,hosting,SI 
212.118.73.0,212.118.73.31,business,SI 
212.118.73.32,212.118.95.255,hosting,SI 
212.118.96.0,212.118.102.159,isp,SA 
212.118.102.160,212.118.102.175,business,SA 
212.118.102.176,212.118.102.207,isp,SA 
212.118.102.208,212.118.102.215,business,SA 
212.118.102.216,212.118.103.47,isp,SA 
212.118.103.48,212.118.103.55,business,SA 
212.118.103.56,212.118.103.63,isp,SA 
212.118.103.64,212.118.103.95,business,SA 
212.118.103.96,212.118.103.255,isp,SA 
212.118.104.0,212.118.104.15,business,SA 
212.118.104.16,212.118.104.255,isp,SA 
212.118.105.0,212.118.105.255,business,SA 
212.118.106.0,212.118.131.255,isp,SA 
212.118.132.0,212.118.137.255,business,SA 
212.118.138.0,212.118.159.255,isp,SA 
212.118.160.0,212.118.164.31,hosting,DE 
212.118.164.32,212.118.164.39,business,DE 
212.118.164.40,212.118.164.47,hosting,DE 
212.118.164.48,212.118.164.103,business,DE 
212.118.164.104,212.118.164.191,hosting,DE 
212.118.164.192,212.118.164.255,business,DE 
212.118.165.0,212.118.166.63,hosting,DE 
212.118.166.64,212.118.166.67,business,DE 
212.118.166.68,212.118.166.79,hosting,DE 
212.118.166.80,212.118.166.95,business,DE 
212.118.166.96,212.118.167.255,hosting,DE 
212.118.168.0,212.118.168.63,business,DE 
212.118.168.64,212.118.192.255,hosting,DE 
