54.241.0.0,54.241.31.255,hosting,US,AS14618 
54.241.32.0,54.241.32.31,hosting,US,AS16509 
54.241.32.32,54.241.188.255,hosting,US,AS14618 
54.241.189.0,54.241.189.127,hosting,US,AS16509 
54.241.189.128,54.241.189.191,hosting,US,AS14618 
54.241.189.192,54.241.189.255,hosting,CN,AS16509 
54.241.190.0,54.241.190.143,hosting,US,AS14618 
54.241.190.144,54.241.190.159,hosting,US,AS16509 
54.241.190.160,54.241.191.15,hosting,US,AS14618 
54.241.191.16,54.241.191.31,hosting,AU,AS16509 
54.241.191.32,54.241.191.255,hosting,US,AS16509 
54.241.192.0,54.243.255.255,hosting,US,AS14618 
