83.100.0.0,83.100.3.255,isp,FI 
83.100.4.0,83.100.4.127,business,FI 
83.100.4.128,83.100.10.255,isp,FI 
83.100.11.0,83.100.11.255,business,FI 
83.100.12.0,83.100.12.223,isp,FI 
83.100.12.224,83.100.13.255,business,FI 
83.100.14.0,83.100.14.127,isp,FI 
83.100.14.128,83.100.14.191,business,FI 
83.100.14.192,83.100.19.255,isp,FI 
83.100.20.0,83.100.20.63,business,FI 
83.100.20.64,83.100.20.207,isp,FI 
83.100.20.208,83.100.21.255,business,FI 
83.100.22.0,83.100.23.255,isp,FI 
83.100.24.0,83.100.25.255,business,FI 
83.100.26.0,83.100.26.63,isp,FI 
83.100.26.64,83.100.26.127,business,FI 
83.100.26.128,83.100.26.191,isp,FI 
83.100.26.192,83.100.26.255,business,FI 
83.100.27.0,83.100.27.191,isp,FI 
83.100.27.192,83.100.43.255,business,FI 
83.100.44.0,83.100.49.255,isp,FI 
83.100.50.0,83.100.50.15,business,FI 
83.100.50.16,83.100.50.255,isp,FI 
83.100.51.0,83.100.72.255,business,FI 
83.100.73.0,83.100.74.255,isp,FI 
83.100.75.0,83.100.75.255,business,FI 
83.100.76.0,83.100.76.255,isp,FI 
83.100.77.0,83.100.123.255,business,FI 
83.100.124.0,83.100.127.223,isp,FI 
83.100.127.224,83.100.127.255,business,FI 
83.100.128.0,83.100.131.11,isp,GB 
83.100.131.12,83.100.131.15,business,GB 
83.100.131.16,83.100.131.59,isp,GB 
83.100.131.60,83.100.131.63,business,GB 
83.100.131.64,83.100.131.99,isp,GB 
83.100.131.100,83.100.131.103,business,GB 
83.100.131.104,83.100.131.111,isp,GB 
83.100.131.112,83.100.131.115,business,GB 
83.100.131.116,83.100.131.119,isp,GB 
83.100.131.120,83.100.131.123,business,GB 
83.100.131.124,83.100.131.127,isp,GB 
83.100.131.128,83.100.131.131,business,GB 
83.100.131.132,83.100.131.139,isp,GB 
83.100.131.140,83.100.131.143,business,GB 
83.100.131.144,83.100.131.147,isp,GB 
83.100.131.148,83.100.131.151,business,GB 
83.100.131.152,83.100.131.175,isp,GB 
83.100.131.176,83.100.131.179,business,GB 
83.100.131.180,83.100.131.187,isp,GB 
83.100.131.188,83.100.131.191,business,GB 
83.100.131.192,83.100.131.199,isp,GB 
83.100.131.200,83.100.131.203,business,GB 
83.100.131.204,83.100.131.215,isp,GB 
83.100.131.216,83.100.131.219,business,GB 
83.100.131.220,83.100.131.223,isp,GB 
83.100.131.224,83.100.131.227,business,GB 
83.100.131.228,83.100.134.255,isp,GB 
83.100.135.0,83.100.135.3,business,GB 
83.100.135.4,83.100.135.23,isp,GB 
83.100.135.24,83.100.135.27,business,GB 
83.100.135.28,83.100.135.51,isp,GB 
83.100.135.52,83.100.135.59,business,GB 
83.100.135.60,83.100.135.107,isp,GB 
83.100.135.108,83.100.135.111,business,GB 
83.100.135.112,83.100.135.127,isp,GB 
83.100.135.128,83.100.135.131,business,GB 
83.100.135.132,83.100.135.143,isp,GB 
83.100.135.144,83.100.135.151,business,GB 
83.100.135.152,83.100.135.155,isp,GB 
83.100.135.156,83.100.135.159,business,GB 
83.100.135.160,83.100.135.211,isp,GB 
83.100.135.212,83.100.135.219,business,GB 
83.100.135.220,83.100.135.227,isp,GB 
83.100.135.228,83.100.135.231,business,GB 
83.100.135.232,83.100.135.235,isp,GB 
83.100.135.236,83.100.135.239,business,GB 
83.100.135.240,83.100.136.55,isp,GB 
83.100.136.56,83.100.136.63,business,GB 
83.100.136.64,83.100.136.71,isp,GB 
83.100.136.72,83.100.136.79,business,GB 
83.100.136.80,83.100.136.159,isp,GB 
83.100.136.160,83.100.136.175,business,GB 
83.100.136.176,83.100.136.191,isp,GB 
83.100.136.192,83.100.136.207,business,GB 
83.100.136.208,83.100.138.255,isp,GB 
83.100.139.0,83.100.139.3,business,GB 
83.100.139.4,83.100.139.7,isp,GB 
83.100.139.8,83.100.139.15,business,GB 
83.100.139.16,83.100.139.31,isp,GB 
83.100.139.32,83.100.139.35,business,GB 
83.100.139.36,83.100.139.75,isp,GB 
83.100.139.76,83.100.139.76,business,GB 
83.100.139.77,83.100.139.103,isp,GB 
83.100.139.104,83.100.139.107,business,GB 
83.100.139.108,83.100.139.119,isp,GB 
83.100.139.120,83.100.139.123,business,GB 
83.100.139.124,83.100.139.155,isp,GB 
83.100.139.156,83.100.139.159,business,GB 
83.100.139.160,83.100.139.203,isp,GB 
83.100.139.204,83.100.139.207,business,GB 
83.100.139.208,83.100.139.231,isp,GB 
83.100.139.232,83.100.139.235,business,GB 
83.100.139.236,83.100.144.15,isp,GB 
83.100.144.16,83.100.144.23,business,GB 
83.100.144.24,83.100.144.159,isp,GB 
