83.221.0.0,83.221.15.255,isp,RU,AS34150 
83.221.16.0,83.221.31.255,isp,RU,AS31363 
83.221.32.0,83.221.63.255,business,DE,AS31596 
83.221.64.0,83.221.65.255,business,DE,AS16202 
83.221.66.0,83.221.95.255,isp,DE,AS16202 
83.221.96.0,83.221.103.79,isp,IT,AS20746 
83.221.103.80,83.221.103.159,business,IT,AS20746 
83.221.103.160,83.221.103.175,isp,IT,AS20746 
83.221.103.176,83.221.103.191,business,IT,AS20746 
83.221.103.192,83.221.104.15,isp,IT,AS20746 
83.221.104.16,83.221.104.31,business,IT,AS20746 
83.221.104.32,83.221.104.39,isp,IT,AS20746 
83.221.104.40,83.221.104.47,business,IT,AS20746 
83.221.104.48,83.221.104.55,isp,IT,AS20746 
83.221.104.56,83.221.104.63,business,IT,AS20746 
83.221.104.64,83.221.104.95,isp,IT,AS20746 
83.221.104.96,83.221.104.103,business,IT,AS20746 
83.221.104.104,83.221.104.111,isp,IT,AS20746 
83.221.104.112,83.221.104.159,business,IT,AS20746 
83.221.104.160,83.221.104.191,isp,IT,AS20746 
83.221.104.192,83.221.104.223,business,IT,AS20746 
83.221.104.224,83.221.104.231,isp,IT,AS20746 
83.221.104.232,83.221.104.239,business,IT,AS20746 
83.221.104.240,83.221.104.255,isp,IT,AS20746 
83.221.105.0,83.221.105.15,business,IT,AS20746 
83.221.105.16,83.221.105.63,isp,IT,AS20746 
83.221.105.64,83.221.105.71,business,IT,AS20746 
83.221.105.72,83.221.105.79,isp,IT,AS20746 
83.221.105.80,83.221.105.87,business,IT,AS20746 
83.221.105.88,83.221.105.111,isp,IT,AS20746 
83.221.105.112,83.221.105.191,business,IT,AS20746 
83.221.105.192,83.221.105.223,isp,IT,AS20746 
83.221.105.224,83.221.105.255,business,IT,AS20746 
83.221.106.0,83.221.106.0,isp,IT,AS20746 
83.221.106.1,83.221.106.2,business,IT,AS20746 
83.221.106.3,83.221.106.3,isp,IT,AS20746 
83.221.106.4,83.221.106.6,business,IT,AS20746 
83.221.106.7,83.221.106.7,isp,IT,AS20746 
83.221.106.8,83.221.106.10,business,IT,AS20746 
83.221.106.11,83.221.106.12,education,IT,AS20746 
83.221.106.13,83.221.106.23,isp,IT,AS20746 
83.221.106.24,83.221.106.28,business,IT,AS20746 
83.221.106.29,83.221.106.34,isp,IT,AS20746 
83.221.106.35,83.221.106.37,business,IT,AS20746 
83.221.106.38,83.221.106.46,isp,IT,AS20746 
83.221.106.47,83.221.106.55,business,IT,AS20746 
83.221.106.56,83.221.106.56,isp,IT,AS20746 
83.221.106.57,83.221.106.57,business,IT,AS20746 
83.221.106.58,83.221.106.63,isp,IT,AS20746 
83.221.106.64,83.221.106.67,business,IT,AS20746 
83.221.106.68,83.221.106.75,isp,IT,AS20746 
83.221.106.76,83.221.106.77,business,IT,AS20746 
83.221.106.78,83.221.106.83,isp,IT,AS20746 
83.221.106.84,83.221.106.85,business,IT,AS20746 
83.221.106.86,83.221.106.86,isp,IT,AS20746 
83.221.106.87,83.221.106.88,business,IT,AS20746 
83.221.106.89,83.221.106.89,isp,IT,AS20746 
83.221.106.90,83.221.106.90,business,IT,AS20746 
83.221.106.91,83.221.106.91,isp,IT,AS20746 
83.221.106.92,83.221.106.94,business,IT,AS20746 
83.221.106.95,83.221.106.95,isp,IT,AS20746 
83.221.106.96,83.221.106.96,business,IT,AS20746 
83.221.106.97,83.221.106.98,isp,IT,AS20746 
83.221.106.99,83.221.106.99,business,IT,AS20746 
83.221.106.100,83.221.106.101,isp,IT,AS20746 
83.221.106.102,83.221.106.102,business,IT,AS20746 
83.221.106.103,83.221.106.116,isp,IT,AS20746 
83.221.106.117,83.221.106.119,business,IT,AS20746 
83.221.106.120,83.221.106.123,isp,IT,AS20746 
83.221.106.124,83.221.106.127,business,IT,AS20746 
83.221.106.128,83.221.106.143,isp,IT,AS20746 
83.221.106.144,83.221.106.144,business,IT,AS20746 
83.221.106.145,83.221.106.147,isp,IT,AS20746 
83.221.106.148,83.221.106.152,business,IT,AS20746 
83.221.106.153,83.221.106.169,isp,IT,AS20746 
83.221.106.170,83.221.106.170,education,IT,AS20746 
83.221.106.171,83.221.106.172,business,IT,AS20746 
83.221.106.173,83.221.106.174,isp,IT,AS20746 
83.221.106.175,83.221.106.178,business,IT,AS20746 
83.221.106.179,83.221.106.183,isp,IT,AS20746 
83.221.106.184,83.221.106.184,business,IT,AS20746 
83.221.106.185,83.221.106.186,isp,IT,AS20746 
83.221.106.187,83.221.106.206,business,IT,AS20746 
83.221.106.207,83.221.106.220,isp,IT,AS20746 
83.221.106.221,83.221.106.223,business,IT,AS20746 
83.221.106.224,83.221.106.228,isp,IT,AS20746 
83.221.106.229,83.221.106.229,business,IT,AS20746 
83.221.106.230,83.221.106.230,isp,IT,AS20746 
83.221.106.231,83.221.106.231,business,IT,AS20746 
83.221.106.232,83.221.106.232,isp,IT,AS20746 
83.221.106.233,83.221.106.235,business,IT,AS20746 
83.221.106.236,83.221.106.239,isp,IT,AS20746 
