83.221.0.0,83.221.15.255,isp,RU,AS34150 
83.221.106.240,83.221.106.248,business,IT,AS20746 
83.221.106.249,83.221.106.253,isp,IT,AS20746 
83.221.106.254,83.221.106.255,business,IT,AS20746 
83.221.107.0,83.221.108.15,isp,IT,AS20746 
83.221.108.16,83.221.108.31,business,IT,AS20746 
83.221.108.32,83.221.108.95,isp,IT,AS20746 
83.221.108.96,83.221.108.127,business,IT,AS20746 
83.221.108.128,83.221.109.255,isp,IT,AS20746 
83.221.110.0,83.221.110.79,business,IT,AS20746 
83.221.110.80,83.221.110.95,isp,IT,AS20746 
83.221.110.96,83.221.110.167,business,IT,AS20746 
83.221.110.168,83.221.110.255,isp,IT,AS20746 
83.221.111.0,83.221.111.255,business,IT,AS20746 
83.221.112.0,83.221.112.7,isp,IT,AS20746 
83.221.112.8,83.221.112.15,business,IT,AS20746 
83.221.112.16,83.221.112.39,isp,IT,AS20746 
83.221.112.40,83.221.112.63,business,IT,AS20746 
83.221.112.64,83.221.112.159,isp,IT,AS20746 
83.221.112.160,83.221.112.175,business,IT,AS20746 
83.221.112.176,83.221.112.191,isp,IT,AS20746 
83.221.112.192,83.221.112.223,business,IT,AS20746 
83.221.112.224,83.221.113.31,isp,IT,AS20746 
83.221.113.32,83.221.113.47,business,IT,AS20746 
83.221.113.48,83.221.113.79,isp,IT,AS20746 
83.221.113.80,83.221.113.87,business,IT,AS20746 
83.221.113.88,83.221.113.95,isp,IT,AS20746 
83.221.113.96,83.221.113.159,business,IT,AS20746 
83.221.113.160,83.221.113.255,isp,IT,AS20746 
83.221.114.0,83.221.114.255,business,IT, 
83.221.115.0,83.221.115.7,business,IT,AS20746 
83.221.115.8,83.221.115.31,isp,IT,AS20746 
83.221.115.32,83.221.115.127,business,IT,AS20746 
83.221.115.128,83.221.116.7,isp,IT,AS20746 
83.221.116.8,83.221.116.39,business,IT,AS20746 
83.221.116.40,83.221.116.63,isp,IT,AS20746 
83.221.116.64,83.221.116.87,business,IT,AS20746 
83.221.116.88,83.221.116.95,isp,IT,AS20746 
83.221.116.96,83.221.116.127,business,IT,AS20746 
83.221.116.128,83.221.116.143,isp,IT,AS20746 
83.221.116.144,83.221.116.167,business,IT,AS20746 
83.221.116.168,83.221.116.175,isp,IT,AS20746 
83.221.116.176,83.221.116.191,business,IT,AS20746 
83.221.116.192,83.221.116.207,isp,IT,AS20746 
83.221.116.208,83.221.117.39,business,IT,AS20746 
83.221.117.40,83.221.117.47,isp,IT,AS20746 
83.221.117.48,83.221.117.63,business,IT,AS20746 
83.221.117.64,83.221.117.95,isp,IT,AS20746 
83.221.117.96,83.221.117.103,business,IT,AS20746 
83.221.117.104,83.221.117.111,isp,IT,AS20746 
83.221.117.112,83.221.117.127,business,IT,AS20746 
83.221.117.128,83.221.117.143,isp,IT,AS20746 
83.221.117.144,83.221.117.145,business,IT,AS20746 
83.221.117.146,83.221.117.167,isp,IT,AS20746 
83.221.117.168,83.221.117.175,business,IT,AS20746 
83.221.117.176,83.221.117.183,isp,IT,AS20746 
83.221.117.184,83.221.118.3,business,IT,AS20746 
83.221.118.4,83.221.118.15,isp,IT,AS20746 
83.221.118.16,83.221.118.31,business,IT,AS20746 
83.221.118.32,83.221.118.55,isp,IT,AS20746 
83.221.118.56,83.221.118.63,business,IT,AS20746 
83.221.118.64,83.221.118.127,isp,IT,AS20746 
83.221.118.128,83.221.118.135,business,IT,AS20746 
83.221.118.136,83.221.118.185,isp,IT,AS20746 
83.221.118.186,83.221.118.187,business,IT,AS20746 
83.221.118.188,83.221.118.239,isp,IT,AS20746 
83.221.118.240,83.221.118.255,business,IT,AS20746 
83.221.119.0,83.221.119.17,isp,IT,AS20746 
83.221.119.18,83.221.119.18,business,IT,AS20746 
83.221.119.19,83.221.119.33,isp,IT,AS20746 
83.221.119.34,83.221.119.49,business,IT,AS20746 
83.221.119.50,83.221.119.63,isp,IT,AS20746 
83.221.119.64,83.221.119.79,education,IT,AS20746 
83.221.119.80,83.221.119.82,isp,IT,AS20746 
83.221.119.83,83.221.119.90,business,IT,AS20746 
83.221.119.91,83.221.119.170,isp,IT,AS20746 
83.221.119.171,83.221.119.216,business,IT,AS20746 
83.221.119.217,83.221.120.15,isp,IT,AS20746 
83.221.120.16,83.221.120.31,education,IT,AS20746 
83.221.120.32,83.221.120.63,business,IT,AS20746 
83.221.120.64,83.221.120.95,isp,IT,AS20746 
83.221.120.96,83.221.120.103,business,IT,AS20746 
83.221.120.104,83.221.120.111,isp,IT,AS20746 
83.221.120.112,83.221.120.119,business,IT,AS20746 
83.221.120.120,83.221.120.127,isp,IT,AS20746 
83.221.120.128,83.221.120.135,business,IT,AS20746 
83.221.120.136,83.221.120.143,isp,IT,AS20746 
83.221.120.144,83.221.120.175,business,IT,AS20746 
83.221.120.176,83.221.120.183,isp,IT,AS20746 
83.221.120.184,83.221.120.191,business,IT,AS20746 
83.221.120.192,83.221.120.223,isp,IT,AS20746 
83.221.120.224,83.221.120.231,business,IT,AS20746 
83.221.120.232,83.221.121.15,isp,IT,AS20746 
83.221.121.16,83.221.121.31,education,IT,AS20746 
83.221.121.32,83.221.121.47,isp,IT,AS20746 
83.221.121.48,83.221.121.63,education,IT,AS20746 
83.221.121.64,83.221.121.79,business,IT,AS20746 
83.221.121.80,83.221.121.87,isp,IT,AS20746 
83.221.121.88,83.221.121.111,business,IT,AS20746 
83.221.121.112,83.221.121.119,education,IT,AS20746 
83.221.121.120,83.221.121.127,isp,IT,AS20746 
83.221.121.128,83.221.121.151,business,IT,AS20746 
83.221.121.152,83.221.121.183,isp,IT,AS20746 
83.221.121.184,83.221.121.191,business,IT,AS20746 
83.221.121.192,83.221.121.255,isp,IT,AS20746 
83.221.122.0,83.221.122.7,business,IT,AS20746 
83.221.122.8,83.221.122.15,isp,IT,AS20746 
83.221.122.16,83.221.122.31,business,IT,AS20746 
83.221.122.32,83.221.122.47,isp,IT,AS20746 
83.221.122.48,83.221.122.55,business,IT,AS20746 
83.221.122.56,83.221.122.119,isp,IT,AS20746 
83.221.122.120,83.221.122.127,business,IT,AS20746 
83.221.122.128,83.221.122.135,isp,IT,AS20746 
83.221.122.136,83.221.122.143,business,IT,AS20746 
83.221.122.144,83.221.122.223,isp,IT,AS20746 
83.221.122.224,83.221.122.231,business,IT,AS20746 
83.221.122.232,83.221.122.255,isp,IT,AS20746 
83.221.123.0,83.221.123.31,business,IT,AS20746 
83.221.123.32,83.221.123.63,isp,IT,AS20746 
83.221.123.64,83.221.123.71,business,IT,AS20746 
83.221.123.72,83.221.123.103,isp,IT,AS20746 
83.221.123.104,83.221.123.105,business,IT,AS20746 
83.221.123.106,83.221.123.111,isp,IT,AS20746 
83.221.123.112,83.221.123.143,business,IT,AS20746 
83.221.123.144,83.221.123.151,isp,IT,AS20746 
83.221.123.152,83.221.123.159,business,IT,AS20746 
83.221.123.160,83.221.123.215,isp,IT,AS20746 
83.221.123.216,83.221.123.255,business,IT,AS20746 
83.221.124.0,83.221.124.3,isp,IT,AS20746 
83.221.124.4,83.221.124.19,business,IT,AS20746 
83.221.124.20,83.221.124.60,isp,IT,AS20746 
83.221.124.61,83.221.124.120,business,IT,AS20746 
83.221.124.121,83.221.124.151,isp,IT,AS20746 
83.221.124.152,83.221.124.254,business,IT,AS20746 
83.221.124.255,83.221.125.71,isp,IT,AS20746 
83.221.125.72,83.221.125.73,business,IT,AS20746 
83.221.125.74,83.221.125.158,isp,IT,AS20746 
83.221.125.159,83.221.125.254,business,IT,AS20746 
83.221.125.255,83.221.126.3,isp,IT,AS20746 
83.221.126.4,83.221.126.27,business,IT,AS20746 
83.221.126.28,83.221.126.55,isp,IT,AS20746 
83.221.126.56,83.221.126.76,business,IT,AS20746 
83.221.126.77,83.221.126.77,isp,IT,AS20746 
83.221.126.78,83.221.126.141,business,IT,AS20746 
83.221.126.142,83.221.126.255,isp,IT,AS20746 
83.221.127.0,83.221.127.63,business,IT,AS20746 
83.221.127.64,83.221.127.255,isp,IT,AS20746 
83.221.128.0,83.221.128.255,business,DK,AS47292 
83.221.129.0,83.221.129.255,hosting,DK,AS47292 
83.221.130.0,83.221.130.3,business,DK,AS47292 
83.221.130.4,83.221.138.191,hosting,DK,AS47292 
83.221.138.192,83.221.138.215,business,DK,AS47292 
83.221.138.216,83.221.142.255,hosting,DK,AS47292 
83.221.143.0,83.221.143.63,business,DK,AS47292 
83.221.143.64,83.221.143.127,hosting,DK,AS47292 
83.221.143.128,83.221.143.159,business,DK,AS47292 
83.221.143.160,83.221.143.183,hosting,DK,AS47292 
83.221.143.184,83.221.143.191,business,DK,AS47292 
83.221.143.192,83.221.143.215,hosting,DK,AS47292 
83.221.143.216,83.221.143.255,business,DK,AS47292 
83.221.144.0,83.221.144.255,isp,DK,AS47292 
83.221.145.0,83.221.146.31,hosting,DK,AS47292 
83.221.146.32,83.221.146.63,business,DK,AS47292 
83.221.146.64,83.221.153.119,hosting,DK,AS47292 
83.221.153.120,83.221.153.127,business,DK,AS47292 
83.221.153.128,83.221.153.223,hosting,DK,AS47292 
83.221.153.224,83.221.154.251,business,DK,AS47292 
83.221.154.252,83.221.154.255,isp,DK,AS47292 
83.221.155.0,83.221.155.47,business,DK,AS47292 
83.221.155.48,83.221.155.51,isp,DK,AS47292 
83.221.155.52,83.221.155.71,business,DK,AS47292 
83.221.155.72,83.221.155.75,isp,DK,AS47292 
83.221.155.76,83.221.155.251,business,DK,AS47292 
83.221.155.252,83.221.155.255,isp,DK,AS47292 
83.221.156.0,83.221.156.51,business,DK,AS47292 
83.221.156.52,83.221.156.55,isp,DK,AS47292 
83.221.156.56,83.221.156.227,business,DK,AS47292 
83.221.156.228,83.221.157.255,isp,DK,AS47292 
83.221.158.0,83.221.159.255,hosting,DK,AS47292 
83.221.160.0,83.221.161.255,isp,UZ,AS31203 
83.221.162.0,83.221.162.255,isp,UZ,AS35576 
83.221.163.0,83.221.164.255,isp,UZ,AS31203 
83.221.165.0,83.221.167.255,isp,UZ,AS35576 
83.221.168.0,83.221.191.255,isp,UZ,AS31203 
83.221.192.0,83.221.192.255,isp,RU,AS21479 
83.221.193.0,83.221.193.255,business,RU,AS21479 
83.221.194.0,83.221.196.47,isp,RU,AS21479 
83.221.196.48,83.221.196.63,education,RU,AS21479 
83.221.196.64,83.221.196.87,isp,RU,AS21479 
83.221.196.88,83.221.196.95,business,RU,AS21479 
83.221.196.96,83.221.196.143,isp,RU,AS21479 
83.221.196.144,83.221.196.167,business,RU,AS21479 
83.221.196.168,83.221.196.175,isp,RU,AS21479 
83.221.196.176,83.221.196.183,business,RU,AS21479 
83.221.196.184,83.221.196.199,isp,RU,AS21479 
83.221.196.200,83.221.196.223,business,RU,AS21479 
83.221.196.224,83.221.196.255,isp,RU,AS21479 
83.221.197.0,83.221.197.15,business,RU,AS21479 
83.221.197.16,83.221.197.31,isp,RU,AS21479 
83.221.197.32,83.221.197.47,business,RU,AS21479 
83.221.197.48,83.221.197.175,isp,RU,AS21479 
83.221.197.176,83.221.197.183,business,RU,AS21479 
83.221.197.184,83.221.197.191,isp,RU,AS21479 
83.221.197.192,83.221.197.215,business,RU,AS21479 
83.221.197.216,83.221.197.223,isp,RU,AS21479 
83.221.197.224,83.221.197.239,education,RU,AS21479 
83.221.197.240,83.221.198.23,isp,RU,AS21479 
83.221.198.24,83.221.198.31,business,RU,AS21479 
83.221.198.32,83.221.198.39,isp,RU,AS21479 
83.221.198.40,83.221.198.47,business,RU,AS21479 
83.221.198.48,83.221.198.55,isp,RU,AS21479 
83.221.198.56,83.221.198.63,business,RU,AS21479 
83.221.198.64,83.221.198.95,isp,RU,AS21479 
83.221.198.96,83.221.198.103,business,RU,AS21479 
83.221.198.104,83.221.198.111,isp,RU,AS21479 
83.221.198.112,83.221.198.119,business,RU,AS21479 
83.221.198.120,83.221.198.127,education,RU,AS21479 
83.221.198.128,83.221.198.151,isp,RU,AS21479 
83.221.198.152,83.221.198.191,business,RU,AS21479 
83.221.198.192,83.221.198.215,isp,RU,AS21479 
83.221.198.216,83.221.198.223,business,RU,AS21479 
83.221.198.224,83.221.217.127,isp,RU,AS21479 
83.221.217.128,83.221.217.135,business,RU,AS21479 
83.221.217.136,83.221.217.199,isp,RU,AS21479 
83.221.217.200,83.221.217.231,business,RU,AS21479 
83.221.217.232,83.221.217.255,isp,RU,AS21479 
83.221.218.0,83.221.218.255,business,RU,AS21479 
83.221.219.0,83.221.223.7,isp,RU,AS21479 
83.221.223.8,83.221.223.39,business,RU,AS21479 
83.221.223.40,83.221.223.47,isp,RU,AS21479 
83.221.223.48,83.221.223.95,business,RU,AS21479 
83.221.223.96,83.221.223.103,isp,RU,AS21479 
83.221.223.104,83.221.223.199,business,RU,AS21479 
83.221.223.200,83.221.223.207,isp,RU,AS21479 
83.221.223.208,83.221.223.255,business,RU,AS21479 
83.221.224.0,83.221.225.15,business,DE,AS21413 
83.221.225.16,83.221.225.255,isp,DE,AS21413 
83.221.226.0,83.221.226.255,business,DE,AS21413 
83.221.227.0,83.221.227.7,isp,DE,AS21413 
83.221.227.8,83.221.227.15,business,DE,AS21413 
83.221.227.16,83.221.227.23,isp,DE,AS21413 
83.221.227.24,83.221.227.27,business,DE,AS21413 
83.221.227.28,83.221.227.31,isp,DE,AS21413 
83.221.227.32,83.221.227.39,business,DE,AS21413 
83.221.227.40,83.221.227.47,isp,DE,AS21413 
83.221.227.48,83.221.227.63,business,DE,AS21413 
83.221.227.64,83.221.227.95,isp,DE,AS21413 
83.221.227.96,83.221.227.103,business,DE,AS21413 
83.221.227.104,83.221.227.111,isp,DE,AS21413 
83.221.227.112,83.221.227.159,business,DE,AS21413 
83.221.227.160,83.221.227.175,isp,DE,AS21413 
83.221.227.176,83.221.227.179,business,DE,AS21413 
83.221.227.180,83.221.227.215,isp,DE,AS21413 
83.221.227.216,83.221.227.223,business,DE,AS21413 
83.221.227.224,83.221.227.231,isp,DE,AS21413 
83.221.227.232,83.221.227.239,business,DE,AS21413 
83.221.227.240,83.221.229.255,isp,DE,AS21413 
83.221.230.0,83.221.232.255,business,DE,AS21413 
83.221.233.0,83.221.235.255,isp,DE,AS21413 
83.221.236.0,83.221.236.255,business,DE,AS21413 
83.221.237.0,83.221.237.15,isp,DE,AS21413 
83.221.237.16,83.221.237.35,business,DE,AS21413 
83.221.237.36,83.221.237.43,isp,DE,AS21413 
83.221.237.44,83.221.237.47,business,DE,AS21413 
83.221.237.48,83.221.237.79,isp,DE,AS21413 
83.221.237.80,83.221.237.91,business,DE,AS21413 
83.221.237.92,83.221.237.95,isp,DE,AS21413 
83.221.237.96,83.221.237.111,business,DE,AS21413 
83.221.237.112,83.221.237.119,isp,DE,AS21413 
83.221.237.120,83.221.237.127,business,DE,AS21413 
83.221.237.128,83.221.237.159,isp,DE,AS21413 
83.221.237.160,83.221.237.175,business,DE,AS21413 
83.221.237.176,83.221.237.179,education,DE,AS21413 
83.221.237.180,83.221.237.183,business,DE,AS21413 
83.221.237.184,83.221.237.191,isp,DE,AS21413 
83.221.237.192,83.221.237.199,business,DE,AS21413 
83.221.237.200,83.221.237.255,isp,DE,AS21413 
83.221.238.0,83.221.238.59,business,DE,AS21413 
83.221.238.60,83.221.238.79,isp,DE,AS21413 
83.221.238.80,83.221.238.95,business,DE,AS21413 
83.221.238.96,83.221.238.103,isp,DE,AS21413 
83.221.238.104,83.221.238.107,business,DE,AS21413 
83.221.238.108,83.221.238.139,isp,DE,AS21413 
83.221.238.140,83.221.238.143,business,DE,AS21413 
83.221.238.144,83.221.238.187,isp,DE,AS21413 
83.221.238.188,83.221.238.199,business,DE,AS21413 
83.221.238.200,83.221.238.207,isp,DE,AS21413 
83.221.238.208,83.221.238.215,business,DE,AS21413 
83.221.238.216,83.221.238.227,isp,DE,AS21413 
83.221.238.228,83.221.238.239,business,DE,AS21413 
83.221.238.240,83.221.242.31,isp,DE,AS21413 
83.221.242.32,83.221.242.47,business,DE,AS21413 
83.221.242.48,83.221.242.55,isp,DE,AS21413 
83.221.242.56,83.221.242.63,business,DE,AS21413 
83.221.242.64,83.221.242.79,isp,DE,AS21413 
83.221.242.80,83.221.242.87,business,DE,AS21413 
83.221.242.88,83.221.242.103,isp,DE,AS21413 
83.221.242.104,83.221.242.111,business,DE,AS21413 
83.221.242.112,83.221.242.115,isp,DE,AS21413 
83.221.242.116,83.221.242.123,business,DE,AS21413 
83.221.242.124,83.221.242.135,isp,DE,AS21413 
83.221.242.136,83.221.242.155,business,DE,AS21413 
83.221.242.156,83.221.242.175,isp,DE,AS21413 
83.221.242.176,83.221.242.191,business,DE,AS21413 
83.221.242.192,83.221.242.223,isp,DE,AS21413 
83.221.242.224,83.221.242.235,business,DE,AS21413 
83.221.242.236,83.221.242.255,isp,DE,AS21413 
83.221.243.0,83.221.243.255,business,DE,AS21413 
83.221.244.0,83.221.246.255,isp,DE,AS21413 
83.221.247.0,83.221.248.151,business,DE,AS21413 
83.221.248.152,83.221.248.159,education,DE,AS21413 
83.221.248.160,83.221.248.227,business,DE,AS21413 
83.221.248.228,83.221.248.231,isp,DE,AS21413 
83.221.248.232,83.221.248.243,business,DE,AS21413 
83.221.248.244,83.221.248.247,education,DE,AS21413 
83.221.248.248,83.221.248.255,business,DE,AS21413 
83.221.249.0,83.221.249.7,isp,DE,AS21413 
83.221.249.8,83.221.249.71,business,DE,AS21413 
83.221.249.72,83.221.249.75,isp,DE,AS21413 
83.221.249.76,83.221.251.255,business,DE,AS21413 
83.221.252.0,83.221.255.255,isp,DE,AS21413 
