143.137.0.0,143.137.7.251,isp,BR 
143.137.7.252,143.137.7.255,business,BR 
143.137.8.0,143.137.15.255,isp,BR 
143.137.16.0,143.137.19.255,business,BR 
143.137.20.0,143.137.23.255,isp,AR 
143.137.24.0,143.137.27.255,isp,NI 
143.137.28.0,143.137.28.95,isp,BR 
143.137.28.96,143.137.28.111,business,BR 
143.137.28.112,143.137.79.255,isp,BR 
143.137.80.0,143.137.83.255,isp,DO 
143.137.84.0,143.137.92.199,isp,BR 
143.137.92.200,143.137.92.207,business,BR 
143.137.92.208,143.137.95.255,isp,BR 
143.137.96.0,143.137.99.255,isp,CO 
143.137.100.0,143.137.103.255,education,BR 
143.137.104.0,143.137.107.255,business,BR 
143.137.108.0,143.137.108.255,hosting,MX 
143.137.109.0,143.137.109.255,business,MX 
143.137.110.0,143.137.111.255,hosting,MX 
143.137.112.0,143.137.115.255,isp,BO 
143.137.116.0,143.137.139.255,isp,BR 
143.137.140.0,143.137.143.48,government,BR 
143.137.143.49,143.137.143.49,education,BR 
143.137.143.50,143.137.143.255,government,BR 
143.137.144.0,143.137.144.31,hosting,PE 
143.137.144.32,143.137.144.47,business,PE 
143.137.144.48,143.137.144.95,hosting,PE 
143.137.144.96,143.137.144.103,business,PE 
143.137.144.104,143.137.144.143,hosting,PE 
143.137.144.144,143.137.144.151,business,PE 
143.137.144.152,143.137.144.167,hosting,PE 
143.137.144.168,143.137.144.175,business,PE 
143.137.144.176,143.137.144.207,hosting,PE 
143.137.144.208,143.137.144.215,business,PE 
143.137.144.216,143.137.144.223,hosting,PE 
143.137.144.224,143.137.144.231,education,PE 
143.137.144.232,143.137.145.15,business,PE 
143.137.145.16,143.137.145.23,hosting,PE 
143.137.145.24,143.137.145.31,business,PE 
143.137.145.32,143.137.145.39,hosting,PE 
143.137.145.40,143.137.145.55,business,PE 
143.137.145.56,143.137.145.71,hosting,PE 
143.137.145.72,143.137.145.79,business,PE 
143.137.145.80,143.137.145.95,hosting,PE 
143.137.145.96,143.137.145.143,business,PE 
143.137.145.144,143.137.146.55,hosting,PE 
143.137.146.56,143.137.146.95,business,PE 
143.137.146.96,143.137.146.127,hosting,PE 
143.137.146.128,143.137.146.223,business,PE 
143.137.146.224,143.137.146.231,hosting,PE 
143.137.146.232,143.137.146.239,business,PE 
143.137.146.240,143.137.146.255,hosting,PE 
143.137.147.0,143.137.147.87,business,PE 
143.137.147.88,143.137.147.143,hosting,PE 
143.137.147.144,143.137.147.151,business,PE 
143.137.147.152,143.137.147.191,hosting,PE 
143.137.147.192,143.137.147.215,business,PE 
143.137.147.216,143.137.147.247,hosting,PE 
143.137.147.248,143.137.147.255,business,PE 
143.137.148.0,143.137.151.255,isp,CR 
143.137.152.0,143.137.157.255,isp,BR 
143.137.158.0,143.137.158.15,business,BR 
143.137.158.16,143.137.163.255,isp,BR 
143.137.164.0,143.137.167.255,business,GB 
143.137.168.0,143.137.171.255,hosting,US 
143.137.172.0,143.137.187.255,isp,BR 
143.137.188.0,143.137.191.255,hosting,BR 
143.137.192.0,143.137.195.255,isp,TT 
