123.252.0.0,123.252.127.255,isp,TW 
123.252.128.0,123.252.129.3,isp,IN 
123.252.129.4,123.252.129.7,business,IN 
123.252.129.8,123.252.129.47,isp,IN 
123.252.129.48,123.252.129.51,business,IN 
123.252.129.52,123.252.129.71,isp,IN 
123.252.129.72,123.252.129.75,business,IN 
123.252.129.76,123.252.131.23,isp,IN 
123.252.131.24,123.252.131.27,business,IN 
123.252.131.28,123.252.131.95,isp,IN 
123.252.131.96,123.252.131.99,business,IN 
123.252.131.100,123.252.161.7,isp,IN 
123.252.161.8,123.252.161.11,business,IN 
123.252.161.12,123.252.195.15,isp,IN 
123.252.195.16,123.252.195.23,business,IN 
123.252.195.24,123.252.195.47,isp,IN 
123.252.195.48,123.252.195.59,business,IN 
123.252.195.60,123.252.195.63,isp,IN 
123.252.195.64,123.252.195.72,business,IN 
123.252.195.73,123.252.195.99,isp,IN 
123.252.195.100,123.252.195.103,business,IN 
123.252.195.104,123.252.195.135,isp,IN 
123.252.195.136,123.252.195.139,business,IN 
123.252.195.140,123.252.195.159,isp,IN 
123.252.195.160,123.252.195.167,business,IN 
123.252.195.168,123.252.195.239,isp,IN 
123.252.195.240,123.252.195.255,business,IN 
123.252.196.0,123.252.199.255,isp,IN 
123.252.200.0,123.252.200.255,business,IN 
123.252.201.0,123.252.235.7,isp,IN 
123.252.235.8,123.252.235.23,business,IN 
123.252.235.24,123.252.235.47,isp,IN 
123.252.235.48,123.252.235.71,business,IN 
123.252.235.72,123.252.235.95,isp,IN 
123.252.235.96,123.252.235.103,business,IN 
123.252.235.104,123.252.235.111,isp,IN 
123.252.235.112,123.252.235.115,business,IN 
123.252.235.116,123.252.235.191,isp,IN 
123.252.235.192,123.252.235.207,business,IN 
123.252.235.208,123.252.235.223,isp,IN 
123.252.235.224,123.252.235.231,business,IN 
123.252.235.232,123.252.235.247,isp,IN 
123.252.235.248,123.252.235.255,business,IN 
123.252.236.0,123.252.236.47,isp,IN 
123.252.236.48,123.252.236.55,business,IN 
123.252.236.56,123.252.236.151,isp,IN 
123.252.236.152,123.252.236.159,business,IN 
123.252.236.160,123.252.236.183,isp,IN 
123.252.236.184,123.252.236.199,business,IN 
123.252.236.200,123.252.236.215,isp,IN 
123.252.236.216,123.252.236.223,business,IN 
123.252.236.224,123.252.236.247,isp,IN 
123.252.236.248,123.252.236.255,business,IN 
123.252.237.0,123.252.237.255,isp,IN 
123.252.238.0,123.252.238.15,business,IN 
123.252.238.16,123.252.254.255,isp,IN 
123.252.255.0,123.252.255.255,business,IN 
