123.1.0.0,123.1.127.255,business,JP,AS18126 
123.1.128.0,123.1.191.255,isp,HK,AS10103 
123.1.192.0,123.1.193.255,isp,HK,AS17444 
123.1.194.0,123.1.194.255,isp,HK,AS10103 
123.1.195.0,123.1.227.31,isp,HK,AS9269 
123.1.227.32,123.1.227.63,business,HK,AS10103 
123.1.227.64,123.1.236.223,isp,HK,AS9269 
123.1.236.224,123.1.236.239,business,HK,AS9269 
123.1.236.240,123.1.255.255,isp,HK,AS9269 
