123.129.71.12,123.129.71.19,business,CN,AS4837 
123.129.71.20,123.129.71.35,isp,CN,AS4837 
123.129.71.36,123.129.71.43,business,CN,AS4837 
123.129.71.44,123.129.221.255,isp,CN,AS4837 
123.129.222.0,123.129.222.127,business,CN,AS4837 
123.129.222.128,123.129.222.255,isp,CN,AS4837 
123.129.223.0,123.129.231.128,business,CN,AS4837 
123.129.231.129,123.129.231.255,isp,CN,AS4837 
123.129.232.0,123.129.232.255,business,CN,AS4837 
123.129.233.0,123.129.235.255,isp,CN,AS4837 
123.129.236.0,123.129.241.255,business,CN,AS4837 
123.129.242.0,123.129.242.1,isp,CN,AS4837 
123.129.242.2,123.129.242.41,business,CN,AS4837 
123.129.242.42,123.129.242.255,isp,CN,AS4837 
123.129.243.0,123.129.244.255,business,CN,AS4837 
123.129.245.0,123.129.245.1,isp,CN,AS4837 
123.129.245.2,123.129.245.101,business,CN,AS4837 
123.129.245.102,123.129.245.129,isp,CN,AS4837 
123.129.245.130,123.129.245.162,business,CN,AS4837 
123.129.245.163,123.129.245.170,isp,CN,AS4837 
123.129.245.171,123.129.245.190,business,CN,AS4837 
123.129.245.191,123.129.245.194,isp,CN,AS4837 
123.129.245.195,123.129.245.227,business,CN,AS4837 
123.129.245.228,123.129.245.255,isp,CN,AS4837 
123.129.246.0,123.129.251.64,business,CN,AS4837 
123.129.251.65,123.129.251.65,isp,CN,AS4837 
123.129.251.66,123.129.251.117,business,CN,AS4837 
123.129.251.118,123.129.251.191,isp,CN,AS4837 
123.129.251.192,123.129.252.255,business,CN,AS4837 
123.129.253.0,123.129.255.19,isp,CN,AS4837 
123.129.255.20,123.129.255.29,business,CN,AS4837 
123.129.255.30,123.129.255.63,isp,CN,AS4837 
123.129.255.64,123.129.255.127,business,CN,AS4837 
123.129.255.128,123.130.239.255,isp,CN,AS4837 
