219.128.0.0,219.128.109.33,isp,CN 
219.128.109.34,219.128.109.36,business,CN 
219.128.109.37,219.128.251.255,isp,CN 
219.128.252.0,219.128.252.3,business,CN 
219.128.252.4,219.128.252.7,isp,CN 
219.128.252.8,219.128.252.23,business,CN 
219.128.252.24,219.128.252.43,isp,CN 
219.128.252.44,219.128.252.47,business,CN 
219.128.252.48,219.128.252.63,isp,CN 
219.128.252.64,219.128.252.115,business,CN 
219.128.252.116,219.128.252.119,isp,CN 
219.128.252.120,219.128.252.123,business,CN 
219.128.252.124,219.128.252.135,isp,CN 
219.128.252.136,219.128.252.175,business,CN 
219.128.252.176,219.128.252.183,isp,CN 
219.128.252.184,219.128.252.187,business,CN 
219.128.252.188,219.128.252.191,isp,CN 
219.128.252.192,219.128.252.207,business,CN 
219.128.252.208,219.128.252.223,isp,CN 
219.128.252.224,219.128.252.239,education,CN 
219.128.252.240,219.128.252.255,isp,CN 
219.128.253.0,219.128.253.7,business,CN 
219.128.253.8,219.128.253.15,isp,CN 
219.128.253.16,219.128.253.39,business,CN 
219.128.253.40,219.128.253.47,isp,CN 
219.128.253.48,219.128.253.63,business,CN 
219.128.253.64,219.128.253.87,isp,CN 
219.128.253.88,219.128.253.95,business,CN 
219.128.253.96,219.128.253.103,isp,CN 
219.128.253.104,219.128.253.111,business,CN 
219.128.253.112,219.128.253.119,isp,CN 
219.128.253.120,219.128.253.159,business,CN 
219.128.253.160,219.128.253.183,isp,CN 
219.128.253.184,219.128.253.203,business,CN 
219.128.253.204,219.128.253.207,isp,CN 
219.128.253.208,219.128.253.239,business,CN 
219.128.253.240,219.128.253.243,isp,CN 
219.128.253.244,219.128.253.255,business,CN 
219.128.254.0,219.128.254.3,isp,CN 
219.128.254.4,219.128.254.7,business,CN 
219.128.254.8,219.128.254.15,isp,CN 
219.128.254.16,219.128.254.47,business,CN 
219.128.254.48,219.128.254.63,isp,CN 
219.128.254.64,219.128.254.79,business,CN 
219.128.254.80,219.128.254.95,isp,CN 
219.128.254.96,219.128.254.103,business,CN 
219.128.254.104,219.128.254.111,isp,CN 
219.128.254.112,219.128.254.127,business,CN 
219.128.254.128,219.128.254.139,isp,CN 
219.128.254.140,219.128.254.175,business,CN 
219.128.254.176,219.128.254.183,isp,CN 
219.128.254.184,219.128.254.223,business,CN 
219.128.254.224,219.128.254.231,isp,CN 
219.128.254.232,219.128.254.239,business,CN 
219.128.254.240,219.128.254.247,isp,CN 
219.128.254.248,219.128.255.23,business,CN 
219.128.255.24,219.128.255.31,isp,CN 
219.128.255.32,219.128.255.47,business,CN 
219.128.255.48,219.128.255.87,isp,CN 
219.128.255.88,219.128.255.119,business,CN 
219.128.255.120,219.128.255.127,isp,CN 
219.128.255.128,219.128.255.135,business,CN 
219.128.255.136,219.128.255.143,isp,CN 
219.128.255.144,219.128.255.147,business,CN 
219.128.255.148,219.128.255.151,isp,CN 
219.128.255.152,219.128.255.191,business,CN 
219.128.255.192,219.128.255.223,isp,CN 
219.128.255.224,219.128.255.243,business,CN 
219.128.255.244,219.128.255.247,isp,CN 
219.128.255.248,219.128.255.255,business,CN 
