219.147.1.0,219.147.3.11,isp,CN,AS4134 
219.147.203.112,219.147.203.191,business,CN,AS4134 
219.147.203.192,219.147.204.127,isp,CN,AS4134 
219.147.204.128,219.147.204.199,business,CN,AS4134 
219.147.204.200,219.147.204.203,isp,CN,AS4134 
219.147.204.204,219.147.204.207,business,CN,AS4134 
219.147.204.208,219.147.205.11,isp,CN,AS4134 
219.147.205.12,219.147.205.31,business,CN,AS4134 
219.147.205.32,219.147.205.63,isp,CN,AS4134 
219.147.205.64,219.147.205.71,business,CN,AS4134 
219.147.205.72,219.147.205.95,isp,CN,AS4134 
219.147.205.96,219.147.205.111,business,CN,AS4134 
219.147.205.112,219.147.205.215,isp,CN,AS4134 
219.147.205.216,219.147.207.255,business,CN,AS4134 
219.147.208.0,219.147.208.47,isp,CN,AS4134 
219.147.208.48,219.147.208.51,business,CN,AS4134 
219.147.208.52,219.147.208.59,isp,CN,AS4134 
219.147.208.60,219.147.208.63,business,CN,AS4134 
219.147.208.64,219.147.208.71,isp,CN,AS4134 
219.147.208.72,219.147.208.75,business,CN,AS4134 
219.147.208.76,219.147.208.99,isp,CN,AS4134 
219.147.208.100,219.147.208.103,business,CN,AS4134 
219.147.208.104,219.147.208.147,isp,CN,AS4134 
219.147.208.148,219.147.208.151,business,CN,AS4134 
219.147.208.152,219.147.208.159,isp,CN,AS4134 
219.147.208.160,219.147.208.167,business,CN,AS4134 
219.147.208.168,219.147.208.187,isp,CN,AS4134 
219.147.208.188,219.147.208.191,business,CN,AS4134 
219.147.208.192,219.147.208.195,isp,CN,AS4134 
219.147.208.196,219.147.208.199,business,CN,AS4134 
219.147.208.200,219.147.209.19,isp,CN,AS4134 
219.147.209.20,219.147.209.23,business,CN,AS4134 
219.147.209.24,219.147.209.31,isp,CN,AS4134 
219.147.209.32,219.147.215.255,business,CN,AS4134 
219.147.216.0,219.147.216.39,isp,CN,AS4134 
219.147.216.40,219.147.216.63,business,CN,AS4134 
219.147.216.64,219.147.216.75,isp,CN,AS4134 
219.147.216.76,219.147.216.79,business,CN,AS4134 
219.147.216.80,219.147.216.255,isp,CN,AS4134 
219.147.217.0,219.147.217.7,business,CN,AS4134 
219.147.217.8,219.147.217.39,isp,CN,AS4134 
219.147.217.40,219.147.217.43,business,CN,AS4134 
219.147.217.44,219.147.217.175,isp,CN,AS4134 
219.147.217.176,219.147.217.179,business,CN,AS4134 
219.147.217.180,219.147.217.191,isp,CN,AS4134 
219.147.217.192,219.147.217.195,business,CN,AS4134 
219.147.217.196,219.147.217.207,isp,CN,AS4134 
219.147.217.208,219.147.217.215,business,CN,AS4134 
219.147.217.216,219.147.217.219,isp,CN,AS4134 
219.147.217.220,219.147.219.3,business,CN,AS4134 
219.147.219.4,219.147.220.207,isp,CN,AS4134 
219.147.220.208,219.147.220.211,business,CN,AS4134 
219.147.220.212,219.147.220.215,isp,CN,AS4134 
219.147.220.216,219.147.220.219,business,CN,AS4134 
219.147.220.220,219.147.221.15,isp,CN,AS4134 
219.147.221.16,219.147.221.23,business,CN,AS4134 
219.147.221.24,219.147.221.143,isp,CN,AS4134 
219.147.221.144,219.147.221.159,business,CN,AS4134 
219.147.221.160,219.147.221.247,isp,CN,AS4134 
219.147.221.248,219.147.221.255,business,CN,AS4134 
219.147.222.0,219.147.222.131,isp,CN,AS4134 
219.147.222.132,219.147.222.135,business,CN,AS4134 
219.147.222.136,219.147.222.255,isp,CN,AS4134 
219.147.223.0,219.147.223.39,business,CN,AS4134 
219.147.223.40,219.147.223.55,isp,CN,AS4134 
219.147.223.56,219.147.223.255,business,CN,AS4134 
219.147.224.0,219.147.224.127,isp,CN,AS4134 
219.147.224.128,219.147.224.131,business,CN,AS4134 
219.147.224.132,219.147.224.163,isp,CN,AS4134 
219.147.224.164,219.147.224.175,business,CN,AS4134 
219.147.224.176,219.147.224.191,isp,CN,AS4134 
219.147.224.192,219.147.224.223,business,CN,AS4134 
219.147.224.224,219.147.224.231,isp,CN,AS4134 
219.147.224.232,219.147.226.63,business,CN,AS4134 
219.147.226.64,219.147.227.255,isp,CN,AS4134 
219.147.228.0,219.147.228.3,business,CN,AS4134 
219.147.228.4,219.147.228.115,isp,CN,AS4134 
219.147.228.116,219.147.228.119,business,CN,AS4134 
219.147.228.120,219.147.228.143,isp,CN,AS4134 
219.147.228.144,219.147.228.147,business,CN,AS4134 
219.147.228.148,219.147.228.151,isp,CN,AS4134 
219.147.228.152,219.147.228.159,business,CN,AS4134 
219.147.228.160,219.147.228.179,isp,CN,AS4134 
219.147.228.180,219.147.228.191,business,CN,AS4134 
219.147.228.192,219.147.228.239,isp,CN,AS4134 
219.147.228.240,219.147.229.191,business,CN,AS4134 
219.147.229.192,219.147.230.111,isp,CN,AS4134 
219.147.230.112,219.147.230.115,business,CN,AS4134 
219.147.230.116,219.147.231.255,isp,CN,AS4134 
219.147.232.0,219.147.233.63,business,CN,AS4134 
219.147.233.64,219.147.233.127,isp,CN,AS4134 
219.147.233.128,219.147.233.255,business,CN,AS4134 
219.147.234.0,219.147.234.31,isp,CN,AS4134 
219.147.234.32,219.147.235.31,business,CN,AS4134 
219.147.235.32,219.147.235.47,isp,CN,AS4134 
219.147.235.48,219.147.235.127,business,CN,AS4134 
219.147.235.128,219.147.235.215,isp,CN,AS4134 
219.147.235.216,219.147.240.47,business,CN,AS4134 
219.147.240.48,219.147.240.63,isp,CN,AS4134 
219.147.240.64,219.147.240.95,business,CN,AS4134 
219.147.240.96,219.147.240.191,isp,CN,AS4134 
219.147.240.192,219.147.240.223,business,CN,AS4134 
219.147.240.224,219.147.240.227,isp,CN,AS4134 
219.147.240.228,219.147.240.231,business,CN,AS4134 
219.147.240.232,219.147.241.11,isp,CN,AS4134 
219.147.241.12,219.147.241.15,business,CN,AS4134 
219.147.241.16,219.147.241.19,isp,CN,AS4134 
219.147.241.20,219.147.241.23,business,CN,AS4134 
219.147.241.24,219.147.241.59,isp,CN,AS4134 
219.147.241.60,219.147.242.255,business,CN,AS4134 
219.147.243.0,219.147.243.23,isp,CN,AS4134 
219.147.243.24,219.147.243.27,business,CN,AS4134 
219.147.243.28,219.147.243.63,isp,CN,AS4134 
219.147.243.64,219.147.243.191,business,CN,AS4134 
219.147.243.192,219.147.243.255,isp,CN,AS4134 
219.147.244.0,219.147.244.71,business,CN,AS4134 
219.147.244.72,219.147.244.79,isp,CN,AS4134 
219.147.244.80,219.147.244.255,business,CN,AS4134 
219.147.245.0,219.147.245.47,isp,CN,AS4134 
219.147.245.48,219.147.245.127,business,CN,AS4134 
219.147.245.128,219.147.245.191,isp,CN,AS4134 
219.147.245.192,219.147.245.219,business,CN,AS4134 
219.147.245.220,219.147.245.247,isp,CN,AS4134 
219.147.245.248,219.147.246.7,business,CN,AS4134 
219.147.246.8,219.147.246.19,isp,CN,AS4134 
219.147.246.20,219.147.246.47,business,CN,AS4134 
219.147.246.48,219.147.246.71,isp,CN,AS4134 
219.147.246.72,219.147.246.75,business,CN,AS4134 
219.147.246.76,219.147.246.87,isp,CN,AS4134 
219.147.246.88,219.147.246.91,business,CN,AS4134 
219.147.246.92,219.147.246.107,isp,CN,AS4134 
219.147.246.108,219.147.246.115,business,CN,AS4134 
219.147.246.116,219.147.246.123,isp,CN,AS4134 
219.147.246.124,219.147.246.151,business,CN,AS4134 
219.147.246.152,219.147.246.155,isp,CN,AS4134 
219.147.246.156,219.147.246.167,business,CN,AS4134 
219.147.246.168,219.147.246.183,isp,CN,AS4134 
219.147.246.184,219.147.246.187,business,CN,AS4134 
219.147.246.188,219.147.246.191,isp,CN,AS4134 
219.147.246.192,219.147.246.195,business,CN,AS4134 
219.147.246.196,219.147.246.199,isp,CN,AS4134 
219.147.246.200,219.147.246.207,business,CN,AS4134 
219.147.246.208,219.147.246.215,isp,CN,AS4134 
219.147.246.216,219.147.246.219,business,CN,AS4134 
219.147.246.220,219.147.246.223,isp,CN,AS4134 
219.147.246.224,219.147.246.235,business,CN,AS4134 
219.147.246.236,219.147.246.239,isp,CN,AS4134 
219.147.246.240,219.147.246.255,business,CN,AS4134 
219.147.247.0,219.147.247.255,isp,CN,AS4134 
219.147.248.0,219.147.248.63,business,CN,AS4134 
219.147.248.64,219.147.249.47,isp,CN,AS17897 
219.147.249.48,219.147.249.69,business,CN,AS4134 
219.147.249.70,219.147.249.101,isp,CN,AS17897 
219.147.249.102,219.147.255.255,business,CN,AS4134 
