219.147.1.0,219.147.3.11,isp,CN,AS4134 
219.147.3.12,219.147.3.19,business,CN,AS4134 
219.147.3.20,219.147.31.255,isp,CN,AS4134 
219.147.32.0,219.147.56.255,business,CN,AS4134 
219.147.57.0,219.147.57.15,isp,CN,AS4134 
219.147.57.16,219.147.57.63,business,CN,AS4134 
219.147.57.64,219.147.57.79,isp,CN,AS4134 
219.147.57.80,219.147.64.255,business,CN,AS4134 
219.147.65.0,219.147.65.191,isp,CN,AS4134 
219.147.65.192,219.147.68.255,business,CN,AS4134 
219.147.69.0,219.147.69.3,isp,CN,AS4134 
219.147.69.4,219.147.69.11,business,CN,AS4134 
219.147.69.12,219.147.69.143,isp,CN,AS4134 
219.147.69.144,219.147.69.145,business,CN,AS4134 
219.147.69.146,219.147.69.153,isp,CN,AS4134 
219.147.69.154,219.147.69.159,business,CN,AS4134 
219.147.69.160,219.147.70.255,isp,CN,AS4134 
219.147.71.0,219.147.95.255,business,CN,AS4134 
219.147.96.0,219.147.127.255,isp,CN,AS4134 
219.147.128.0,219.147.174.63,business,CN,AS4134 
219.147.174.64,219.147.174.191,isp,CN,AS4134 
219.147.174.192,219.147.175.255,business,CN,AS4134 
219.147.176.0,219.147.176.111,isp,CN,AS4134 
219.147.176.112,219.147.176.127,business,CN,AS4134 
219.147.176.128,219.147.184.63,isp,CN,AS4134 
219.147.184.64,219.147.186.255,business,CN,AS4134 
219.147.187.0,219.147.188.207,isp,CN,AS4134 
219.147.188.208,219.147.189.159,business,CN,AS4134 
219.147.189.160,219.147.189.191,isp,CN,AS4134 
219.147.189.192,219.147.189.223,business,CN,AS4134 
219.147.189.224,219.147.190.31,isp,CN,AS4134 
219.147.190.32,219.147.190.63,business,CN,AS4134 
219.147.190.64,219.147.190.207,isp,CN,AS4134 
219.147.190.208,219.147.190.223,business,CN,AS4134 
219.147.190.224,219.147.192.27,isp,CN,AS4134 
219.147.192.28,219.147.192.31,business,CN,AS4134 
219.147.192.32,219.147.192.47,isp,CN,AS4134 
219.147.192.48,219.147.192.51,business,CN,AS4134 
219.147.192.52,219.147.192.91,isp,CN,AS4134 
219.147.192.92,219.147.192.99,business,CN,AS4134 
219.147.192.100,219.147.192.103,isp,CN,AS4134 
219.147.192.104,219.147.192.111,business,CN,AS4134 
219.147.192.112,219.147.192.151,isp,CN,AS4134 
219.147.192.152,219.147.192.155,business,CN,AS4134 
219.147.192.156,219.147.192.231,isp,CN,AS4134 
219.147.192.232,219.147.192.239,business,CN,AS4134 
219.147.192.240,219.147.192.255,isp,CN,AS4134 
219.147.193.0,219.147.195.255,business,CN,AS4134 
219.147.196.0,219.147.196.63,isp,CN,AS4134 
219.147.196.64,219.147.196.79,business,CN,AS4134 
219.147.196.80,219.147.196.159,isp,CN,AS4134 
219.147.196.160,219.147.196.191,business,CN,AS4134 
219.147.196.192,219.147.196.255,isp,CN,AS4134 
219.147.197.0,219.147.197.31,business,CN,AS4134 
219.147.197.32,219.147.197.39,isp,CN,AS4134 
219.147.197.40,219.147.197.47,business,CN,AS4134 
219.147.197.48,219.147.197.115,isp,CN,AS4134 
219.147.197.116,219.147.197.127,business,CN,AS4134 
219.147.197.128,219.147.197.155,isp,CN,AS4134 
219.147.197.156,219.147.197.159,business,CN,AS4134 
219.147.197.160,219.147.197.191,isp,CN,AS4134 
219.147.197.192,219.147.197.223,business,CN,AS4134 
219.147.197.224,219.147.197.239,isp,CN,AS4134 
219.147.197.240,219.147.198.159,business,CN,AS4134 
219.147.198.160,219.147.198.191,isp,CN,AS4134 
219.147.198.192,219.147.198.255,business,CN,AS4134 
219.147.199.0,219.147.199.19,isp,CN,AS4134 
219.147.199.20,219.147.199.23,business,CN,AS4134 
219.147.199.24,219.147.199.47,isp,CN,AS4134 
219.147.199.48,219.147.199.63,business,CN,AS4134 
219.147.199.64,219.147.199.79,isp,CN,AS4134 
219.147.199.80,219.147.199.143,business,CN,AS4134 
219.147.199.144,219.147.199.151,isp,CN,AS4134 
219.147.199.152,219.147.199.183,business,CN,AS4134 
219.147.199.184,219.147.199.191,isp,CN,AS4134 
219.147.199.192,219.147.199.195,business,CN,AS4134 
219.147.199.196,219.147.199.223,isp,CN,AS4134 
219.147.199.224,219.147.199.255,business,CN,AS4134 
219.147.200.0,219.147.200.15,isp,CN,AS4134 
219.147.200.16,219.147.200.23,business,CN,AS4134 
219.147.200.24,219.147.200.79,isp,CN,AS4134 
219.147.200.80,219.147.200.127,business,CN,AS4134 
219.147.200.128,219.147.201.59,isp,CN,AS4134 
219.147.201.60,219.147.201.63,business,CN,AS4134 
219.147.201.64,219.147.201.127,isp,CN,AS4134 
219.147.201.128,219.147.201.215,business,CN,AS4134 
219.147.201.216,219.147.201.239,isp,CN,AS4134 
219.147.201.240,219.147.202.255,business,CN,AS4134 
219.147.203.0,219.147.203.7,isp,CN,AS4134 
219.147.203.8,219.147.203.19,business,CN,AS4134 
219.147.203.20,219.147.203.23,isp,CN,AS4134 
219.147.203.24,219.147.203.39,business,CN,AS4134 
219.147.203.40,219.147.203.43,isp,CN,AS4134 
219.147.203.44,219.147.203.87,business,CN,AS4134 
219.147.203.88,219.147.203.95,isp,CN,AS4134 
219.147.203.96,219.147.203.99,business,CN,AS4134 
219.147.203.100,219.147.203.111,isp,CN,AS4134 
