66.115.28.0,66.115.28.255,business,US 
66.115.29.0,66.115.67.79,isp,US 
66.115.67.80,66.115.67.95,business,US 
66.115.67.96,66.115.127.255,isp,US 
66.115.128.0,66.115.141.255,hosting,US 
66.115.142.0,66.115.142.255,business,CA 
66.115.143.0,66.115.143.255,hosting,US 
66.115.144.0,66.115.144.255,business,US 
66.115.145.0,66.115.145.255,business,CA 
66.115.146.0,66.115.147.255,hosting,CA 
66.115.148.0,66.115.149.167,hosting,US 
66.115.149.168,66.115.149.175,isp,US 
66.115.149.176,66.115.149.207,hosting,US 
66.115.149.208,66.115.149.215,isp,US 
66.115.149.216,66.115.151.255,hosting,US 
66.115.152.0,66.115.152.255,business,US 
66.115.153.0,66.115.154.255,hosting,US 
66.115.155.0,66.115.155.255,business,US 
66.115.156.0,66.115.160.255,hosting,US 
66.115.161.0,66.115.162.255,business,US 
66.115.163.0,66.115.164.255,hosting,US 
66.115.165.0,66.115.165.255,business,US 
66.115.166.0,66.115.170.127,hosting,US 
66.115.170.128,66.115.170.159,hosting,GB 
66.115.170.160,66.115.170.191,hosting,CY 
66.115.170.192,66.115.175.111,hosting,US 
66.115.175.112,66.115.175.127,hosting,AN 
66.115.175.128,66.115.179.63,hosting,US 
66.115.179.64,66.115.179.95,business,US 
66.115.179.96,66.115.184.79,hosting,US 
66.115.184.80,66.115.184.95,hosting,CY 
66.115.184.96,66.115.185.127,hosting,US 
66.115.185.128,66.115.185.143,hosting,CY 
66.115.185.144,66.115.188.255,hosting,US 
66.115.189.0,66.115.189.63,hosting,CY 
66.115.189.64,66.115.189.127,hosting,ES 
66.115.189.128,66.115.191.255,hosting,US 
66.115.192.0,66.115.192.31,isp,US 
66.115.192.32,66.115.192.47,business,US 
66.115.192.48,66.115.192.175,isp,US 
66.115.192.176,66.115.192.183,business,US 
66.115.192.184,66.115.192.207,isp,US 
66.115.192.208,66.115.192.223,business,US 
66.115.192.224,66.115.192.239,isp,US 
66.115.192.240,66.115.192.247,business,US 
66.115.192.248,66.115.194.255,isp,US 
66.115.195.0,66.115.195.55,business,US 
