66.208.0.0,66.208.63.255,isp,US,AS22925 
66.208.64.0,66.208.79.255,isp,US,AS10352 
66.208.80.0,66.208.95.255,business,US, 
66.208.96.0,66.208.97.255,isp,US,AS18618 
66.208.98.0,66.208.98.255,isp,US,AS16823 
66.208.99.0,66.208.101.255,business,US,AS18618 
66.208.102.0,66.208.103.255,isp,US,AS18618 
66.208.104.0,66.208.104.255,isp,US,AS16823 
66.208.105.0,66.208.111.255,isp,US,AS18618 
66.208.112.0,66.208.112.31,isp,US,AS32098 
66.208.112.32,66.208.112.63,education,US,AS32098 
66.208.112.64,66.208.112.95,isp,US,AS32098 
66.208.112.96,66.208.112.111,business,US,AS32098 
66.208.112.112,66.208.112.199,isp,US,AS32098 
66.208.112.200,66.208.112.207,business,US,AS32098 
66.208.112.208,66.208.113.127,isp,US,AS32098 
66.208.113.128,66.208.113.143,education,US,AS32098 
66.208.113.144,66.208.115.15,isp,US,AS32098 
66.208.115.16,66.208.115.31,business,US,AS32098 
66.208.115.32,66.208.115.63,isp,US,AS32098 
66.208.115.64,66.208.115.95,business,US,AS32098 
66.208.115.96,66.208.115.255,isp,US,AS32098 
66.208.116.0,66.208.116.255,business,US,AS32098 
66.208.117.0,66.208.118.127,isp,US,AS32098 
66.208.118.128,66.208.119.31,business,US,AS32098 
66.208.119.32,66.208.119.39,isp,US,AS32098 
66.208.119.40,66.208.119.47,education,US,AS32098 
66.208.119.48,66.208.119.95,isp,US,AS32098 
66.208.119.96,66.208.119.127,education,US,AS32098 
66.208.119.128,66.208.119.167,business,US,AS32098 
66.208.119.168,66.208.121.255,isp,US,AS32098 
66.208.122.0,66.208.122.255,business,US,AS32098 
66.208.123.0,66.208.124.255,isp,US,AS32098 
66.208.125.0,66.208.125.255,business,US,AS32098 
66.208.126.0,66.208.126.7,isp,US,AS32098 
66.208.126.8,66.208.126.31,business,US,AS32098 
66.208.126.32,66.208.126.39,isp,US,AS32098 
66.208.126.40,66.208.126.47,business,US,AS32098 
66.208.126.48,66.208.126.95,isp,US,AS32098 
66.208.126.96,66.208.126.143,business,US,AS32098 
66.208.126.144,66.208.126.159,isp,US,AS32098 
66.208.126.160,66.208.126.175,business,US,AS32098 
66.208.126.176,66.208.127.255,isp,US,AS32098 
66.208.128.0,66.208.129.255,isp,US,AS209 
66.208.130.0,66.208.130.7,business,US,AS209 
66.208.130.8,66.208.130.23,isp,US,AS209 
66.208.130.24,66.208.130.119,business,US,AS209 
66.208.130.120,66.208.130.135,isp,US,AS209 
66.208.130.136,66.208.130.151,business,US,AS209 
66.208.130.152,66.208.130.191,isp,US,AS209 
66.208.130.192,66.208.130.255,business,US,AS209 
66.208.131.0,66.208.131.255,business,US,AS5006 
66.208.132.0,66.208.135.255,isp,US,AS209 
66.208.136.0,66.208.136.23,business,US,AS22561 
66.208.136.24,66.208.136.31,isp,US,AS22561 
