66.196.32.0,66.196.34.31,business,CA 
66.196.34.32,66.196.34.39,business,US 
66.196.34.40,66.196.34.191,business,CA 
66.196.34.192,66.196.34.207,isp,CA 
66.196.34.208,66.196.40.143,business,CA 
66.196.40.144,66.196.40.159,business,TW 
66.196.40.160,66.196.41.111,business,CA 
66.196.41.112,66.196.41.127,isp,CA 
66.196.41.128,66.196.41.159,business,CA 
66.196.41.160,66.196.41.175,isp,CA 
66.196.41.176,66.196.42.95,business,CA 
66.196.42.96,66.196.42.127,business,US 
66.196.42.128,66.196.42.135,isp,CA 
66.196.42.136,66.196.42.159,business,CA 
66.196.42.160,66.196.42.175,isp,CA 
66.196.42.176,66.196.45.207,business,CA 
66.196.45.208,66.196.45.223,isp,CA 
66.196.45.224,66.196.47.255,business,CA 
66.196.48.0,66.196.49.95,isp,US 
66.196.49.96,66.196.49.191,business,US 
66.196.49.192,66.196.49.247,isp,US 
66.196.49.248,66.196.49.255,business,US 
66.196.50.0,66.196.50.71,isp,US 
66.196.50.72,66.196.50.79,business,US 
66.196.50.80,66.196.127.255,isp,US 
66.196.128.0,66.196.192.31,business,US 
66.196.192.32,66.196.192.39,hosting,US 
66.196.192.40,66.196.192.55,business,US 
66.196.192.56,66.196.192.75,hosting,US 
66.196.192.76,66.196.192.79,business,US 
66.196.192.80,66.196.192.95,hosting,US 
66.196.192.96,66.196.192.111,business,US 
66.196.192.112,66.196.192.127,hosting,US 
66.196.192.128,66.196.192.135,business,US 
66.196.192.136,66.196.192.163,hosting,US 
66.196.192.164,66.196.192.167,business,US 
66.196.192.168,66.196.192.175,hosting,US 
66.196.192.176,66.196.192.191,business,US 
66.196.192.192,66.196.192.203,hosting,US 
66.196.192.204,66.196.192.207,business,US 
66.196.192.208,66.196.192.255,hosting,US 
66.196.193.0,66.196.193.3,business,US 
66.196.193.4,66.196.193.11,hosting,US 
66.196.193.12,66.196.193.15,business,US 
66.196.193.16,66.196.193.103,hosting,US 
66.196.193.104,66.196.193.119,business,US 
66.196.193.120,66.196.193.183,hosting,US 
66.196.193.184,66.196.193.191,business,US 
66.196.193.192,66.196.193.255,hosting,US 
66.196.194.0,66.196.194.7,business,US 
66.196.194.8,66.196.194.39,hosting,US 
66.196.194.40,66.196.194.47,education,US 
66.196.194.48,66.196.194.63,business,US 
66.196.194.64,66.196.194.71,hosting,US 
66.196.194.72,66.196.194.87,business,US 
66.196.194.88,66.196.194.95,hosting,US 
66.196.194.96,66.196.194.103,business,US 
66.196.194.104,66.196.194.119,hosting,US 
66.196.194.120,66.196.194.127,business,US 
66.196.194.128,66.196.194.131,hosting,US 
66.196.194.132,66.196.194.135,business,US 
66.196.194.136,66.196.194.159,hosting,US 
66.196.194.160,66.196.194.191,business,US 
66.196.194.192,66.196.194.207,hosting,US 
66.196.194.208,66.196.194.223,business,US 
66.196.194.224,66.196.194.255,hosting,US 
66.196.195.0,66.196.195.7,business,US 
66.196.195.8,66.196.195.23,hosting,US 
66.196.195.24,66.196.195.63,business,US 
66.196.195.64,66.196.195.71,hosting,US 
66.196.195.72,66.196.195.83,business,US 
66.196.195.84,66.196.195.95,hosting,US 
66.196.195.96,66.196.195.111,education,US 
66.196.195.112,66.196.195.127,hosting,US 
66.196.195.128,66.196.195.175,business,US 
66.196.195.176,66.196.195.191,hosting,US 
66.196.195.192,66.196.196.15,business,US 
66.196.196.16,66.196.196.31,hosting,US 
66.196.196.32,66.196.196.55,business,US 
66.196.196.56,66.196.196.63,hosting,US 
66.196.196.64,66.196.196.79,business,US 
66.196.196.80,66.196.196.87,hosting,US 
66.196.196.88,66.196.196.215,business,US 
66.196.196.216,66.196.196.223,hosting,US 
66.196.196.224,66.196.196.239,business,US 
66.196.196.240,66.196.196.247,hosting,US 
66.196.196.248,66.196.197.15,business,US 
66.196.197.16,66.196.197.31,hosting,US 
66.196.197.32,66.196.197.79,business,US 
66.196.197.80,66.196.197.111,hosting,US 
66.196.197.112,66.196.197.255,business,US 
66.196.198.0,66.196.198.31,education,US 
66.196.198.32,66.196.198.63,business,US 
66.196.198.64,66.196.198.79,hosting,US 
66.196.198.80,66.196.198.127,business,US 
66.196.198.128,66.196.198.143,hosting,US 
66.196.198.144,66.196.198.167,business,US 
66.196.198.168,66.196.198.175,hosting,US 
66.196.198.176,66.196.198.199,business,US 
66.196.198.200,66.196.198.207,hosting,US 
66.196.198.208,66.196.199.47,business,US 
66.196.199.48,66.196.199.63,hosting,US 
66.196.199.64,66.196.199.67,business,US 
66.196.199.68,66.196.199.71,hosting,US 
66.196.199.72,66.196.199.159,business,US 
66.196.199.160,66.196.199.167,hosting,US 
66.196.199.168,66.196.200.23,business,US 
66.196.200.24,66.196.200.31,hosting,US 
66.196.200.32,66.196.200.87,business,US 
66.196.200.88,66.196.200.119,hosting,US 
66.196.200.120,66.196.200.175,business,US 
66.196.200.176,66.196.200.183,hosting,US 
66.196.200.184,66.196.200.247,business,US 
66.196.200.248,66.196.200.255,hosting,US 
66.196.201.0,66.196.201.7,business,US 
66.196.201.8,66.196.201.31,hosting,US 
66.196.201.32,66.196.201.39,business,US 
66.196.201.40,66.196.201.47,hosting,US 
66.196.201.48,66.196.201.79,business,US 
66.196.201.80,66.196.201.95,hosting,US 
66.196.201.96,66.196.201.99,business,US 
