66.241.0.0,66.241.27.255,hosting,US,AS25766 
66.241.28.0,66.241.28.255,business,US,AS25766 
66.241.29.0,66.241.31.255,hosting,US,AS25766 
66.241.32.0,66.241.63.255,business,US,AS25923 
66.241.64.0,66.241.95.255,isp,US,AS14188 
66.241.96.0,66.241.111.255,hosting,US,AS14929 
66.241.112.0,66.241.127.255,hosting,US,AS40509 
66.241.128.0,66.241.128.255,isp,CA,AS23498 
66.241.129.0,66.241.129.15,business,CA,AS23498 
66.241.129.16,66.241.129.23,isp,CA,AS23498 
66.241.129.24,66.241.129.31,business,CA,AS23498 
66.241.129.32,66.241.129.55,isp,CA,AS23498 
66.241.129.56,66.241.129.87,business,CA,AS23498 
66.241.129.88,66.241.129.103,isp,CA,AS23498 
66.241.129.104,66.241.129.119,business,CA,AS23498 
66.241.129.120,66.241.129.127,isp,CA,AS23498 
66.241.129.128,66.241.129.151,business,CA,AS23498 
66.241.129.152,66.241.129.159,isp,CA,AS23498 
66.241.129.160,66.241.129.167,education,CA,AS23498 
66.241.129.168,66.241.130.255,isp,CA,AS23498 
66.241.131.0,66.241.131.63,business,CA,AS23498 
66.241.131.64,66.241.131.95,isp,CA,AS23498 
66.241.131.96,66.241.131.159,business,CA,AS23498 
66.241.131.160,66.241.131.191,isp,CA,AS23498 
66.241.131.192,66.241.131.255,business,CA,AS23498 
66.241.132.0,66.241.132.95,isp,CA,AS23498 
66.241.132.96,66.241.132.191,business,CA,AS23498 
66.241.132.192,66.241.133.255,isp,CA,AS23498 
66.241.134.0,66.241.134.15,business,CA,AS23498 
66.241.134.16,66.241.134.31,isp,CA,AS23498 
66.241.134.32,66.241.134.63,business,CA,AS23498 
66.241.134.64,66.241.134.79,isp,CA,AS23498 
66.241.134.80,66.241.134.95,business,CA,AS23498 
66.241.134.96,66.241.134.127,isp,CA,AS23498 
66.241.134.128,66.241.134.143,business,CA,AS23498 
66.241.134.144,66.241.134.159,isp,CA,AS23498 
66.241.134.160,66.241.134.191,business,CA,AS23498 
66.241.134.192,66.241.135.191,isp,CA,AS23498 
66.241.135.192,66.241.135.255,business,CA,AS23498 
66.241.136.0,66.241.136.127,isp,CA,AS23498 
66.241.136.128,66.241.136.255,business,CA,AS23498 
66.241.137.0,66.241.137.255,isp,CA,AS23498 
66.241.138.0,66.241.138.127,business,CA,AS23498 
66.241.138.128,66.241.138.255,isp,CA,AS23498 
66.241.139.0,66.241.139.255,isp,CA,AS62667 
66.241.140.0,66.241.140.255,isp,CA,AS23498 
66.241.141.0,66.241.141.255,business,CA,AS23498 
66.241.142.0,66.241.143.15,isp,CA,AS23498 
66.241.143.16,66.241.143.31,business,CA,AS23498 
66.241.143.32,66.241.143.255,isp,CA,AS23498 
66.241.144.0,66.241.159.255,hosting,US,AS36221 
66.241.160.0,66.241.191.255,isp,US,AS16604 
66.241.192.0,66.241.255.255,hosting,US,AS20021 
