66.152.0.0,66.152.63.255,isp,US, 
66.152.64.0,66.152.64.223,hosting,CA,AS14720 
66.152.64.224,66.152.64.255,business,CA,AS14720 
66.152.65.0,66.152.95.255,hosting,CA,AS14720 
66.152.96.0,66.152.96.135,isp,US,AS13536 
66.152.96.136,66.152.96.143,business,US,AS13536 
66.152.96.144,66.152.98.255,isp,US,AS13536 
66.152.99.0,66.152.99.63,business,US,AS13536 
66.152.99.64,66.152.99.95,isp,US,AS13536 
66.152.99.96,66.152.99.111,business,US,AS13536 
66.152.99.112,66.152.99.199,isp,US,AS13536 
66.152.99.200,66.152.99.223,business,US,AS13536 
66.152.99.224,66.152.99.239,isp,US,AS13536 
66.152.99.240,66.152.99.247,business,US,AS13536 
66.152.99.248,66.152.100.15,isp,US,AS13536 
66.152.100.16,66.152.100.31,business,US,AS13536 
66.152.100.32,66.152.100.87,isp,US,AS13536 
66.152.100.88,66.152.100.95,business,US,AS13536 
66.152.100.96,66.152.100.103,isp,US,AS13536 
66.152.100.104,66.152.100.111,business,US,AS13536 
66.152.100.112,66.152.100.119,isp,US,AS13536 
66.152.100.120,66.152.100.127,business,US,AS13536 
66.152.100.128,66.152.101.63,isp,US,AS13536 
66.152.101.64,66.152.101.79,business,US,AS13536 
66.152.101.80,66.152.101.95,education,US,AS13536 
66.152.101.96,66.152.101.111,business,US,AS13536 
66.152.101.112,66.152.101.127,education,US,AS13536 
66.152.101.128,66.152.101.159,isp,US,AS13536 
66.152.101.160,66.152.101.191,business,US,AS13536 
66.152.101.192,66.152.101.223,isp,US,AS13536 
66.152.101.224,66.152.101.255,business,US,AS13536 
66.152.102.0,66.152.102.7,isp,US,AS13536 
66.152.102.8,66.152.102.15,business,US,AS13536 
66.152.102.16,66.152.102.23,isp,US,AS13536 
66.152.102.24,66.152.102.31,business,US,AS13536 
66.152.102.32,66.152.102.47,isp,US,AS13536 
66.152.102.48,66.152.102.63,business,US,AS13536 
66.152.102.64,66.152.102.87,isp,US,AS13536 
66.152.102.88,66.152.102.103,business,US,AS13536 
66.152.102.104,66.152.102.111,isp,US,AS13536 
66.152.102.112,66.152.102.135,business,US,AS13536 
66.152.102.136,66.152.102.143,isp,US,AS13536 
66.152.102.144,66.152.102.151,education,US,AS13536 
66.152.102.152,66.152.102.207,isp,US,AS13536 
66.152.102.208,66.152.102.215,education,US,AS13536 
66.152.102.216,66.152.102.223,isp,US,AS13536 
66.152.102.224,66.152.102.247,business,US,AS13536 
66.152.102.248,66.152.103.63,isp,US,AS13536 
66.152.103.64,66.152.103.199,business,US,AS13536 
66.152.103.200,66.152.103.207,education,US,AS13536 
66.152.103.208,66.152.103.223,isp,US,AS13536 
66.152.103.224,66.152.103.231,business,US,AS13536 
66.152.103.232,66.152.103.247,isp,US,AS13536 
66.152.103.248,66.152.103.255,business,US,AS13536 
66.152.104.0,66.152.104.15,isp,US,AS13536 
66.152.104.16,66.152.104.23,education,US,AS13536 
66.152.104.24,66.152.104.31,business,US,AS13536 
66.152.104.32,66.152.104.111,isp,US,AS13536 
66.152.104.112,66.152.104.127,business,US,AS13536 
66.152.104.128,66.152.104.135,isp,US,AS13536 
66.152.104.136,66.152.104.151,business,US,AS13536 
66.152.104.152,66.152.104.159,education,US,AS13536 
66.152.104.160,66.152.104.167,business,US,AS13536 
66.152.104.168,66.152.104.199,isp,US,AS13536 
66.152.104.200,66.152.104.207,business,US,AS13536 
66.152.104.208,66.152.104.223,isp,US,AS13536 
66.152.104.224,66.152.104.231,business,US,AS13536 
66.152.104.232,66.152.104.239,isp,US,AS13536 
66.152.104.240,66.152.104.247,education,US,AS13536 
66.152.104.248,66.152.105.135,isp,US,AS13536 
66.152.105.136,66.152.105.143,business,US,AS13536 
66.152.105.144,66.152.105.151,education,US,AS13536 
66.152.105.152,66.152.105.175,isp,US,AS13536 
66.152.105.176,66.152.105.191,business,US,AS13536 
66.152.105.192,66.152.106.15,isp,US,AS13536 
66.152.106.16,66.152.106.23,business,US,AS13536 
66.152.106.24,66.152.106.63,isp,US,AS13536 
66.152.106.64,66.152.106.79,business,US,AS13536 
66.152.106.80,66.152.106.87,isp,US,AS13536 
66.152.106.88,66.152.106.95,business,US,AS13536 
66.152.106.96,66.152.106.111,isp,US,AS13536 
66.152.106.112,66.152.106.119,business,US,AS13536 
66.152.106.120,66.152.106.151,isp,US,AS13536 
66.152.106.152,66.152.106.175,business,US,AS13536 
66.152.106.176,66.152.106.183,isp,US,AS13536 
66.152.106.184,66.152.106.207,business,US,AS13536 
66.152.106.208,66.152.106.223,isp,US,AS13536 
66.152.106.224,66.152.106.255,business,US,AS13536 
66.152.107.0,66.152.107.31,isp,US,AS13536 
66.152.107.32,66.152.107.39,business,US,AS13536 
66.152.107.40,66.152.107.71,isp,US,AS13536 
66.152.107.72,66.152.107.95,business,US,AS13536 
66.152.107.96,66.152.107.127,isp,US,AS13536 
66.152.107.128,66.152.107.135,business,US,AS13536 
66.152.107.136,66.152.107.151,isp,US,AS13536 
66.152.107.152,66.152.107.159,business,US,AS13536 
66.152.107.160,66.152.107.167,isp,US,AS13536 
66.152.107.168,66.152.107.175,business,US,AS13536 
66.152.107.176,66.152.107.183,isp,US,AS13536 
66.152.107.184,66.152.107.191,business,US,AS13536 
66.152.107.192,66.152.107.207,isp,US,AS13536 
66.152.107.208,66.152.107.231,business,US,AS13536 
66.152.107.232,66.152.107.255,isp,US,AS13536 
66.152.108.0,66.152.108.31,business,US,AS13536 
66.152.108.32,66.152.108.47,isp,US,AS13536 
66.152.108.48,66.152.108.79,business,US,AS13536 
66.152.108.80,66.152.108.111,isp,US,AS13536 
