66.117.0.0,66.117.1.191,hosting,US 
66.117.1.192,66.117.1.207,hosting,AU 
66.117.1.208,66.117.1.255,hosting,US 
66.117.2.0,66.117.2.7,isp,US 
66.117.2.8,66.117.2.15,hosting,IN 
66.117.2.16,66.117.2.31,hosting,CN 
66.117.2.32,66.117.2.63,hosting,US 
66.117.2.64,66.117.2.127,business,US 
66.117.2.128,66.117.2.191,hosting,US 
66.117.2.192,66.117.2.255,hosting,CN 
66.117.3.0,66.117.7.255,hosting,US 
66.117.8.0,66.117.11.255,business,US 
66.117.12.0,66.117.32.255,hosting,US 
66.117.33.0,66.117.33.255,business,US 
66.117.34.0,66.117.37.223,hosting,US 
66.117.37.224,66.117.37.239,business,US 
66.117.37.240,66.117.46.255,hosting,US 
66.117.47.0,66.117.47.255,business,US 
66.117.48.0,66.117.59.159,hosting,US 
66.117.59.160,66.117.59.175,business,US 
66.117.59.176,66.117.63.255,hosting,US 
66.117.64.0,66.117.71.255,business,US 
66.117.72.0,66.117.73.255,isp,US 
66.117.74.0,66.117.74.255,business,US 
66.117.75.0,66.117.82.79,isp,US 
66.117.82.80,66.117.82.95,business,US 
66.117.82.96,66.117.83.255,isp,US 
66.117.84.0,66.117.84.255,business,US 
66.117.85.0,66.117.85.255,isp,US 
66.117.86.0,66.117.87.255,business,US 
66.117.88.0,66.117.111.255,isp,US 
66.117.112.0,66.117.127.255,business,US 
66.117.128.0,66.117.159.255,isp,US 
66.117.160.0,66.117.160.63,hosting,US 
66.117.160.64,66.117.160.71,isp,US 
66.117.160.72,66.117.160.127,hosting,US 
66.117.160.128,66.117.160.255,isp,US 
66.117.161.0,66.117.163.255,hosting,US 
66.117.164.0,66.117.175.255,isp,US 
66.117.176.0,66.117.191.255,hosting,US 
66.117.192.0,66.117.193.63,business,US 
66.117.193.64,66.117.193.95,isp,US 
66.117.193.96,66.117.193.175,business,US 
66.117.193.176,66.117.193.199,isp,US 
66.117.193.200,66.117.193.207,business,US 
66.117.193.208,66.117.193.231,isp,US 
66.117.193.232,66.117.193.237,business,US 
66.117.193.238,66.117.193.239,isp,US 
66.117.193.240,66.117.193.255,business,US 
66.117.194.0,66.117.195.15,isp,US 
66.117.195.16,66.117.195.23,business,US 
66.117.195.24,66.117.195.31,isp,US 
66.117.195.32,66.117.195.63,business,US 
66.117.195.64,66.117.195.127,isp,US 
66.117.195.128,66.117.195.141,business,US 
66.117.195.142,66.117.195.149,isp,US 
66.117.195.150,66.117.195.159,business,US 
66.117.195.160,66.117.195.163,isp,US 
66.117.195.164,66.117.195.165,business,US 
66.117.195.166,66.117.195.183,isp,US 
66.117.195.184,66.117.195.189,business,US 
66.117.195.190,66.117.195.199,isp,US 
66.117.195.200,66.117.195.201,business,US 
66.117.195.202,66.117.195.207,isp,US 
66.117.195.208,66.117.195.215,business,US 
66.117.195.216,66.117.195.221,isp,US 
66.117.195.222,66.117.195.223,business,US 
66.117.195.224,66.117.195.231,isp,US 
66.117.195.232,66.117.195.239,business,US 
66.117.195.240,66.117.195.255,isp,US 
66.117.196.0,66.117.196.255,business,US 
66.117.197.0,66.117.198.7,isp,US 
66.117.198.8,66.117.198.75,business,US 
66.117.198.76,66.117.198.77,isp,US 
66.117.198.78,66.117.198.79,business,US 
66.117.198.80,66.117.198.91,isp,US 
66.117.198.92,66.117.198.93,business,US 
66.117.198.94,66.117.198.95,isp,US 
66.117.198.96,66.117.198.143,business,US 
66.117.198.144,66.117.198.227,isp,US 
66.117.198.228,66.117.198.231,business,US 
66.117.198.232,66.117.198.239,isp,US 
66.117.198.240,66.117.198.247,business,US 
66.117.198.248,66.117.198.251,isp,US 
66.117.198.252,66.117.198.255,education,US 
66.117.199.0,66.117.199.39,isp,US 
66.117.199.40,66.117.199.47,business,US 
66.117.199.48,66.117.199.63,isp,US 
66.117.199.64,66.117.199.79,business,US 
66.117.199.80,66.117.199.119,isp,US 
66.117.199.120,66.117.199.127,business,US 
66.117.199.128,66.117.199.157,isp,US 
66.117.199.158,66.117.199.211,business,US 
66.117.199.212,66.117.199.227,isp,US 
66.117.199.228,66.117.199.231,business,US 
66.117.199.232,66.117.199.245,isp,US 
66.117.199.246,66.117.199.247,business,US 
66.117.199.248,66.117.199.255,isp,US 
66.117.200.0,66.117.200.31,education,US 
66.117.200.32,66.117.200.47,business,US 
66.117.200.48,66.117.200.79,isp,US 
66.117.200.80,66.117.200.83,business,US 
66.117.200.84,66.117.200.123,isp,US 
66.117.200.124,66.117.200.127,business,US 
66.117.200.128,66.117.200.149,isp,US 
66.117.200.150,66.117.200.151,business,US 
66.117.200.152,66.117.200.153,isp,US 
66.117.200.154,66.117.200.155,business,US 
66.117.200.156,66.117.200.159,isp,US 
66.117.200.160,66.117.200.167,business,US 
66.117.200.168,66.117.200.175,isp,US 
66.117.200.176,66.117.200.191,business,US 
66.117.200.192,66.117.200.199,isp,US 
66.117.200.200,66.117.200.203,business,US 
66.117.200.204,66.117.200.215,isp,US 
66.117.200.216,66.117.200.219,business,US 
66.117.200.220,66.117.200.239,isp,US 
66.117.200.240,66.117.200.247,business,US 
66.117.200.248,66.117.200.251,education,US 
66.117.200.252,66.117.201.5,business,US 
66.117.201.6,66.117.201.15,isp,US 
66.117.201.16,66.117.201.31,business,US 
66.117.201.32,66.117.201.51,isp,US 
66.117.201.52,66.117.201.63,business,US 
66.117.201.64,66.117.201.65,isp,US 
66.117.201.66,66.117.201.67,business,US 
66.117.201.68,66.117.201.81,isp,US 
66.117.201.82,66.117.201.83,business,US 
66.117.201.84,66.117.201.95,isp,US 
66.117.201.96,66.117.201.127,business,US 
66.117.201.128,66.117.201.135,isp,US 
66.117.201.136,66.117.201.151,business,US 
66.117.201.152,66.117.201.175,isp,US 
66.117.201.176,66.117.201.183,business,US 
66.117.201.184,66.117.201.185,isp,US 
66.117.201.186,66.117.201.187,business,US 
66.117.201.188,66.117.201.195,isp,US 
66.117.201.196,66.117.201.207,business,US 
66.117.201.208,66.117.201.211,isp,US 
66.117.201.212,66.117.201.219,business,US 
66.117.201.220,66.117.201.231,isp,US 
66.117.201.232,66.117.201.235,business,US 
66.117.201.236,66.117.202.11,isp,US 
66.117.202.12,66.117.202.13,business,US 
66.117.202.14,66.117.202.45,isp,US 
66.117.202.46,66.117.202.47,business,US 
66.117.202.48,66.117.202.49,isp,US 
66.117.202.50,66.117.202.61,business,US 
66.117.202.62,66.117.202.111,isp,US 
66.117.202.112,66.117.202.135,business,US 
66.117.202.136,66.117.202.181,isp,US 
66.117.202.182,66.117.202.183,business,US 
66.117.202.184,66.117.202.187,isp,US 
66.117.202.188,66.117.202.189,business,US 
66.117.202.190,66.117.202.191,isp,US 
66.117.202.192,66.117.202.231,business,US 
66.117.202.232,66.117.203.79,isp,US 
66.117.203.80,66.117.203.87,business,US 
66.117.203.88,66.117.203.103,isp,US 
66.117.203.104,66.117.203.113,business,US 
66.117.203.114,66.117.203.227,isp,US 
66.117.203.228,66.117.203.231,business,US 
66.117.203.232,66.117.203.241,isp,US 
66.117.203.242,66.117.203.243,business,US 
66.117.203.244,66.117.203.245,isp,US 
66.117.203.246,66.117.204.127,business,US 
66.117.204.128,66.117.204.147,isp,US 
66.117.204.148,66.117.204.151,business,US 
66.117.204.152,66.117.204.167,isp,US 
66.117.204.168,66.117.204.191,business,US 
66.117.204.192,66.117.205.7,isp,US 
66.117.205.8,66.117.205.13,business,US 
66.117.205.14,66.117.205.19,isp,US 
66.117.205.20,66.117.205.27,business,US 
66.117.205.28,66.117.205.31,isp,US 
66.117.205.32,66.117.205.33,business,US 
66.117.205.34,66.117.205.47,isp,US 
66.117.205.48,66.117.205.49,business,US 
66.117.205.50,66.117.205.51,isp,US 
66.117.205.52,66.117.205.53,business,US 
66.117.205.54,66.117.205.55,isp,US 
66.117.205.56,66.117.205.57,business,US 
66.117.205.58,66.117.205.63,isp,US 
66.117.205.64,66.117.205.79,business,US 
66.117.205.80,66.117.205.83,isp,US 
66.117.205.84,66.117.205.85,business,US 
66.117.205.86,66.117.205.87,isp,US 
66.117.205.88,66.117.205.89,business,US 
66.117.205.90,66.117.205.99,isp,US 
66.117.205.100,66.117.205.103,business,US 
66.117.205.104,66.117.205.117,isp,US 
66.117.205.118,66.117.205.133,business,US 
66.117.205.134,66.117.205.135,isp,US 
66.117.205.136,66.117.205.137,business,US 
66.117.205.138,66.117.205.143,isp,US 
66.117.205.144,66.117.205.151,business,US 
66.117.205.152,66.117.205.153,isp,US 
66.117.205.154,66.117.205.155,business,US 
66.117.205.156,66.117.205.157,isp,US 
66.117.205.158,66.117.205.183,business,US 
66.117.205.184,66.117.205.185,isp,US 
66.117.205.186,66.117.205.187,business,US 
66.117.205.188,66.117.205.191,isp,US 
66.117.205.192,66.117.205.239,business,US 
66.117.205.240,66.117.205.243,isp,US 
66.117.205.244,66.117.205.247,business,US 
66.117.205.248,66.117.205.251,isp,US 
66.117.205.252,66.117.205.255,business,US 
66.117.206.0,66.117.207.255,isp,US 
66.117.208.0,66.117.208.255,business,US 
66.117.209.0,66.117.210.5,isp,US 
66.117.210.6,66.117.210.11,business,US 
66.117.210.12,66.117.210.13,isp,US 
66.117.210.14,66.117.210.15,business,US 
66.117.210.16,66.117.210.21,isp,US 
66.117.210.22,66.117.210.35,business,US 
66.117.210.36,66.117.210.39,isp,US 
