66.249.0.0,66.249.0.255,hosting,US,AS29873 
66.249.1.0,66.249.1.15,business,US,AS29873 
66.249.1.16,66.249.2.95,hosting,US,AS29873 
66.249.2.96,66.249.2.103,business,US,AS29873 
66.249.2.104,66.249.2.127,hosting,US,AS29873 
66.249.2.128,66.249.2.159,business,US,AS29873 
66.249.2.160,66.249.2.223,hosting,US,AS29873 
66.249.2.224,66.249.2.239,business,US,AS29873 
66.249.2.240,66.249.11.255,hosting,US,AS29873 
66.249.12.0,66.249.12.255,business,US,AS29873 
66.249.13.0,66.249.15.255,hosting,US,AS29873 
66.249.16.0,66.249.17.255,business,US,AS29873 
66.249.18.0,66.249.24.255,hosting,US,AS29873 
66.249.25.0,66.249.25.255,business,US,AS29873 
66.249.26.0,66.249.31.255,hosting,US,AS29873 
66.249.32.0,66.249.63.255,isp,US,AS209 
66.249.64.0,66.249.95.255,hosting,US,AS15169 
66.249.96.0,66.249.96.255,isp,US,AS22442 
66.249.97.0,66.249.98.255,business,US,AS22442 
66.249.99.0,66.249.100.15,business,US,AS394437 
66.249.100.16,66.249.100.31,hosting,US,AS394437 
66.249.100.32,66.249.100.63,business,US,AS394437 
66.249.100.64,66.249.100.95,hosting,US,AS394437 
66.249.100.96,66.249.100.103,business,US,AS394437 
66.249.100.104,66.249.100.127,hosting,US,AS394437 
66.249.100.128,66.249.100.167,business,US,AS394437 
66.249.100.168,66.249.100.191,hosting,US,AS394437 
66.249.100.192,66.249.100.207,business,US,AS394437 
66.249.100.208,66.249.100.231,hosting,US,AS394437 
66.249.100.232,66.249.100.247,business,US,AS394437 
66.249.100.248,66.249.101.127,hosting,US,AS394437 
66.249.101.128,66.249.101.255,business,US,AS394437 
66.249.102.0,66.249.102.31,isp,US,AS22442 
66.249.102.32,66.249.102.47,business,US,AS22442 
66.249.102.48,66.249.102.55,isp,US,AS22442 
66.249.102.56,66.249.102.87,business,US,AS22442 
66.249.102.88,66.249.102.91,isp,US,AS22442 
66.249.102.92,66.249.102.95,business,US,AS22442 
66.249.102.96,66.249.102.119,isp,US,AS22442 
66.249.102.120,66.249.102.127,business,US,AS22442 
66.249.102.128,66.249.102.175,isp,US,AS22442 
66.249.102.176,66.249.102.223,business,US,AS22442 
