50.242.2.236,50.242.2.239,business,US 
50.242.2.240,50.242.24.183,isp,US 
50.242.24.184,50.242.24.187,business,US 
50.242.24.188,50.242.28.111,isp,US 
50.242.28.112,50.242.28.115,business,US 
50.242.28.116,50.242.102.111,isp,US 
50.242.102.112,50.242.102.115,business,US 
50.242.102.116,50.242.145.115,isp,US 
50.242.145.116,50.242.145.119,business,US 
50.242.145.120,50.242.149.191,isp,US 
50.242.149.192,50.242.149.195,business,US 
50.242.149.196,50.242.176.39,isp,US 
50.242.176.40,50.242.176.47,business,US 
50.242.176.48,50.242.176.63,isp,US 
50.242.176.64,50.242.176.71,business,US 
50.242.176.72,50.242.176.199,isp,US 
50.242.176.200,50.242.176.223,business,US 
50.242.176.224,50.242.177.71,isp,US 
50.242.177.72,50.242.177.79,business,US 
50.242.177.80,50.242.177.199,isp,US 
50.242.177.200,50.242.177.207,business,US 
50.242.177.208,50.242.178.31,isp,US 
50.242.178.32,50.242.178.39,business,US 
50.242.178.40,50.242.178.55,isp,US 
50.242.178.56,50.242.178.71,business,US 
50.242.178.72,50.242.178.151,isp,US 
50.242.178.152,50.242.178.175,business,US 
50.242.178.176,50.242.178.223,isp,US 
50.242.178.224,50.242.178.231,business,US 
50.242.178.232,50.242.179.7,isp,US 
50.242.179.8,50.242.179.15,business,US 
50.242.179.16,50.242.179.39,isp,US 
50.242.179.40,50.242.179.47,business,US 
50.242.179.48,50.242.179.143,isp,US 
50.242.179.144,50.242.179.159,business,US 
50.242.179.160,50.242.179.175,isp,US 
50.242.179.176,50.242.179.191,business,US 
50.242.179.192,50.242.179.207,isp,US 
50.242.179.208,50.242.179.215,business,US 
50.242.179.216,50.242.179.223,isp,US 
50.242.179.224,50.242.179.231,business,US 
50.242.179.232,50.242.180.39,isp,US 
50.242.180.40,50.242.180.47,business,US 
50.242.180.48,50.242.180.95,isp,US 
50.242.180.96,50.242.180.103,business,US 
50.242.180.104,50.242.180.127,isp,US 
50.242.180.128,50.242.180.135,business,US 
50.242.180.136,50.242.180.247,isp,US 
50.242.180.248,50.242.180.255,business,US 
50.242.181.0,50.242.181.55,isp,US 
50.242.181.56,50.242.181.63,business,US 
50.242.181.64,50.242.181.71,isp,US 
50.242.181.72,50.242.181.79,business,US 
50.242.181.80,50.242.181.175,isp,US 
50.242.181.176,50.242.181.183,business,US 
50.242.181.184,50.242.181.207,isp,US 
50.242.181.208,50.242.181.223,business,US 
50.242.181.224,50.242.181.231,isp,US 
50.242.181.232,50.242.181.239,business,US 
50.242.181.240,50.242.182.55,isp,US 
50.242.182.56,50.242.182.63,business,US 
50.242.182.64,50.242.182.71,isp,US 
50.242.182.72,50.242.182.87,business,US 
50.242.182.88,50.242.182.175,isp,US 
50.242.182.176,50.242.182.183,business,US 
50.242.182.184,50.242.182.223,isp,US 
50.242.182.224,50.242.182.231,business,US 
50.242.182.232,50.242.183.143,isp,US 
50.242.183.144,50.242.183.151,business,US 
50.242.183.152,50.242.183.223,isp,US 
50.242.183.224,50.242.183.239,business,US 
50.242.183.240,50.242.184.7,isp,US 
50.242.184.8,50.242.184.15,business,US 
50.242.184.16,50.242.184.63,isp,US 
50.242.184.64,50.242.184.71,business,US 
50.242.184.72,50.242.184.167,isp,US 
50.242.184.168,50.242.184.175,business,US 
50.242.184.176,50.242.185.31,isp,US 
50.242.185.32,50.242.185.47,business,US 
50.242.185.48,50.242.185.175,isp,US 
50.242.185.176,50.242.185.191,business,US 
50.242.185.192,50.242.186.47,isp,US 
50.242.186.48,50.242.186.55,business,US 
50.242.186.56,50.242.186.79,isp,US 
50.242.186.80,50.242.186.87,business,US 
50.242.186.88,50.242.186.159,isp,US 
50.242.186.160,50.242.186.167,business,US 
50.242.186.168,50.242.187.7,isp,US 
50.242.187.8,50.242.187.15,business,US 
50.242.187.16,50.242.187.39,isp,US 
50.242.187.40,50.242.187.47,business,US 
50.242.187.48,50.242.187.63,isp,US 
50.242.187.64,50.242.187.71,business,US 
50.242.187.72,50.242.187.143,isp,US 
50.242.187.144,50.242.187.151,business,US 
50.242.187.152,50.242.187.183,isp,US 
50.242.187.184,50.242.187.191,business,US 
50.242.187.192,50.242.187.207,isp,US 
50.242.187.208,50.242.187.215,business,US 
50.242.187.216,50.242.187.223,isp,US 
50.242.187.224,50.242.187.231,business,US 
50.242.187.232,50.242.188.63,isp,US 
50.242.188.64,50.242.188.71,business,US 
50.242.188.72,50.242.188.231,isp,US 
50.242.188.232,50.242.188.239,business,US 
50.242.188.240,50.242.188.247,isp,US 
50.242.188.248,50.242.188.255,business,US 
50.242.189.0,50.242.189.31,isp,US 
50.242.189.32,50.242.189.39,business,US 
50.242.189.40,50.242.189.127,isp,US 
50.242.189.128,50.242.189.135,business,US 
50.242.189.136,50.242.190.87,isp,US 
50.242.190.88,50.242.190.95,business,US 
50.242.190.96,50.242.190.239,isp,US 
50.242.190.240,50.242.190.247,business,US 
50.242.190.248,50.242.191.183,isp,US 
50.242.191.184,50.242.191.191,business,US 
50.242.191.192,50.242.191.231,isp,US 
50.242.191.232,50.242.191.239,business,US 
50.242.191.240,50.242.199.59,isp,US 
50.242.199.60,50.242.199.63,business,US 
50.242.199.64,50.242.217.83,isp,US 
50.242.217.84,50.242.217.87,business,US 
50.242.217.88,50.242.225.219,isp,US 
50.242.225.220,50.242.225.223,business,US 
50.242.225.224,50.242.244.99,isp,US 
50.242.244.100,50.242.244.103,business,US 
50.242.244.104,50.243.63.255,isp,US 
