50.104.97.160,50.104.97.167,business,US,AS5650 
50.104.97.168,50.104.107.255,isp,US,AS5650 
50.104.108.0,50.104.108.7,business,US,AS5650 
50.104.108.8,50.104.108.23,isp,US,AS5650 
50.104.108.24,50.104.108.31,business,US,AS5650 
50.104.108.32,50.104.108.47,isp,US,AS5650 
50.104.108.48,50.104.108.63,business,US,AS5650 
50.104.108.64,50.104.110.3,isp,US,AS5650 
50.104.110.4,50.104.110.15,business,US,AS5650 
50.104.110.16,50.104.110.95,isp,US,AS5650 
50.104.110.96,50.104.110.99,business,US,AS5650 
50.104.110.100,50.104.110.107,isp,US,AS5650 
50.104.110.108,50.104.110.111,business,US,AS5650 
50.104.110.112,50.104.110.119,isp,US,AS5650 
50.104.110.120,50.104.110.127,business,US,AS5650 
50.104.110.128,50.104.110.135,isp,US,AS5650 
50.104.110.136,50.104.110.139,business,US,AS5650 
50.104.110.140,50.104.110.151,isp,US,AS5650 
50.104.110.152,50.104.110.155,business,US,AS5650 
50.104.110.156,50.104.110.183,isp,US,AS5650 
50.104.110.184,50.104.110.191,business,US,AS5650 
50.104.110.192,50.104.110.203,isp,US,AS5650 
50.104.110.204,50.104.110.207,business,US,AS5650 
50.104.110.208,50.104.111.7,isp,US,AS5650 
50.104.111.8,50.104.111.8,business,US,AS5650 
50.104.111.9,50.104.111.27,isp,US,AS5650 
50.104.111.28,50.104.111.29,business,US,AS5650 
50.104.111.30,50.104.111.123,isp,US,AS5650 
50.104.111.124,50.104.111.124,business,US,AS5650 
50.104.111.125,50.104.111.255,isp,US,AS5650 
50.104.112.0,50.104.112.7,business,US,AS5650 
50.104.112.8,50.104.112.47,isp,US,AS5650 
50.104.112.48,50.104.112.55,business,US,AS5650 
50.104.112.56,50.104.114.39,isp,US,AS5650 
50.104.114.40,50.104.114.55,business,US,AS5650 
50.104.114.56,50.104.114.71,isp,US,AS5650 
50.104.114.72,50.104.114.79,business,US,AS5650 
50.104.114.80,50.104.122.199,isp,US,AS5650 
50.104.122.200,50.104.122.207,business,US,AS5650 
50.104.122.208,50.104.123.255,isp,US,AS5650 
50.104.124.0,50.104.124.255,isp,US,AS26127 
50.104.125.0,50.104.125.7,isp,US,AS5650 
50.104.125.8,50.104.125.15,business,US,AS5650 
50.104.125.16,50.104.125.87,isp,US,AS5650 
50.104.125.88,50.104.125.95,business,US,AS5650 
50.104.125.96,50.104.125.99,isp,US,AS5650 
50.104.125.100,50.104.125.103,business,US,AS5650 
50.104.125.104,50.104.125.127,isp,US,AS5650 
50.104.125.128,50.104.125.143,business,US,AS5650 
50.104.125.144,50.104.125.167,isp,US,AS5650 
50.104.125.168,50.104.125.191,business,US,AS5650 
50.104.125.192,50.104.125.207,isp,US,AS5650 
50.104.125.208,50.104.125.215,business,US,AS5650 
50.104.125.216,50.104.125.223,isp,US,AS5650 
50.104.125.224,50.104.125.255,business,US,AS5650 
50.104.126.0,50.104.129.63,isp,US,AS5650 
50.104.129.64,50.104.129.71,business,US,AS5650 
50.104.129.72,50.104.129.135,isp,US,AS5650 
50.104.129.136,50.104.129.143,business,US,AS5650 
50.104.129.144,50.104.157.79,isp,US,AS5650 
50.104.157.80,50.104.157.87,business,US,AS5650 
50.104.157.88,50.104.157.215,isp,US,AS5650 
50.104.157.216,50.104.157.223,business,US,AS5650 
50.104.157.224,50.104.159.79,isp,US,AS5650 
50.104.159.80,50.104.159.87,business,US,AS5650 
50.104.159.88,50.104.159.91,isp,US,AS5650 
50.104.159.92,50.104.159.119,business,US,AS5650 
50.104.159.120,50.104.159.127,isp,US,AS5650 
50.104.159.128,50.104.159.155,business,US,AS5650 
50.104.159.156,50.104.159.183,isp,US,AS5650 
50.104.159.184,50.104.159.191,business,US,AS5650 
50.104.159.192,50.104.159.215,isp,US,AS5650 
50.104.159.216,50.104.159.255,business,US,AS5650 
50.104.160.0,50.104.167.255,isp,US,AS5650 
50.104.168.0,50.104.168.255,isp,US,AS26127 
50.104.169.0,50.104.184.175,isp,US,AS5650 
50.104.184.176,50.104.184.191,business,US,AS5650 
50.104.184.192,50.104.185.23,isp,US,AS5650 
50.104.185.24,50.104.185.31,business,US,AS5650 
50.104.185.32,50.104.185.207,isp,US,AS5650 
50.104.185.208,50.104.185.215,business,US,AS5650 
50.104.185.216,50.105.47.255,isp,US,AS5650 
