50.208.14.124,50.208.14.127,business,US,AS7922 
50.208.14.128,50.208.61.91,isp,US,AS7922 
50.208.61.92,50.208.61.95,business,US,AS7922 
50.208.61.96,50.208.68.159,isp,US,AS7922 
50.208.68.160,50.208.68.163,business,US,AS7922 
50.208.68.164,50.208.81.43,isp,US,AS7922 
50.208.81.44,50.208.81.47,business,US,AS7922 
50.208.81.48,50.208.85.99,isp,US,AS7922 
50.208.85.100,50.208.85.103,business,US,AS7922 
50.208.85.104,50.208.100.143,isp,US,AS7922 
50.208.100.144,50.208.100.147,business,US,AS7922 
50.208.100.148,50.208.102.131,isp,US,AS7922 
50.208.102.132,50.208.102.139,business,US,AS7922 
50.208.102.140,50.208.102.147,isp,US,AS7922 
50.208.102.148,50.208.102.163,business,US,AS7922 
50.208.102.164,50.208.107.75,isp,US,AS7922 
50.208.107.76,50.208.107.79,business,US,AS7922 
50.208.107.80,50.208.110.7,isp,US,AS7922 
50.208.110.8,50.208.110.11,business,US,AS7922 
50.208.110.12,50.208.110.103,isp,US,AS7922 
50.208.110.104,50.208.110.107,business,US,AS7922 
50.208.110.108,50.208.110.179,isp,US,AS7922 
50.208.110.180,50.208.110.183,business,US,AS7922 
50.208.110.184,50.208.111.103,isp,US,AS7922 
50.208.111.104,50.208.111.107,business,US,AS7922 
50.208.111.108,50.208.112.35,isp,US,AS7922 
50.208.112.36,50.208.112.39,business,US,AS7922 
50.208.112.40,50.208.112.43,isp,US,AS7922 
50.208.112.44,50.208.112.47,business,US,AS7922 
50.208.112.48,50.208.113.143,isp,US,AS7922 
50.208.113.144,50.208.113.147,business,US,AS7922 
50.208.113.148,50.208.115.215,isp,US,AS7922 
50.208.115.216,50.208.115.219,business,US,AS7922 
50.208.115.220,50.208.126.63,isp,US,AS7922 
50.208.126.64,50.208.126.67,business,US,AS7922 
50.208.126.68,50.208.126.95,isp,US,AS7922 
50.208.126.96,50.208.126.99,business,US,AS7922 
50.208.126.100,50.208.126.215,isp,US,AS7922 
50.208.126.216,50.208.126.219,business,US,AS7922 
50.208.126.220,50.208.126.227,isp,US,AS7922 
50.208.126.228,50.208.126.235,business,US,AS7922 
50.208.126.236,50.208.127.43,isp,US,AS7922 
50.208.127.44,50.208.127.47,business,US,AS7922 
50.208.127.48,50.208.127.163,isp,US,AS7922 
50.208.127.164,50.208.127.167,business,US,AS7922 
50.208.127.168,50.208.127.175,isp,US,AS7922 
50.208.127.176,50.208.127.179,business,US,AS7922 
50.208.127.180,50.208.136.55,isp,US,AS7922 
50.208.136.56,50.208.136.59,business,US,AS7922 
50.208.136.60,50.208.136.63,isp,US,AS7922 
50.208.136.64,50.208.136.67,business,US,AS7922 
50.208.136.68,50.208.144.163,isp,US,AS7922 
50.208.144.164,50.208.144.167,business,US,AS7922 
50.208.144.168,50.208.148.3,isp,US,AS7922 
50.208.148.4,50.208.148.7,business,US,AS7922 
50.208.148.8,50.208.153.95,isp,US,AS7922 
50.208.153.96,50.208.153.103,business,US,AS7922 
50.208.153.104,50.208.164.59,isp,US,AS7922 
50.208.164.60,50.208.164.63,business,US,AS7922 
50.208.164.64,50.208.171.115,isp,US,AS7922 
50.208.171.116,50.208.171.119,business,US,AS7922 
50.208.171.120,50.208.171.135,isp,US,AS7922 
50.208.171.136,50.208.171.139,business,US,AS7922 
50.208.171.140,50.208.171.143,isp,US,AS7922 
50.208.171.144,50.208.171.151,business,US,AS7922 
50.208.171.152,50.208.171.163,isp,US,AS7922 
50.208.171.164,50.208.171.167,business,US,AS7922 
50.208.171.168,50.208.171.179,isp,US,AS7922 
50.208.171.180,50.208.171.187,business,US,AS7922 
50.208.171.188,50.208.171.191,isp,US,AS7922 
50.208.171.192,50.208.171.199,business,US,AS7922 
50.208.171.200,50.208.171.211,isp,US,AS7922 
50.208.171.212,50.208.171.219,business,US,AS7922 
50.208.171.220,50.208.172.3,isp,US,AS7922 
50.208.172.4,50.208.172.7,business,US,AS7922 
50.208.172.8,50.208.174.59,isp,US,AS7922 
50.208.174.60,50.208.174.63,business,US,AS7922 
50.208.174.64,50.208.176.251,isp,US,AS7922 
50.208.176.252,50.208.176.255,business,US,AS7922 
50.208.177.0,50.208.177.203,isp,US,AS7922 
50.208.177.204,50.208.177.207,business,US,AS7922 
50.208.177.208,50.208.178.75,isp,US,AS7922 
50.208.178.76,50.208.178.79,business,US,AS7922 
50.208.178.80,50.208.178.87,isp,US,AS7922 
50.208.178.88,50.208.178.111,business,US,AS7922 
