145.102.4.0,145.102.5.255,isp,NL 
145.102.6.0,145.102.31.255,education,NL 
145.102.32.0,145.102.63.255,business,NL 
145.102.64.0,145.102.128.255,education,NL 
145.102.129.0,145.102.129.255,business,NL 
145.102.130.0,145.102.135.255,education,NL 
145.102.136.0,145.102.139.255,business,NL 
145.102.140.0,145.102.239.255,education,NL 
145.102.240.0,145.102.247.255,business,NL 
145.102.248.0,145.102.255.255,education,NL 
