188.136.0.0,188.136.127.255,isp,DE,AS12355 
188.136.128.0,188.136.135.255,business,IR,AS48309 
188.136.136.0,188.136.139.255,hosting,IR,AS48309 
188.136.140.0,188.136.173.255,business,IR,AS48309 
188.136.174.0,188.136.174.255,isp,IR,AS206065 
188.136.175.0,188.136.175.255,business,IR,AS48309 
188.136.176.0,188.136.191.255,isp,IR,AS206065 
188.136.192.0,188.136.210.255,business,IR,AS48309 
188.136.211.0,188.136.223.255,isp,IR,AS206065 
188.136.224.0,188.136.255.255,isp,DE,AS15943 
