213.173.0.0,213.173.31.255,business,DE,AS3320 
213.173.32.0,213.173.35.255,business,AU, 
213.173.36.0,213.173.36.254,business,,AS399382 
213.173.36.255,213.173.36.255,business,ES,AS399382 
213.173.37.0,213.173.37.255,hosting,US,AS7393 
213.173.38.0,213.173.38.255,business,US,AS7393 
213.173.39.0,213.173.39.255,hosting,DE,AS210728 
213.173.40.0,213.173.41.255,isp,CH,AS60016 
213.173.42.0,213.173.43.255,hosting,CH,AS29655 
213.173.44.0,213.173.47.255,isp,CH,AS60016 
213.173.48.0,213.173.51.255,isp,FR,AS197036 
213.173.52.0,213.173.55.255,isp,GT,AS264764 
213.173.56.0,213.173.59.255,business,NL,AS41960 
213.173.60.0,213.173.62.255,business,US,AS203020 
213.173.63.0,213.173.63.255,business,MX,AS203020 
213.173.64.0,213.173.95.255,isp,AT,AS13292 
213.173.96.0,213.173.127.255,isp,RO,AS202779 
213.173.128.0,213.173.129.159,isp,FI,AS1759 
213.173.129.160,213.173.129.191,business,FI,AS1759 
213.173.129.192,213.173.132.255,isp,FI,AS1759 
213.173.133.0,213.173.133.255,business,FI,AS1759 
213.173.134.0,213.173.134.79,isp,FI,AS1759 
213.173.134.80,213.173.134.95,business,FI,AS1759 
213.173.134.96,213.173.134.127,isp,FI,AS1759 
213.173.134.128,213.173.134.135,business,FI,AS1759 
213.173.134.136,213.173.134.247,isp,FI,AS1759 
213.173.134.248,213.173.135.15,business,FI,AS1759 
213.173.135.16,213.173.135.31,isp,FI,AS1759 
213.173.135.32,213.173.135.127,business,FI,AS1759 
213.173.135.128,213.173.135.255,isp,FI,AS1759 
213.173.136.0,213.173.137.63,business,FI,AS1759 
213.173.137.64,213.173.137.75,isp,FI,AS1759 
213.173.137.76,213.173.137.87,business,FI,AS1759 
213.173.137.88,213.173.137.143,isp,FI,AS1759 
213.173.137.144,213.173.138.79,business,FI,AS1759 
213.173.138.80,213.173.138.95,isp,FI,AS1759 
213.173.138.96,213.173.138.231,business,FI,AS1759 
213.173.138.232,213.173.139.63,isp,FI,AS1759 
213.173.139.64,213.173.139.143,business,FI,AS1759 
213.173.139.144,213.173.139.223,isp,FI,AS1759 
213.173.139.224,213.173.139.247,business,FI,AS1759 
213.173.139.248,213.173.140.95,isp,FI,AS1759 
213.173.140.96,213.173.140.191,business,FI,AS1759 
213.173.140.192,213.173.141.47,isp,FI,AS1759 
213.173.141.48,213.173.141.55,business,FI,AS1759 
213.173.141.56,213.173.141.95,isp,FI,AS1759 
213.173.141.96,213.173.141.255,business,FI,AS1759 
213.173.142.0,213.173.142.111,isp,FI,AS1759 
213.173.142.112,213.173.142.127,business,FI,AS1759 
213.173.142.128,213.173.144.63,isp,FI,AS1759 
213.173.144.64,213.173.145.63,business,FI,AS1759 
213.173.145.64,213.173.145.95,isp,FI,AS1759 
213.173.145.96,213.173.153.159,business,FI,AS1759 
213.173.153.160,213.173.153.175,isp,FI,AS1759 
213.173.153.176,213.173.154.219,business,FI,AS1759 
213.173.154.220,213.173.154.243,isp,FI,AS1759 
213.173.154.244,213.173.157.223,business,FI,AS1759 
213.173.157.224,213.173.157.239,isp,FI,AS1759 
213.173.157.240,213.173.157.247,business,FI,AS1759 
213.173.157.248,213.173.157.255,isp,FI,AS1759 
213.173.158.0,213.173.158.247,business,FI,AS1759 
213.173.158.248,213.173.158.255,isp,FI,AS1759 
213.173.159.0,213.173.159.47,business,FI,AS1759 
213.173.159.48,213.173.159.55,isp,FI,AS1759 
213.173.159.56,213.173.159.127,business,FI,AS1759 
213.173.159.128,213.173.159.159,isp,FI,AS1759 
213.173.159.160,213.173.159.175,business,FI,AS1759 
213.173.159.176,213.173.159.191,isp,FI,AS1759 
213.173.159.192,213.173.159.223,business,FI,AS1759 
213.173.159.224,213.173.159.255,isp,FI,AS1759 
213.173.160.0,213.173.160.7,isp,CH,AS8220 
213.173.160.8,213.173.160.31,business,CH,AS8220 
213.173.160.32,213.173.160.47,isp,CH,AS8220 
213.173.160.48,213.173.160.71,business,CH,AS8220 
213.173.160.72,213.173.160.95,isp,CH,AS8220 
213.173.160.96,213.173.160.103,business,CH,AS8220 
213.173.160.104,213.173.160.127,isp,CH,AS8220 
213.173.160.128,213.173.160.143,business,CH,AS8220 
213.173.160.144,213.173.160.183,isp,CH,AS8220 
213.173.160.184,213.173.160.191,business,CH,AS8220 
213.173.160.192,213.173.160.207,isp,CH,AS8220 
213.173.160.208,213.173.160.223,business,CH,AS8220 
213.173.160.224,213.173.160.255,isp,CH,AS8220 
213.173.161.0,213.173.161.255,hosting,CH,AS206484 
213.173.162.0,213.173.162.159,isp,CH,AS8220 
213.173.162.160,213.173.162.191,business,CH,AS8220 
213.173.162.192,213.173.162.255,isp,CH,AS8220 
213.173.163.0,213.173.163.63,business,CH,AS8220 
213.173.163.64,213.173.163.79,isp,CH,AS8220 
213.173.163.80,213.173.163.87,business,CH,AS8220 
213.173.163.88,213.173.163.95,isp,CH,AS8220 
213.173.163.96,213.173.163.103,business,CH,AS8220 
213.173.163.104,213.173.163.111,isp,CH,AS8220 
213.173.163.112,213.173.163.135,business,CH,AS8220 
213.173.163.136,213.173.163.159,isp,CH,AS8220 
213.173.163.160,213.173.163.175,business,CH,AS8220 
213.173.163.176,213.173.163.191,isp,CH,AS8220 
213.173.163.192,213.173.163.231,business,CH,AS8220 
213.173.163.232,213.173.163.239,isp,CH,AS8220 
213.173.163.240,213.173.164.255,business,CH,AS8220 
213.173.165.0,213.173.165.15,isp,CH,AS8220 
213.173.165.16,213.173.165.31,business,CH,AS8220 
213.173.165.32,213.173.165.39,isp,CH,AS8220 
213.173.165.40,213.173.165.47,business,CH,AS8220 
213.173.165.48,213.173.165.55,isp,CH,AS8220 
213.173.165.56,213.173.165.63,business,CH,AS8220 
213.173.165.64,213.173.165.71,isp,CH,AS8220 
213.173.165.72,213.173.165.87,business,CH,AS8220 
213.173.165.88,213.173.165.95,isp,CH,AS8220 
213.173.165.96,213.173.165.103,business,CH,AS8220 
213.173.165.104,213.173.165.119,education,CH,AS8220 
213.173.165.120,213.173.165.127,business,CH,AS8220 
213.173.165.128,213.173.165.199,isp,CH,AS8220 
213.173.165.200,213.173.165.207,business,CH,AS8220 
213.173.165.208,213.173.165.215,isp,CH,AS8220 
213.173.165.216,213.173.165.223,business,CH,AS8220 
213.173.165.224,213.173.165.227,isp,CH,AS8220 
213.173.165.228,213.173.165.231,business,CH,AS8220 
213.173.165.232,213.173.165.239,business,BE,AS8220 
213.173.165.240,213.173.165.255,business,CH,AS8220 
213.173.166.0,213.173.166.15,isp,CH,AS8220 
213.173.166.16,213.173.166.23,business,CH,AS8220 
213.173.166.24,213.173.166.95,isp,CH,AS8220 
213.173.166.96,213.173.166.119,business,CH,AS8220 
213.173.166.120,213.173.166.127,isp,CH,AS8220 
213.173.166.128,213.173.166.151,business,CH,AS8220 
213.173.166.152,213.173.166.159,isp,CH,AS8220 
213.173.166.160,213.173.166.175,business,CH,AS8220 
213.173.166.176,213.173.166.183,isp,CH,AS8220 
213.173.166.184,213.173.166.191,business,CH,AS8220 
213.173.166.192,213.173.166.255,isp,CH,AS8220 
213.173.167.0,213.173.167.15,business,CH,AS8220 
213.173.167.16,213.173.167.23,isp,CH,AS8220 
213.173.167.24,213.173.167.39,business,CH,AS8220 
213.173.167.40,213.173.167.47,isp,CH,AS8220 
213.173.167.48,213.173.167.55,business,CH,AS8220 
213.173.167.56,213.173.167.79,isp,CH,AS8220 
213.173.167.80,213.173.167.95,business,CH,AS8220 
213.173.167.96,213.173.167.103,isp,CH,AS8220 
213.173.167.104,213.173.167.111,business,CH,AS8220 
213.173.167.112,213.173.167.119,isp,CH,AS8220 
213.173.167.120,213.173.167.127,business,CH,AS8220 
213.173.167.128,213.173.167.143,isp,CH,AS8220 
213.173.167.144,213.173.167.159,business,CH,AS8220 
213.173.167.160,213.173.167.167,isp,CH,AS8220 
213.173.167.168,213.173.167.175,business,CH,AS8220 
213.173.167.176,213.173.167.183,isp,CH,AS8220 
213.173.167.184,213.173.167.191,business,CH,AS8220 
213.173.167.192,213.173.167.255,isp,CH,AS8220 
213.173.168.0,213.173.168.15,business,CH,AS8220 
213.173.168.16,213.173.168.39,isp,CH,AS8220 
213.173.168.40,213.173.168.79,business,CH,AS8220 
213.173.168.80,213.173.168.127,isp,CH,AS8220 
213.173.168.128,213.173.168.143,business,CH,AS8220 
213.173.168.144,213.173.168.167,isp,CH,AS8220 
213.173.168.168,213.173.168.175,isp,DE,AS8220 
213.173.168.176,213.173.168.191,isp,CH,AS8220 
213.173.168.192,213.173.168.207,business,CH,AS8220 
213.173.168.208,213.173.168.223,isp,CH,AS8220 
213.173.168.224,213.173.168.255,business,CH,AS8220 
213.173.169.0,213.173.169.255,isp,CH,AS8220 
213.173.170.0,213.173.170.19,business,CH,AS8220 
213.173.170.20,213.173.170.23,isp,CH,AS8220 
213.173.170.24,213.173.170.63,business,CH,AS8220 
