213.173.0.0,213.173.31.255,business,DE,AS3320 
213.173.170.64,213.173.170.71,isp,CH,AS8220 
213.173.170.72,213.173.170.111,business,CH,AS8220 
213.173.170.112,213.173.170.135,isp,CH,AS8220 
213.173.170.136,213.173.170.143,business,PT,AS8220 
213.173.170.144,213.173.170.159,business,CH,AS8220 
213.173.170.160,213.173.172.7,isp,CH,AS8220 
213.173.172.8,213.173.172.39,business,CH,AS8220 
213.173.172.40,213.173.172.79,isp,CH,AS8220 
213.173.172.80,213.173.172.95,business,CH,AS8220 
213.173.172.96,213.173.172.135,isp,CH,AS8220 
213.173.172.136,213.173.172.191,business,CH,AS8220 
213.173.172.192,213.173.174.55,isp,CH,AS8220 
213.173.174.56,213.173.174.79,business,CH,AS8220 
213.173.174.80,213.173.174.95,isp,CH,AS8220 
213.173.174.96,213.173.174.111,business,CH,AS8220 
213.173.174.112,213.173.174.119,isp,CH,AS8220 
213.173.174.120,213.173.174.127,isp,ES,AS8220 
213.173.174.128,213.173.174.159,isp,CH,AS8220 
213.173.174.160,213.173.174.175,business,CH,AS8220 
213.173.174.176,213.173.174.255,isp,CH,AS8220 
213.173.175.0,213.173.175.63,business,CH,AS8220 
213.173.175.64,213.173.175.191,business,DE,AS8220 
213.173.175.192,213.173.175.255,isp,CH,AS8220 
213.173.176.0,213.173.176.55,business,CH,AS8220 
213.173.176.56,213.173.176.95,isp,CH,AS8220 
213.173.176.96,213.173.176.103,business,CH,AS8220 
213.173.176.104,213.173.176.127,isp,CH,AS8220 
213.173.176.128,213.173.176.199,business,CH,AS8220 
213.173.176.200,213.173.176.207,isp,CH,AS8220 
213.173.176.208,213.173.176.247,business,CH,AS8220 
213.173.176.248,213.173.176.255,isp,CH,AS8220 
213.173.177.0,213.173.177.63,business,CH,AS8220 
213.173.177.64,213.173.177.79,isp,CH,AS8220 
213.173.177.80,213.173.177.87,business,CH,AS8220 
213.173.177.88,213.173.177.103,isp,CH,AS8220 
213.173.177.104,213.173.177.111,business,CH,AS8220 
213.173.177.112,213.173.177.143,isp,CH,AS8220 
213.173.177.144,213.173.177.159,business,CH,AS8220 
213.173.177.160,213.173.177.191,isp,CH,AS8220 
213.173.177.192,213.173.177.199,business,CH,AS8220 
213.173.177.200,213.173.177.239,isp,CH,AS8220 
213.173.177.240,213.173.177.247,business,CH,AS8220 
213.173.177.248,213.173.178.15,isp,CH,AS8220 
213.173.178.16,213.173.178.39,business,CH,AS8220 
213.173.178.40,213.173.178.47,isp,CH,AS8220 
213.173.178.48,213.173.178.63,business,CH,AS8220 
213.173.178.64,213.173.178.71,isp,CH,AS8220 
213.173.178.72,213.173.178.95,business,CH,AS8220 
213.173.178.96,213.173.178.111,isp,CH,AS8220 
213.173.178.112,213.173.178.119,business,CH,AS8220 
213.173.178.120,213.173.179.7,isp,CH,AS8220 
213.173.179.8,213.173.179.31,business,CH,AS8220 
213.173.179.32,213.173.179.39,isp,CH,AS8220 
213.173.179.40,213.173.179.47,business,CH,AS8220 
213.173.179.48,213.173.179.63,isp,CH,AS8220 
213.173.179.64,213.173.179.79,education,CH,AS8220 
213.173.179.80,213.173.179.87,isp,CH,AS8220 
213.173.179.88,213.173.179.103,business,CH,AS8220 
213.173.179.104,213.173.179.111,isp,CH,AS8220 
213.173.179.112,213.173.179.127,business,CH,AS8220 
213.173.179.128,213.173.179.175,isp,CH,AS8220 
213.173.179.176,213.173.179.191,business,CH,AS8220 
213.173.179.192,213.173.179.199,isp,CH,AS8220 
213.173.179.200,213.173.179.207,business,CH,AS8220 
213.173.179.208,213.173.179.231,isp,CH,AS8220 
213.173.179.232,213.173.179.239,business,CH,AS8220 
213.173.179.240,213.173.179.255,isp,CH,AS8220 
213.173.180.0,213.173.180.71,business,CH,AS8220 
213.173.180.72,213.173.180.103,isp,CH,AS8220 
213.173.180.104,213.173.180.111,education,CH,AS8220 
213.173.180.112,213.173.180.119,business,CH,AS8220 
213.173.180.120,213.173.180.127,isp,CH,AS8220 
213.173.180.128,213.173.180.135,business,CH,AS8220 
213.173.180.136,213.173.180.143,isp,CH,AS8220 
213.173.180.144,213.173.180.151,business,CH,AS8220 
213.173.180.152,213.173.180.239,isp,CH,AS8220 
213.173.180.240,213.173.180.255,business,CH,AS8220 
213.173.181.0,213.173.182.31,isp,CH,AS8220 
213.173.182.32,213.173.182.47,business,CH,AS8220 
213.173.182.48,213.173.182.63,business,ES,AS8220 
213.173.182.64,213.173.182.255,isp,CH,AS8220 
213.173.183.0,213.173.183.7,business,DE,AS8220 
213.173.183.8,213.173.183.31,business,CH,AS8220 
213.173.183.32,213.173.183.47,isp,CH,AS8220 
213.173.183.48,213.173.183.87,business,CH,AS8220 
213.173.183.88,213.173.183.95,isp,CH,AS8220 
213.173.183.96,213.173.183.103,business,CH,AS8220 
213.173.183.104,213.173.183.111,isp,CH,AS8220 
213.173.183.112,213.173.183.119,business,CH,AS8220 
213.173.183.120,213.173.183.159,isp,CH,AS8220 
213.173.183.160,213.173.183.175,business,CH,AS8220 
213.173.183.176,213.173.183.183,isp,CH,AS8220 
213.173.183.184,213.173.183.199,business,CH,AS8220 
213.173.183.200,213.173.183.255,isp,CH,AS8220 
213.173.184.0,213.173.184.255,business,CH,AS8220 
213.173.185.0,213.173.185.63,isp,CH,AS8220 
213.173.185.64,213.173.185.111,business,CH,AS8220 
213.173.185.112,213.173.185.143,isp,CH,AS8220 
213.173.185.144,213.173.185.199,business,CH,AS8220 
213.173.185.200,213.173.185.207,isp,CH,AS8220 
213.173.185.208,213.173.185.231,business,CH,AS8220 
213.173.185.232,213.173.186.7,isp,CH,AS8220 
213.173.186.8,213.173.186.23,business,CH,AS8220 
213.173.186.24,213.173.186.31,isp,CH,AS8220 
213.173.186.32,213.173.186.39,business,CH,AS8220 
213.173.186.40,213.173.186.87,isp,CH,AS8220 
213.173.186.88,213.173.186.111,business,CH,AS8220 
213.173.186.112,213.173.186.119,isp,CH,AS8220 
213.173.186.120,213.173.186.127,business,CH,AS8220 
213.173.186.128,213.173.186.159,isp,CH,AS8220 
213.173.186.160,213.173.186.199,business,CH,AS8220 
213.173.186.200,213.173.186.223,isp,CH,AS8220 
213.173.186.224,213.173.186.231,business,CH,AS8220 
213.173.186.232,213.173.186.247,isp,CH,AS8220 
213.173.186.248,213.173.186.255,business,CH,AS8220 
213.173.187.0,213.173.187.159,isp,CH,AS8220 
213.173.187.160,213.173.187.167,business,IT,AS8220 
213.173.187.168,213.173.191.15,isp,CH,AS8220 
213.173.191.16,213.173.191.23,business,NL,AS8220 
213.173.191.24,213.173.191.63,isp,CH,AS8220 
213.173.191.64,213.173.191.71,business,CH,AS8220 
213.173.191.72,213.173.191.79,isp,CH,AS8220 
213.173.191.80,213.173.191.111,business,CH,AS8220 
213.173.191.112,213.173.191.127,isp,CH,AS8220 
213.173.191.128,213.173.191.135,business,CH,AS8220 
213.173.191.136,213.173.191.143,isp,CH,AS8220 
213.173.191.144,213.173.191.175,business,CH,AS8220 
213.173.191.176,213.173.191.183,isp,CH,AS8220 
213.173.191.184,213.173.191.207,business,CH,AS8220 
213.173.191.208,213.173.191.215,isp,CH,AS8220 
213.173.191.216,213.173.191.255,business,CH,AS8220 
213.173.192.0,213.173.223.255,isp,SE,AS1257 
213.173.224.0,213.173.225.79,isp,DK,AS3308 
213.173.225.80,213.173.225.87,business,DK,AS3308 
213.173.225.88,213.173.226.127,isp,DK,AS3308 
213.173.226.128,213.173.227.63,business,DK,AS3308 
213.173.227.64,213.173.228.215,isp,DK,AS3308 
213.173.228.216,213.173.228.255,business,DK,AS3308 
213.173.229.0,213.173.229.79,isp,DK,AS3308 
213.173.229.80,213.173.229.95,business,DK,AS3308 
213.173.229.96,213.173.229.127,isp,DK,AS3308 
213.173.229.128,213.173.229.191,business,DK,AS3308 
213.173.229.192,213.173.230.127,isp,DK,AS3308 
213.173.230.128,213.173.230.255,business,DK,AS3308 
213.173.231.0,213.173.231.111,isp,DK,AS3308 
213.173.231.112,213.173.231.119,business,DK,AS3308 
213.173.231.120,213.173.231.191,isp,DK,AS3308 
213.173.231.192,213.173.231.207,business,DK,AS3308 
213.173.231.208,213.173.232.47,isp,DK,AS3308 
213.173.232.48,213.173.232.55,business,DK,AS3308 
213.173.232.56,213.173.232.191,isp,DK,AS3308 
213.173.232.192,213.173.232.199,business,DK,AS3308 
213.173.232.200,213.173.236.31,isp,DK,AS3308 
213.173.236.32,213.173.236.95,business,DK,AS3308 
213.173.236.96,213.173.236.191,isp,DK,AS3308 
213.173.236.192,213.173.236.223,business,DK,AS3308 
213.173.236.224,213.173.241.111,isp,DK,AS3308 
213.173.241.112,213.173.241.115,business,DK,AS3308 
213.173.241.116,213.173.242.79,isp,DK,AS3308 
213.173.242.80,213.173.242.95,business,DK,AS3308 
213.173.242.96,213.173.242.103,isp,DK,AS3308 
213.173.242.104,213.173.242.111,business,DK,AS3308 
213.173.242.112,213.173.245.223,isp,DK,AS3308 
213.173.245.224,213.173.245.239,business,DK,AS3308 
213.173.245.240,213.173.246.71,isp,DK,AS3308 
213.173.246.72,213.173.246.79,business,DK,AS3308 
213.173.246.80,213.173.255.255,isp,DK,AS3308 
