213.131.0.0,213.131.1.127,business,RU,AS12925 
213.131.1.128,213.131.1.191,government,RU,AS12925 
213.131.1.192,213.131.1.223,business,RU,AS12925 
213.131.1.224,213.131.1.255,government,RU,AS12925 
213.131.2.0,213.131.2.255,business,RU,AS12925 
213.131.3.0,213.131.3.255,government,RU,AS2683 
213.131.4.0,213.131.4.63,education,RU,AS12925 
213.131.4.64,213.131.4.127,business,RU,AS12925 
213.131.4.128,213.131.4.255,education,RU,AS12925 
213.131.5.0,213.131.5.255,business,RU,AS12925 
213.131.6.0,213.131.6.127,government,RU,AS12925 
213.131.6.128,213.131.6.143,business,RU,AS12925 
213.131.6.144,213.131.6.255,government,RU,AS12925 
213.131.7.0,213.131.7.127,business,RU,AS12925 
213.131.7.128,213.131.8.255,government,RU,AS12925 
213.131.9.0,213.131.9.39,business,RU,AS12925 
213.131.9.40,213.131.9.63,government,RU,AS12925 
213.131.9.64,213.131.9.255,business,RU,AS12925 
213.131.10.0,213.131.10.31,education,RU,AS12925 
213.131.10.32,213.131.10.63,government,RU,AS12925 
213.131.10.64,213.131.10.71,business,RU,AS12925 
213.131.10.72,213.131.10.255,government,RU,AS12925 
213.131.11.0,213.131.12.63,business,RU,AS12925 
213.131.12.64,213.131.19.255,government,RU,AS12925 
213.131.20.0,213.131.20.63,education,RU,AS12925 
213.131.20.64,213.131.23.255,government,RU,AS12925 
213.131.24.0,213.131.25.255,business,RU,AS12925 
213.131.26.0,213.131.27.255,government,RU,AS12925 
213.131.28.0,213.131.29.255,education,RU,AS12925 
213.131.30.0,213.131.31.127,government,RU,AS204961 
213.131.31.128,213.131.31.255,government,RU,AS12925 
213.131.32.0,213.131.63.255,isp,GE,AS35805 
213.131.64.0,213.131.95.255,isp,EG,AS24863 
213.131.96.0,213.131.100.7,business,GB,AS12703 
213.131.100.8,213.131.100.15,isp,GB,AS12703 
213.131.100.16,213.131.108.111,business,GB,AS12703 
213.131.108.112,213.131.108.119,isp,GB,AS12703 
213.131.108.120,213.131.112.63,business,GB,AS12703 
213.131.112.64,213.131.112.79,isp,GB,AS12703 
213.131.112.80,213.131.112.95,business,GB,AS12703 
213.131.112.96,213.131.112.111,isp,GB,AS12703 
213.131.112.112,213.131.124.31,business,GB,AS12703 
213.131.124.32,213.131.124.39,isp,GB,AS12703 
213.131.124.40,213.131.124.47,business,GB,AS12703 
213.131.124.48,213.131.124.55,isp,GB,AS12703 
213.131.124.56,213.131.124.71,business,GB,AS12703 
213.131.124.72,213.131.124.79,isp,GB,AS12703 
213.131.124.80,213.131.124.103,business,GB,AS12703 
213.131.124.104,213.131.124.111,isp,GB,AS12703 
213.131.124.112,213.131.125.119,business,GB,AS12703 
213.131.125.120,213.131.125.127,isp,GB,AS12703 
213.131.125.128,213.131.127.255,business,GB,AS12703 
213.131.128.0,213.131.128.127,business,SE,AS1257 
213.131.128.128,213.131.128.255,isp,SE,AS1257 
213.131.129.0,213.131.129.99,business,SE,AS1257 
213.131.129.100,213.131.129.119,isp,SE,AS1257 
213.131.129.120,213.131.129.135,business,SE,AS1257 
213.131.129.136,213.131.129.143,isp,SE,AS1257 
213.131.129.144,213.131.129.199,business,SE,AS1257 
213.131.129.200,213.131.129.215,isp,SE,AS1257 
213.131.129.216,213.131.130.143,business,SE,AS1257 
213.131.130.144,213.131.130.151,isp,SE,AS1257 
213.131.130.152,213.131.130.155,business,SE,AS1257 
213.131.130.156,213.131.130.156,isp,SE,AS1257 
213.131.130.157,213.131.130.158,business,SE,AS1257 
213.131.130.159,213.131.130.239,isp,SE,AS1257 
213.131.130.240,213.131.131.255,business,SE,AS1257 
213.131.132.0,213.131.132.127,isp,SE,AS1257 
213.131.132.128,213.131.132.191,business,SE,AS1257 
213.131.132.192,213.131.133.127,isp,SE,AS1257 
213.131.133.128,213.131.133.159,business,SE,AS1257 
213.131.133.160,213.131.133.167,isp,SE,AS1257 
213.131.133.168,213.131.133.170,business,SE,AS1257 
213.131.133.171,213.131.133.173,isp,SE,AS1257 
213.131.133.174,213.131.133.181,business,SE,AS1257 
213.131.133.182,213.131.133.182,isp,SE,AS1257 
213.131.133.183,213.131.133.187,business,SE,AS1257 
213.131.133.188,213.131.133.188,isp,SE,AS1257 
213.131.133.189,213.131.133.189,business,SE,AS1257 
213.131.133.190,213.131.133.190,isp,SE,AS1257 
213.131.133.191,213.131.133.191,business,SE,AS1257 
213.131.133.192,213.131.133.192,isp,SE,AS1257 
213.131.133.193,213.131.133.197,business,SE,AS1257 
213.131.133.198,213.131.133.198,isp,SE,AS1257 
213.131.133.199,213.131.133.207,business,SE,AS1257 
213.131.133.208,213.131.133.215,isp,SE,AS1257 
213.131.133.216,213.131.133.218,business,SE,AS1257 
213.131.133.219,213.131.133.231,isp,SE,AS1257 
213.131.133.232,213.131.133.239,business,SE,AS1257 
213.131.133.240,213.131.134.127,isp,SE,AS1257 
213.131.134.128,213.131.134.160,business,SE,AS1257 
213.131.134.161,213.131.134.162,isp,SE,AS1257 
213.131.134.163,213.131.134.163,business,SE,AS1257 
213.131.134.164,213.131.134.167,isp,SE,AS1257 
213.131.134.168,213.131.134.255,business,SE,AS1257 
213.131.135.0,213.131.135.95,isp,SE,AS1257 
213.131.135.96,213.131.135.103,business,SE,AS1257 
213.131.135.104,213.131.135.111,isp,SE,AS1257 
213.131.135.112,213.131.135.119,business,SE,AS1257 
213.131.135.120,213.131.135.159,isp,SE,AS1257 
213.131.135.160,213.131.135.191,business,SE,AS1257 
213.131.135.192,213.131.135.223,isp,SE,AS1257 
213.131.135.224,213.131.135.255,business,SE,AS1257 
213.131.136.0,213.131.136.63,isp,SE,AS1257 
213.131.136.64,213.131.136.135,business,SE,AS1257 
213.131.136.136,213.131.143.255,isp,SE,AS1257 
213.131.144.0,213.131.144.255,business,SE,AS1257 
213.131.145.0,213.131.146.63,isp,SE,AS1257 
213.131.146.64,213.131.146.95,business,SE,AS1257 
213.131.146.96,213.131.146.103,isp,SE,AS1257 
213.131.146.104,213.131.146.111,business,SE,AS1257 
213.131.146.112,213.131.146.143,isp,SE,AS1257 
213.131.146.144,213.131.146.159,business,SE,AS1257 
213.131.146.160,213.131.146.215,isp,SE,AS1257 
213.131.146.216,213.131.146.223,business,SE,AS1257 
213.131.146.224,213.131.146.247,isp,SE,AS1257 
213.131.146.248,213.131.146.255,business,SE,AS1257 
213.131.147.0,213.131.147.127,isp,SE,AS1257 
213.131.147.128,213.131.147.128,business,SE,AS1257 
213.131.147.129,213.131.147.129,isp,SE,AS1257 
213.131.147.130,213.131.147.131,business,SE,AS1257 
213.131.147.132,213.131.147.132,isp,SE,AS1257 
213.131.147.133,213.131.147.135,business,SE,AS1257 
213.131.147.136,213.131.147.143,isp,SE,AS1257 
213.131.147.144,213.131.147.155,business,SE,AS1257 
213.131.147.156,213.131.147.156,isp,SE,AS1257 
213.131.147.157,213.131.147.158,business,SE,AS1257 
213.131.147.159,213.131.147.159,isp,SE,AS1257 
213.131.147.160,213.131.147.167,business,SE,AS1257 
213.131.147.168,213.131.147.220,isp,SE,AS1257 
213.131.147.221,213.131.147.223,business,SE,AS1257 
213.131.147.224,213.131.148.31,isp,SE,AS1257 
213.131.148.32,213.131.148.79,business,SE,AS1257 
213.131.148.80,213.131.148.127,isp,SE,AS1257 
213.131.148.128,213.131.148.143,business,SE,AS1257 
213.131.148.144,213.131.148.175,isp,SE,AS1257 
213.131.148.176,213.131.148.191,business,SE,AS1257 
213.131.148.192,213.131.149.31,isp,SE,AS1257 
213.131.149.32,213.131.149.63,business,SE,AS1257 
213.131.149.64,213.131.150.127,isp,SE,AS1257 
213.131.150.128,213.131.150.191,business,SE,AS1257 
213.131.150.192,213.131.151.135,isp,SE,AS1257 
213.131.151.136,213.131.151.139,business,SE,AS1257 
213.131.151.140,213.131.152.1,isp,SE,AS1257 
213.131.152.2,213.131.152.2,business,SE,AS1257 
213.131.152.3,213.131.152.7,isp,SE,AS1257 
213.131.152.8,213.131.152.15,business,SE,AS1257 
213.131.152.16,213.131.152.31,isp,SE,AS1257 
213.131.152.32,213.131.152.63,business,SE,AS1257 
213.131.152.64,213.131.152.95,isp,SE,AS1257 
213.131.152.96,213.131.152.111,business,SE,AS1257 
213.131.152.112,213.131.152.127,isp,SE,AS1257 
213.131.152.128,213.131.152.191,business,SE,AS1257 
213.131.152.192,213.131.153.7,isp,SE,AS1257 
213.131.153.8,213.131.153.15,business,SE,AS1257 
213.131.153.16,213.131.153.23,education,SE,AS1257 
213.131.153.24,213.131.153.31,isp,SE,AS1257 
213.131.153.32,213.131.153.63,business,SE,AS1257 
213.131.153.64,213.131.153.143,isp,SE,AS1257 
213.131.153.144,213.131.153.151,business,SE,AS1257 
213.131.153.152,213.131.153.255,isp,SE,AS1257 
213.131.154.0,213.131.154.255,business,SE,AS1257 
213.131.155.0,213.131.155.31,isp,SE,AS1257 
213.131.155.32,213.131.155.39,business,SE,AS1257 
213.131.155.40,213.131.155.47,isp,SE,AS1257 
213.131.155.48,213.131.155.63,business,SE,AS1257 
213.131.155.64,213.131.155.111,isp,SE,AS1257 
213.131.155.112,213.131.155.151,business,SE,AS1257 
213.131.155.152,213.131.155.159,isp,SE,AS1257 
213.131.155.160,213.131.155.207,business,SE,AS1257 
213.131.155.208,213.131.155.223,isp,SE,AS1257 
213.131.155.224,213.131.155.231,business,SE,AS1257 
213.131.155.232,213.131.155.239,isp,SE,AS1257 
213.131.155.240,213.131.155.255,business,SE,AS1257 
213.131.156.0,213.131.156.255,isp,SE,AS1257 
213.131.157.0,213.131.157.255,business,SE,AS1257 
213.131.158.0,213.131.159.255,isp,SE,AS1257 
213.131.160.0,213.131.160.7,isp,GB,AS8607 
213.131.160.8,213.131.160.43,hosting,GB,AS8607 
213.131.160.44,213.131.160.55,business,GB,AS8607 
213.131.160.56,213.131.160.63,hosting,GB,AS8607 
213.131.160.64,213.131.160.79,business,GB,AS8607 
213.131.160.80,213.131.160.127,hosting,GB,AS8607 
213.131.160.128,213.131.160.159,business,GB,AS8607 
213.131.160.160,213.131.161.31,hosting,GB,AS8607 
213.131.161.32,213.131.161.255,isp,GB,AS8607 
213.131.162.0,213.131.162.21,business,GB,AS8607 
213.131.162.22,213.131.162.23,hosting,GB,AS8607 
213.131.162.24,213.131.162.25,business,GB,AS8607 
213.131.162.26,213.131.162.27,hosting,GB,AS8607 
213.131.162.28,213.131.162.35,business,GB,AS8607 
213.131.162.36,213.131.162.39,isp,GB,AS8607 
213.131.162.40,213.131.162.59,business,GB,AS8607 
213.131.162.60,213.131.162.79,hosting,GB,AS8607 
213.131.162.80,213.131.162.87,business,GB,AS8607 
213.131.162.88,213.131.162.99,hosting,GB,AS8607 
213.131.162.100,213.131.162.111,business,GB,AS8607 
213.131.162.112,213.131.162.113,hosting,GB,AS8607 
213.131.162.114,213.131.162.115,business,GB,AS8607 
213.131.162.116,213.131.162.119,hosting,GB,AS8607 
213.131.162.120,213.131.162.147,business,GB,AS8607 
213.131.162.148,213.131.162.159,hosting,GB,AS8607 
213.131.162.160,213.131.162.175,business,GB,AS8607 
213.131.162.176,213.131.162.183,hosting,GB,AS8607 
213.131.162.184,213.131.162.191,business,GB,AS8607 
213.131.162.192,213.131.162.201,isp,GB,AS8607 
213.131.162.202,213.131.162.205,business,GB,AS8607 
213.131.162.206,213.131.162.207,hosting,GB,AS8607 
213.131.162.208,213.131.162.215,business,GB,AS8607 
213.131.162.216,213.131.162.223,hosting,GB,AS8607 
213.131.162.224,213.131.163.7,business,GB,AS8607 
213.131.163.8,213.131.163.11,hosting,GB,AS8607 
213.131.163.12,213.131.163.19,business,GB,AS8607 
213.131.163.20,213.131.163.23,isp,GB,AS8607 
213.131.163.24,213.131.163.27,business,GB,AS8607 
213.131.163.28,213.131.163.31,isp,GB,AS8607 
213.131.163.32,213.131.163.37,business,GB,AS8607 
213.131.163.38,213.131.163.39,education,GB,AS8607 
213.131.163.40,213.131.163.119,business,GB,AS8607 
213.131.163.120,213.131.163.127,hosting,GB,AS8607 
213.131.163.128,213.131.163.175,business,GB,AS8607 
213.131.163.176,213.131.163.177,hosting,GB,AS8607 
213.131.163.178,213.131.163.179,business,GB,AS8607 
213.131.163.180,213.131.163.183,hosting,GB,AS8607 
213.131.163.184,213.131.163.187,business,GB,AS8607 
213.131.163.188,213.131.163.191,hosting,GB,AS8607 
213.131.163.192,213.131.163.223,business,GB,AS8607 
213.131.163.224,213.131.164.255,hosting,GB,AS8607 
213.131.165.0,213.131.165.7,business,GB,AS8607 
213.131.165.8,213.131.165.15,hosting,GB,AS8607 
213.131.165.16,213.131.165.31,business,GB,AS8607 
213.131.165.32,213.131.165.35,hosting,GB,AS8607 
213.131.165.36,213.131.165.51,business,GB,AS8607 
213.131.165.52,213.131.165.55,hosting,GB,AS8607 
213.131.165.56,213.131.165.63,business,GB,AS8607 
213.131.165.64,213.131.165.67,hosting,GB,AS8607 
213.131.165.68,213.131.165.71,business,GB,AS8607 
213.131.165.72,213.131.165.75,hosting,GB,AS8607 
213.131.165.76,213.131.165.77,isp,GB,AS8607 
213.131.165.78,213.131.165.111,business,GB,AS8607 
213.131.165.112,213.131.165.119,isp,GB,AS8607 
213.131.165.120,213.131.165.142,business,GB,AS8607 
213.131.165.143,213.131.165.151,hosting,GB,AS8607 
213.131.165.152,213.131.165.159,business,GB,AS8607 
213.131.165.160,213.131.165.163,hosting,GB,AS8607 
213.131.165.164,213.131.165.179,business,GB,AS8607 
213.131.165.180,213.131.165.187,hosting,GB,AS8607 
213.131.165.188,213.131.165.191,business,GB,AS8607 
213.131.165.192,213.131.165.193,hosting,GB,AS8607 
213.131.165.194,213.131.165.199,business,GB,AS8607 
213.131.165.200,213.131.165.215,hosting,GB,AS8607 
213.131.165.216,213.131.166.3,business,GB,AS8607 
213.131.166.4,213.131.166.5,education,GB,AS8607 
213.131.166.6,213.131.166.75,business,GB,AS8607 
213.131.166.76,213.131.166.79,hosting,GB,AS8607 
213.131.166.80,213.131.166.101,business,GB,AS8607 
213.131.166.102,213.131.166.103,isp,GB,AS8607 
213.131.166.104,213.131.166.107,business,GB,AS8607 
213.131.166.108,213.131.166.111,isp,GB,AS8607 
213.131.166.112,213.131.166.199,business,GB,AS8607 
213.131.166.200,213.131.166.203,isp,GB,AS8607 
213.131.166.204,213.131.166.229,business,GB,AS8607 
213.131.166.230,213.131.166.241,isp,GB,AS8607 
213.131.166.242,213.131.166.243,hosting,GB,AS8607 
213.131.166.244,213.131.166.245,business,GB,AS8607 
213.131.166.246,213.131.166.255,isp,GB,AS8607 
213.131.167.0,213.131.167.47,hosting,GB,AS8607 
213.131.167.48,213.131.167.63,business,GB,AS8607 
213.131.167.64,213.131.167.71,isp,GB,AS8607 
213.131.167.72,213.131.167.87,business,GB,AS8607 
213.131.167.88,213.131.167.127,hosting,GB,AS8607 
213.131.167.128,213.131.167.255,business,GB,AS8607 
213.131.168.0,213.131.168.7,isp,GB,AS8607 
213.131.168.8,213.131.168.111,hosting,GB,AS8607 
213.131.168.112,213.131.168.119,business,GB,AS8607 
213.131.168.120,213.131.168.135,hosting,GB,AS8607 
213.131.168.136,213.131.168.143,business,GB,AS8607 
213.131.168.144,213.131.168.163,hosting,GB,AS8607 
213.131.168.164,213.131.168.183,business,GB,AS8607 
213.131.168.184,213.131.168.199,hosting,GB,AS8607 
213.131.168.200,213.131.168.203,business,GB,AS8607 
213.131.168.204,213.131.168.239,hosting,GB,AS8607 
213.131.168.240,213.131.168.252,business,GB,AS8607 
213.131.168.253,213.131.169.15,hosting,GB,AS8607 
213.131.169.16,213.131.169.31,business,GB,AS8607 
213.131.169.32,213.131.169.103,hosting,GB,AS8607 
213.131.169.104,213.131.169.127,business,GB,AS8607 
213.131.169.128,213.131.169.255,hosting,GB,AS8607 
213.131.170.0,213.131.171.255,isp,GB,AS8607 
213.131.172.0,213.131.172.15,hosting,GB,AS8607 
213.131.172.16,213.131.172.31,business,GB,AS8607 
213.131.172.32,213.131.172.71,hosting,GB,AS8607 
213.131.172.72,213.131.172.79,business,GB,AS8607 
213.131.172.80,213.131.172.95,hosting,GB,AS8607 
213.131.172.96,213.131.172.103,business,GB,AS8607 
213.131.172.104,213.131.172.127,hosting,GB,AS8607 
213.131.172.128,213.131.172.135,business,GB,AS8607 
213.131.172.136,213.131.172.223,hosting,GB,AS8607 
213.131.172.224,213.131.173.7,business,GB,AS8607 
213.131.173.8,213.131.173.15,hosting,GB,AS8607 
213.131.173.16,213.131.173.103,business,GB,AS8607 
213.131.173.104,213.131.173.107,hosting,GB,AS8607 
213.131.173.108,213.131.173.109,business,GB,AS8607 
213.131.173.110,213.131.173.111,hosting,GB,AS8607 
