213.174.0.0,213.174.0.255,isp,UA 
213.174.1.0,213.174.2.255,education,UA 
213.174.3.0,213.174.3.255,business,UA 
213.174.4.0,213.174.4.255,education,UA 
213.174.5.0,213.174.6.255,isp,UA 
213.174.7.0,213.174.7.255,business,UA 
213.174.8.0,213.174.8.255,isp,UA 
213.174.9.0,213.174.11.255,business,UA 
213.174.12.0,213.174.21.255,isp,UA 
213.174.22.0,213.174.22.255,business,UA 
213.174.23.0,213.174.23.255,hosting,UA 
213.174.24.0,213.174.27.255,isp,UA 
213.174.28.0,213.174.29.255,business,UA 
213.174.30.0,213.174.31.255,education,UA 
213.174.32.0,213.174.63.255,hosting,DE 
213.174.64.0,213.174.66.63,hosting,DK 
213.174.66.64,213.174.66.87,isp,DK 
213.174.66.88,213.174.67.223,hosting,DK 
213.174.67.224,213.174.67.239,isp,DK 
213.174.67.240,213.174.95.255,hosting,DK 
213.174.96.0,213.174.127.255,isp,FR 
213.174.128.0,213.174.156.255,hosting,US 
213.174.157.0,213.174.157.31,hosting,NL 
213.174.157.32,213.174.157.127,hosting,US 
213.174.157.128,213.174.157.255,hosting,GB 
213.174.158.0,213.174.159.255,hosting,US 
213.174.160.0,213.174.162.255,hosting,IT 
213.174.163.0,213.174.163.27,business,IT 
213.174.163.28,213.174.163.47,hosting,IT 
213.174.163.48,213.174.163.71,business,IT 
213.174.163.72,213.174.163.79,hosting,IT 
213.174.163.80,213.174.163.91,business,IT 
213.174.163.92,213.174.163.95,hosting,IT 
213.174.163.96,213.174.163.111,business,IT 
213.174.163.112,213.174.163.115,hosting,IT 
213.174.163.116,213.174.163.119,business,IT 
213.174.163.120,213.174.163.127,hosting,IT 
213.174.163.128,213.174.163.211,business,IT 
213.174.163.212,213.174.163.223,hosting,IT 
213.174.163.224,213.174.163.239,business,IT 
213.174.163.240,213.174.164.71,hosting,IT 
213.174.164.72,213.174.164.95,business,IT 
213.174.164.96,213.174.164.107,hosting,IT 
213.174.164.108,213.174.164.131,business,IT 
213.174.164.132,213.174.164.143,hosting,IT 
213.174.164.144,213.174.164.159,business,IT 
213.174.164.160,213.174.165.19,hosting,IT 
213.174.165.20,213.174.165.47,business,IT 
213.174.165.48,213.174.165.51,hosting,IT 
213.174.165.52,213.174.165.63,business,IT 
213.174.165.64,213.174.165.71,hosting,IT 
213.174.165.72,213.174.165.79,business,IT 
213.174.165.80,213.174.165.95,hosting,IT 
213.174.165.96,213.174.165.111,business,IT 
213.174.165.112,213.174.165.127,hosting,IT 
213.174.165.128,213.174.165.155,business,IT 
213.174.165.156,213.174.165.159,hosting,IT 
213.174.165.160,213.174.165.167,business,IT 
213.174.165.168,213.174.165.191,hosting,IT 
213.174.165.192,213.174.165.223,business,IT 
213.174.165.224,213.174.165.255,hosting,IT 
213.174.166.0,213.174.166.111,business,IT 
213.174.166.112,213.174.166.119,hosting,IT 
213.174.166.120,213.174.166.135,business,IT 
213.174.166.136,213.174.166.147,hosting,IT 
213.174.166.148,213.174.166.183,business,IT 
