192.253.0.0,192.253.0.255,isp,US,AS394384 
192.253.1.0,192.253.200.255,government,US,AS749 
192.253.201.0,192.253.201.255,business,US,AS174 
192.253.202.0,192.253.203.255,isp,US,AS11796 
192.253.204.0,192.253.207.255,isp,CA,AS40473 
192.253.208.0,192.253.209.255,business,US, 
192.253.210.0,192.253.211.255,business,SG,AS137409 
192.253.212.0,192.253.215.255,isp,CA,AS393445 
192.253.216.0,192.253.223.255,isp,AU,AS139049 
192.253.224.0,192.253.239.255,hosting,US,AS152194 
192.253.240.0,192.253.240.255,hosting,HK,AS206264 
192.253.241.0,192.253.241.255,business,AU,AS9009 
192.253.242.0,192.253.242.255,business,HK,AS206264 
192.253.243.0,192.253.243.255,business,IN, 
192.253.244.0,192.253.244.255,hosting,GB,AS9009 
192.253.245.0,192.253.245.255,hosting,GB,AS3223 
192.253.246.0,192.253.246.255,business,US,AS212238 
192.253.247.0,192.253.247.255,business,CL, 
192.253.248.0,192.253.248.255,hosting,NL,AS212238 
192.253.249.0,192.253.249.255,hosting,AU,AS9009 
192.253.250.0,192.253.250.255,hosting,LU,AS9009 
192.253.251.0,192.253.251.255,business,SG, 
192.253.252.0,192.253.252.255,hosting,BN,AS206264 
192.253.253.0,192.253.253.255,business,MD,AS9009 
192.253.254.0,192.253.254.255,business,MT,AS9009 
192.253.255.0,192.253.255.255,business,GB,AS9009 
