222.142.214.15,222.142.214.15,education,CN 
222.142.214.16,222.142.214.33,isp,CN 
222.142.214.34,222.142.214.34,business,CN 
222.142.214.35,222.142.214.41,isp,CN 
222.142.214.42,222.142.214.42,business,CN 
222.142.214.43,222.142.214.68,isp,CN 
222.142.214.69,222.142.214.69,business,CN 
222.142.214.70,222.142.214.80,isp,CN 
222.142.214.81,222.142.214.81,business,CN 
222.142.214.82,222.142.230.76,isp,CN 
222.142.230.77,222.142.230.77,business,CN 
222.142.230.78,222.143.255.255,isp,CN 
