144.91.64.0,144.91.127.255,hosting,DE 
144.91.128.0,144.91.175.255,isp,JP 
144.91.176.0,144.91.180.127,business,US 
144.91.180.128,144.91.180.159,education,US 
144.91.180.160,144.91.180.223,business,US 
144.91.180.224,144.91.180.255,education,US 
144.91.181.0,144.91.181.31,business,US 
144.91.181.32,144.91.181.63,education,US 
144.91.181.64,144.91.183.179,business,US 
144.91.183.180,144.91.183.183,education,US 
144.91.183.184,144.91.185.247,business,US 
144.91.185.248,144.91.185.255,isp,US 
144.91.186.0,144.91.187.7,business,US 
144.91.187.8,144.91.187.11,isp,US 
144.91.187.12,144.91.188.239,business,US 
144.91.188.240,144.91.188.255,education,US 
144.91.189.0,144.91.191.31,business,US 
144.91.191.32,144.91.191.39,isp,US 
144.91.191.40,144.91.192.119,business,US 
144.91.192.120,144.91.192.127,isp,US 
144.91.192.128,144.91.192.215,business,US 
144.91.192.216,144.91.192.223,education,US 
144.91.192.224,144.91.194.119,business,US 
144.91.194.120,144.91.194.123,education,US 
144.91.194.124,144.91.195.191,business,US 
144.91.195.192,144.91.195.195,education,US 
144.91.195.196,144.91.195.207,business,US 
144.91.195.208,144.91.195.211,isp,US 
144.91.195.212,144.91.195.255,business,US 
144.91.196.0,144.91.196.3,isp,US 
144.91.196.4,144.91.197.15,business,US 
144.91.197.16,144.91.197.19,isp,US 
144.91.197.20,144.91.197.75,business,US 
144.91.197.76,144.91.197.79,business,CN 
144.91.197.80,144.91.197.179,business,US 
144.91.197.180,144.91.197.183,education,US 
144.91.197.184,144.91.202.247,business,US 
144.91.202.248,144.91.202.255,education,US 
144.91.203.0,144.91.203.27,business,US 
144.91.203.28,144.91.203.31,isp,US 
144.91.203.32,144.91.204.199,business,US 
144.91.204.200,144.91.204.207,education,US 
144.91.204.208,144.91.205.159,business,US 
144.91.205.160,144.91.205.167,education,US 
144.91.205.168,144.91.206.87,business,US 
144.91.206.88,144.91.206.95,isp,US 
144.91.206.96,144.91.210.3,business,US 
144.91.210.4,144.91.210.7,business,CA 
144.91.210.8,144.91.210.135,business,US 
144.91.210.136,144.91.210.139,isp,US 
144.91.210.140,144.91.211.19,business,US 
144.91.211.20,144.91.211.23,isp,US 
144.91.211.24,144.91.211.79,business,US 
144.91.211.80,144.91.211.83,isp,US 
144.91.211.84,144.91.211.163,business,US 
144.91.211.164,144.91.211.167,business,CA 
144.91.211.168,144.91.211.195,business,US 
144.91.211.196,144.91.211.199,education,US 
144.91.211.200,144.91.239.159,business,US 
144.91.239.160,144.91.239.167,isp,US 
144.91.239.168,144.91.239.223,business,US 
144.91.239.224,144.91.239.231,education,US 
144.91.239.232,144.91.242.127,business,US 
144.91.242.128,144.91.242.135,isp,US 
144.91.242.136,144.91.243.199,business,US 
144.91.243.200,144.91.243.207,isp,US 
144.91.243.208,144.91.254.235,business,US 
144.91.254.236,144.91.254.239,education,US 
144.91.254.240,144.91.255.255,business,US 
