91.140.0.0,91.140.127.255,isp,GR,AS25472 
91.140.128.0,91.140.241.195,isp,KW,AS3225 
91.140.241.196,91.140.241.196,business,KW,AS3225 
91.140.241.197,91.140.244.207,isp,KW,AS3225 
91.140.244.208,91.140.244.208,business,KW,AS3225 
91.140.244.209,91.140.245.223,isp,KW,AS3225 
91.140.245.224,91.140.245.231,business,KW,AS3225 
91.140.245.232,91.140.245.247,isp,KW,AS3225 
91.140.245.248,91.140.245.255,business,KW,AS3225 
91.140.246.0,91.140.249.63,isp,KW,AS3225 
91.140.249.64,91.140.249.64,business,KW,AS3225 
91.140.249.65,91.140.249.67,isp,KW,AS3225 
91.140.249.68,91.140.249.68,business,KW,AS3225 
91.140.249.69,91.140.249.71,isp,KW,AS3225 
91.140.249.72,91.140.249.72,business,KW,AS3225 
91.140.249.73,91.140.249.75,isp,KW,AS3225 
91.140.249.76,91.140.249.76,business,KW,AS3225 
91.140.249.77,91.140.249.79,isp,KW,AS3225 
91.140.249.80,91.140.249.80,business,KW,AS3225 
91.140.249.81,91.140.249.83,isp,KW,AS3225 
91.140.249.84,91.140.249.84,business,KW,AS3225 
91.140.249.85,91.140.249.159,isp,KW,AS3225 
91.140.249.160,91.140.249.175,business,KW,AS3225 
91.140.249.176,91.140.251.31,isp,KW,AS3225 
91.140.251.32,91.140.251.39,business,KW,AS3225 
91.140.251.40,91.140.251.111,isp,KW,AS3225 
91.140.251.112,91.140.251.115,business,KW,AS3225 
91.140.251.116,91.140.253.31,isp,KW,AS3225 
91.140.253.32,91.140.253.39,business,KW,AS3225 
91.140.253.40,91.140.253.47,isp,KW,AS3225 
91.140.253.48,91.140.253.51,business,KW,AS3225 
91.140.253.52,91.140.253.79,isp,KW,AS3225 
91.140.253.80,91.140.253.83,business,KW,AS3225 
91.140.253.84,91.140.253.167,isp,KW,AS3225 
91.140.253.168,91.140.253.168,business,KW,AS3225 
91.140.253.169,91.140.253.223,isp,KW,AS3225 
91.140.253.224,91.140.253.227,business,KW,AS3225 
91.140.253.228,91.140.253.243,isp,KW,AS3225 
91.140.253.244,91.140.253.247,business,KW,AS3225 
91.140.253.248,91.140.255.39,isp,KW,AS3225 
91.140.255.40,91.140.255.47,business,KW,AS3225 
91.140.255.48,91.140.255.107,isp,KW,AS3225 
91.140.255.108,91.140.255.108,business,KW,AS3225 
91.140.255.109,91.140.255.155,isp,KW,AS3225 
91.140.255.156,91.140.255.156,business,KW,AS3225 
91.140.255.157,91.140.255.191,isp,KW,AS3225 
91.140.255.192,91.140.255.195,business,KW,AS3225 
91.140.255.196,91.140.255.211,isp,KW,AS3225 
91.140.255.212,91.140.255.212,business,KW,AS3225 
91.140.255.213,91.140.255.219,isp,KW,AS3225 
91.140.255.220,91.140.255.223,business,KW,AS3225 
91.140.255.224,91.140.255.229,isp,KW,AS3225 
91.140.255.230,91.140.255.230,business,KW,AS3225 
91.140.255.231,91.140.255.239,isp,KW,AS3225 
91.140.255.240,91.140.255.240,business,KW,AS3225 
91.140.255.241,91.140.255.255,isp,KW,AS3225 
