31.172.0.0,31.172.63.255,isp,DE,AS39138 
31.172.64.0,31.172.64.255,hosting,RU,AS49063 
31.172.65.0,31.172.65.255,hosting,UA,AS44051 
31.172.66.0,31.172.67.255,hosting,RU,AS49063 
31.172.68.0,31.172.68.255,hosting,DE,AS44051 
31.172.69.0,31.172.69.255,hosting,US,AS62904 
31.172.70.0,31.172.73.255,hosting,DE,AS44051 
31.172.74.0,31.172.74.255,hosting,NL,AS58329 
31.172.75.0,31.172.75.255,hosting,DE,AS44051 
31.172.76.0,31.172.76.255,hosting,RU,AS49063 
31.172.77.0,31.172.77.255,hosting,DE,AS44051 
31.172.78.0,31.172.78.255,hosting,NL,AS58329 
31.172.79.0,31.172.79.255,hosting,US,AS62904 
31.172.80.0,31.172.95.255,hosting,DE,AS44066 
31.172.96.0,31.172.103.255,isp,DE,AS39138 
31.172.104.0,31.172.107.255,isp,DE,AS15943 
31.172.108.0,31.172.108.31,business,DE,AS15943 
31.172.108.32,31.172.108.39,isp,DE,AS15943 
31.172.108.40,31.172.108.187,business,DE,AS15943 
31.172.108.188,31.172.108.191,isp,DE,AS15943 
31.172.108.192,31.172.109.111,business,DE,AS15943 
31.172.109.112,31.172.109.119,isp,DE,AS15943 
31.172.109.120,31.172.109.127,business,DE,AS15943 
31.172.109.128,31.172.109.191,isp,DE,AS15943 
31.172.109.192,31.172.109.207,business,DE,AS15943 
31.172.109.208,31.172.109.255,isp,DE,AS15943 
31.172.110.0,31.172.110.47,business,DE,AS15943 
31.172.110.48,31.172.110.71,isp,DE,AS15943 
31.172.110.72,31.172.110.79,business,DE,AS15943 
31.172.110.80,31.172.110.87,isp,DE,AS15943 
31.172.110.88,31.172.110.89,business,DE,AS15943 
31.172.110.90,31.172.110.93,isp,DE,AS15943 
31.172.110.94,31.172.110.159,business,DE,AS15943 
31.172.110.160,31.172.110.167,isp,DE,AS15943 
31.172.110.168,31.172.110.239,business,DE,AS15943 
31.172.110.240,31.172.111.71,isp,DE,AS15943 
31.172.111.72,31.172.111.79,business,DE,AS15943 
31.172.111.80,31.172.111.91,isp,DE,AS15943 
31.172.111.92,31.172.111.95,business,DE,AS15943 
31.172.111.96,31.172.111.167,isp,DE,AS15943 
31.172.111.168,31.172.111.175,business,DE,AS15943 
31.172.111.176,31.172.111.255,isp,DE,AS15943 
31.172.112.0,31.172.127.255,hosting,DE,AS60955 
31.172.128.0,31.172.128.255,hosting,RU,AS50340 
31.172.129.0,31.172.131.255,business,RU,AS50340 
31.172.132.0,31.172.133.255,isp,RU,AS44963 
31.172.134.0,31.172.135.255,hosting,RU,AS50340 
31.172.136.0,31.172.137.255,isp,UA,AS24685 
31.172.138.0,31.172.139.255,isp,UA,AS1820 
31.172.140.0,31.172.141.255,isp,UA,AS24685 
31.172.142.0,31.172.142.255,business,UA,AS1820 
31.172.143.0,31.172.143.255,business,UA,AS41540 
31.172.144.0,31.172.151.255,isp,LU,AS8632 
31.172.152.0,31.172.159.255,business,FI,AS198024 
31.172.160.0,31.172.160.255,hosting,FR,AS30781 
31.172.161.0,31.172.161.255,business,FR,AS41370 
31.172.162.0,31.172.162.255,hosting,FR,AS30781 
31.172.163.0,31.172.163.255,business,FR,AS199575 
31.172.164.0,31.172.167.255,hosting,FR,AS41765 
31.172.168.0,31.172.168.255,business,PL,AS15967 
31.172.169.0,31.172.171.255,hosting,PL,AS15967 
31.172.172.0,31.172.175.255,hosting,FR,AS216269 
31.172.176.0,31.172.181.255,business,PL,AS31242 
31.172.182.0,31.172.183.255,hosting,PL,AS31242 
31.172.184.0,31.172.185.47,business,PL,AS31242 
31.172.185.48,31.172.185.63,hosting,PL,AS31242 
31.172.185.64,31.172.186.255,business,PL,AS31242 
31.172.187.0,31.172.187.255,hosting,PL,AS31242 
31.172.188.0,31.172.190.255,business,PL,AS31242 
31.172.191.0,31.172.191.255,hosting,PL,AS31242 
31.172.192.0,31.172.223.255,isp,RU,AS15468 
31.172.224.0,31.172.227.255,isp,LT,AS43700 
31.172.228.0,31.172.231.255,business,FR,AS16347 
31.172.232.0,31.172.232.255,hosting,FR,AS30781 
31.172.233.0,31.172.233.255,business,FR,AS30781 
31.172.234.0,31.172.234.79,hosting,FR,AS30781 
31.172.234.80,31.172.234.87,business,FR,AS30781 
31.172.234.88,31.172.234.255,hosting,FR,AS30781 
31.172.235.0,31.172.235.255,business,FR,AS30781 
31.172.236.0,31.172.236.127,hosting,FR,AS30781 
31.172.236.128,31.172.236.149,business,FR,AS30781 
31.172.236.150,31.172.236.155,hosting,FR,AS30781 
31.172.236.156,31.172.236.199,business,FR,AS30781 
31.172.236.200,31.172.236.215,hosting,FR,AS30781 
31.172.236.216,31.172.236.219,business,FR,AS30781 
31.172.236.220,31.172.236.239,hosting,FR,AS30781 
31.172.236.240,31.172.236.255,business,FR,AS30781 
31.172.237.0,31.172.237.63,hosting,FR,AS30781 
31.172.237.64,31.172.237.95,business,FR,AS30781 
31.172.237.96,31.172.237.111,hosting,FR,AS30781 
31.172.237.112,31.172.237.135,business,FR,AS30781 
31.172.237.136,31.172.237.143,hosting,FR,AS30781 
31.172.237.144,31.172.237.159,business,FR,AS30781 
31.172.237.160,31.172.237.167,hosting,FR,AS30781 
31.172.237.168,31.172.237.191,business,FR,AS30781 
31.172.237.192,31.172.237.231,hosting,FR,AS30781 
31.172.237.232,31.172.237.255,business,FR,AS30781 
31.172.238.0,31.172.238.79,hosting,FR,AS30781 
31.172.238.80,31.172.238.87,business,FR,AS30781 
31.172.238.88,31.172.238.95,hosting,FR,AS30781 
31.172.238.96,31.172.238.127,business,FR,AS30781 
31.172.238.128,31.172.238.199,hosting,FR,AS30781 
31.172.238.200,31.172.238.207,business,FR,AS30781 
31.172.238.208,31.172.238.255,hosting,FR,AS30781 
31.172.239.0,31.172.239.255,business,FR,AS57694 
31.172.240.0,31.172.240.255,hosting,GB,AS34920 
31.172.241.0,31.172.241.15,business,GB,AS34920 
31.172.241.16,31.172.241.23,hosting,GB,AS34920 
31.172.241.24,31.172.241.31,business,GB,AS34920 
31.172.241.32,31.172.241.39,hosting,GB,AS34920 
31.172.241.40,31.172.241.47,business,GB,AS34920 
31.172.241.48,31.172.241.63,hosting,GB,AS34920 
31.172.241.64,31.172.241.71,business,GB,AS34920 
31.172.241.72,31.172.241.79,hosting,GB,AS34920 
31.172.241.80,31.172.241.111,business,GB,AS34920 
31.172.241.112,31.172.241.119,hosting,GB,AS34920 
31.172.241.120,31.172.241.127,business,GB,AS34920 
31.172.241.128,31.172.241.143,hosting,GB,AS34920 
31.172.241.144,31.172.241.159,business,GB,AS34920 
31.172.241.160,31.172.241.207,hosting,GB,AS34920 
31.172.241.208,31.172.241.215,business,GB,AS34920 
31.172.241.216,31.172.241.223,hosting,GB,AS34920 
31.172.241.224,31.172.241.231,business,GB,AS34920 
31.172.241.232,31.172.241.239,hosting,GB,AS34920 
31.172.241.240,31.172.241.255,business,GB,AS34920 
31.172.242.0,31.172.242.127,hosting,GB,AS34920 
31.172.242.128,31.172.242.143,hosting,IT,AS34920 
31.172.242.144,31.172.243.95,hosting,GB,AS34920 
31.172.243.96,31.172.243.103,hosting,IT,AS34920 
31.172.243.104,31.172.244.7,hosting,GB,AS34920 
31.172.244.8,31.172.244.23,business,GB,AS34920 
31.172.244.24,31.172.244.31,hosting,GB,AS34920 
31.172.244.32,31.172.244.39,business,MT,AS34920 
31.172.244.40,31.172.244.47,business,GB,AS34920 
31.172.244.48,31.172.244.55,hosting,GB,AS34920 
31.172.244.56,31.172.244.127,business,GB,AS34920 
31.172.244.128,31.172.244.159,hosting,GB,AS34920 
31.172.244.160,31.172.244.175,business,GB,AS34920 
31.172.244.176,31.172.244.199,hosting,GB,AS34920 
31.172.244.200,31.172.244.207,business,GB,AS34920 
31.172.244.208,31.172.244.231,hosting,GB,AS34920 
31.172.244.232,31.172.244.239,business,GB,AS34920 
31.172.244.240,31.172.244.247,hosting,GB,AS34920 
31.172.244.248,31.172.244.255,business,GB,AS34920 
31.172.245.0,31.172.245.31,hosting,GB,AS34920 
31.172.245.32,31.172.245.39,hosting,MT,AS34920 
31.172.245.40,31.172.247.103,hosting,GB,AS34920 
31.172.247.104,31.172.247.111,hosting,MT,AS34920 
31.172.247.112,31.172.248.103,hosting,GB,AS34920 
31.172.248.104,31.172.248.111,hosting,MT,AS34920 
31.172.248.112,31.172.248.143,hosting,GB,AS34920 
31.172.248.144,31.172.248.151,hosting,MT,AS34920 
31.172.248.152,31.172.249.39,hosting,GB,AS34920 
31.172.249.40,31.172.249.47,hosting,MT,AS34920 
31.172.249.48,31.172.250.143,hosting,GB,AS34920 
31.172.250.144,31.172.250.151,hosting,MT,AS34920 
31.172.250.152,31.172.251.175,hosting,GB,AS34920 
31.172.251.176,31.172.251.183,hosting,IT,AS34920 
31.172.251.184,31.172.251.247,hosting,GB,AS34920 
31.172.251.248,31.172.251.255,education,GB,AS34920 
31.172.252.0,31.172.252.7,hosting,GB,AS34920 
31.172.252.8,31.172.252.15,hosting,IT,AS34920 
31.172.252.16,31.172.253.95,hosting,GB,AS34920 
31.172.253.96,31.172.253.103,hosting,MT,AS34920 
31.172.253.104,31.172.253.167,hosting,GB,AS34920 
