82.119.0.0,82.119.31.255,business,DE 
82.119.32.0,82.119.63.255,business,IT 
82.119.64.0,82.119.67.255,hosting,BG 
82.119.68.0,82.119.69.255,hosting,GB 
82.119.70.0,82.119.70.255,business,BG 
82.119.71.0,82.119.71.255,isp,BG 
82.119.72.0,82.119.72.255,hosting,BG 
82.119.73.0,82.119.73.255,business,BG 
82.119.74.0,82.119.76.255,hosting,BG 
82.119.77.0,82.119.78.255,business,BG 
82.119.79.0,82.119.79.255,hosting,BG 
82.119.80.0,82.119.81.255,business,BG 
82.119.82.0,82.119.83.255,hosting,BG 
82.119.84.0,82.119.85.255,business,BG 
82.119.86.0,82.119.86.127,hosting,BG 
82.119.86.128,82.119.86.255,isp,BG 
82.119.87.0,82.119.87.255,business,BG 
82.119.88.0,82.119.89.255,isp,BG 
82.119.90.0,82.119.90.31,business,BG 
82.119.90.32,82.119.90.63,hosting,BG 
82.119.90.64,82.119.91.255,business,BG 
82.119.92.0,82.119.92.95,isp,BG 
82.119.92.96,82.119.92.255,hosting,BG 
82.119.93.0,82.119.93.255,isp,BG 
82.119.94.0,82.119.95.255,hosting,BG 
82.119.96.0,82.119.96.71,business,SK 
82.119.96.72,82.119.96.79,isp,SK 
82.119.96.80,82.119.127.255,business,SK 
82.119.128.0,82.119.159.255,isp,RU 
82.119.160.0,82.119.163.47,isp,DE 
82.119.163.48,82.119.163.55,business,DE 
82.119.163.56,82.119.163.63,isp,DE 
82.119.163.64,82.119.163.71,business,DE 
82.119.163.72,82.119.163.95,isp,DE 
82.119.163.96,82.119.163.111,business,DE 
82.119.163.112,82.119.163.191,isp,DE 
82.119.163.192,82.119.164.255,business,DE 
82.119.165.0,82.119.165.95,isp,DE 
82.119.165.96,82.119.165.103,business,DE 
82.119.165.104,82.119.165.111,isp,DE 
82.119.165.112,82.119.165.127,business,DE 
82.119.165.128,82.119.166.23,isp,DE 
82.119.166.24,82.119.166.31,business,DE 
82.119.166.32,82.119.166.47,isp,DE 
82.119.166.48,82.119.166.63,business,DE 
82.119.166.64,82.119.166.79,isp,DE 
82.119.166.80,82.119.166.87,business,DE 
82.119.166.88,82.119.166.143,isp,DE 
82.119.166.144,82.119.166.151,business,DE 
82.119.166.152,82.119.166.159,isp,DE 
82.119.166.160,82.119.166.191,business,DE 
82.119.166.192,82.119.166.239,isp,DE 
82.119.166.240,82.119.167.255,business,DE 
82.119.168.0,82.119.168.199,isp,DE 
82.119.168.200,82.119.168.207,business,DE 
82.119.168.208,82.119.169.127,isp,DE 
82.119.169.128,82.119.169.255,business,DE 
82.119.170.0,82.119.170.55,isp,DE 
82.119.170.56,82.119.170.63,business,DE 
82.119.170.64,82.119.170.79,isp,DE 
82.119.170.80,82.119.170.87,business,DE 
82.119.170.88,82.119.170.255,isp,DE 
82.119.171.0,82.119.171.11,business,DE 
82.119.171.12,82.119.172.255,isp,DE 
82.119.173.0,82.119.173.7,business,DE 
82.119.173.8,82.119.173.15,isp,DE 
82.119.173.16,82.119.173.23,business,DE 
82.119.173.24,82.119.173.87,isp,DE 
82.119.173.88,82.119.173.95,business,DE 
82.119.173.96,82.119.173.151,isp,DE 
82.119.173.152,82.119.173.167,business,DE 
82.119.173.168,82.119.173.223,isp,DE 
82.119.173.224,82.119.173.231,business,DE 
82.119.173.232,82.119.173.247,isp,DE 
82.119.173.248,82.119.173.255,business,DE 
82.119.174.0,82.119.174.255,isp,DE 
82.119.175.0,82.119.175.127,business,DE 
82.119.175.128,82.119.175.143,isp,DE 
82.119.175.144,82.119.175.151,business,DE 
82.119.175.152,82.119.176.103,isp,DE 
82.119.176.104,82.119.176.111,education,DE 
82.119.176.112,82.119.177.31,isp,DE 
82.119.177.32,82.119.177.63,business,DE 
82.119.177.64,82.119.177.79,isp,DE 
82.119.177.80,82.119.177.95,business,DE 
82.119.177.96,82.119.177.143,isp,DE 
82.119.177.144,82.119.177.159,business,DE 
82.119.177.160,82.119.177.167,isp,DE 
82.119.177.168,82.119.177.175,business,DE 
82.119.177.176,82.119.177.207,isp,DE 
82.119.177.208,82.119.177.223,business,DE 
82.119.177.224,82.119.178.23,isp,DE 
82.119.178.24,82.119.178.31,business,DE 
82.119.178.32,82.119.178.63,isp,DE 
82.119.178.64,82.119.178.127,business,DE 
82.119.178.128,82.119.179.143,isp,DE 
82.119.179.144,82.119.179.151,business,DE 
82.119.179.152,82.119.179.207,isp,DE 
82.119.179.208,82.119.179.215,business,DE 
82.119.179.216,82.119.181.39,isp,DE 
82.119.181.40,82.119.181.47,business,DE 
82.119.181.48,82.119.181.63,isp,DE 
82.119.181.64,82.119.181.79,business,DE 
82.119.181.80,82.119.181.87,isp,DE 
82.119.181.88,82.119.181.95,business,DE 
