201.54.0.0,201.54.31.255,hosting,BR 
201.54.32.0,201.54.47.255,isp,BR 
201.54.48.0,201.54.63.255,government,BR 
201.54.64.0,201.54.80.79,isp,BR 
201.54.80.80,201.54.80.87,business,BR 
201.54.80.88,201.54.80.167,isp,BR 
201.54.80.168,201.54.80.183,business,BR 
201.54.80.184,201.54.80.207,isp,BR 
201.54.80.208,201.54.80.223,business,BR 
201.54.80.224,201.54.127.255,isp,BR 
201.54.128.0,201.54.159.255,education,BR 
201.54.160.0,201.54.191.255,isp,BR 
201.54.192.0,201.54.207.255,education,BR 
201.54.208.0,201.54.223.255,government,BR 
201.54.224.0,201.54.255.255,isp,BR 
