201.151.0.0,201.151.149.255,isp,MX,AS11172 
201.151.150.0,201.151.151.255,isp,MX,AS265615 
201.151.152.0,201.151.155.255,isp,MX,AS11172 
201.151.156.0,201.151.156.255,isp,MX,AS265615 
201.151.157.0,201.151.176.255,isp,MX,AS11172 
201.151.177.0,201.151.178.255,isp,MX,AS265615 
201.151.179.0,201.151.183.255,isp,MX,AS11172 
201.151.184.0,201.151.187.255,business,MX,AS11172 
201.151.188.0,201.151.255.255,isp,MX,AS11172 
