89.105.0.0,89.105.25.255,business,GB 
89.105.26.0,89.105.26.255,isp,GB 
89.105.27.0,89.105.31.255,business,GB 
89.105.32.0,89.105.47.255,hosting,NO 
89.105.48.0,89.105.63.255,business,NO 
89.105.64.0,89.105.75.255,hosting,IT 
89.105.76.0,89.105.95.255,isp,IT 
89.105.96.0,89.105.96.127,business,GB 
89.105.96.128,89.105.96.255,hosting,GB 
89.105.97.0,89.105.97.63,business,GB 
89.105.97.64,89.105.97.143,hosting,GB 
89.105.97.144,89.105.97.159,business,GB 
89.105.97.160,89.105.97.167,hosting,GB 
89.105.97.168,89.105.97.175,business,GB 
89.105.97.176,89.105.97.191,hosting,GB 
89.105.97.192,89.105.97.199,business,GB 
89.105.97.200,89.105.97.207,hosting,GB 
89.105.97.208,89.105.97.215,business,GB 
89.105.97.216,89.105.97.223,hosting,GB 
89.105.97.224,89.105.97.231,business,GB 
89.105.97.232,89.105.98.23,hosting,GB 
89.105.98.24,89.105.98.55,business,GB 
89.105.98.56,89.105.98.87,hosting,GB 
89.105.98.88,89.105.98.103,business,GB 
89.105.98.104,89.105.98.119,hosting,GB 
89.105.98.120,89.105.98.127,business,GB 
89.105.98.128,89.105.98.159,hosting,GB 
89.105.98.160,89.105.98.175,business,GB 
89.105.98.176,89.105.98.191,hosting,GB 
89.105.98.192,89.105.98.197,business,GB 
89.105.98.198,89.105.98.215,hosting,GB 
89.105.98.216,89.105.98.231,business,GB 
89.105.98.232,89.105.98.239,hosting,GB 
89.105.98.240,89.105.98.255,business,GB 
89.105.99.0,89.105.99.255,hosting,GB 
89.105.100.0,89.105.100.255,business,GB 
89.105.101.0,89.105.102.7,hosting,GB 
89.105.102.8,89.105.102.11,business,GB 
89.105.102.12,89.105.102.27,hosting,GB 
89.105.102.28,89.105.102.31,business,GB 
89.105.102.32,89.105.102.51,hosting,GB 
89.105.102.52,89.105.102.59,business,GB 
89.105.102.60,89.105.102.67,hosting,GB 
89.105.102.68,89.105.102.71,business,GB 
89.105.102.72,89.105.102.79,hosting,GB 
89.105.102.80,89.105.102.83,business,GB 
89.105.102.84,89.105.102.87,hosting,GB 
89.105.102.88,89.105.102.91,business,GB 
89.105.102.92,89.105.102.99,hosting,GB 
89.105.102.100,89.105.102.103,business,GB 
89.105.102.104,89.105.102.119,hosting,GB 
89.105.102.120,89.105.102.127,business,GB 
89.105.102.128,89.105.102.135,hosting,GB 
89.105.102.136,89.105.102.139,business,GB 
89.105.102.140,89.105.102.143,hosting,GB 
89.105.102.144,89.105.102.147,business,GB 
89.105.102.148,89.105.102.155,hosting,GB 
89.105.102.156,89.105.102.163,business,GB 
89.105.102.164,89.105.102.167,hosting,GB 
89.105.102.168,89.105.102.171,business,GB 
89.105.102.172,89.105.102.179,hosting,GB 
89.105.102.180,89.105.102.183,business,GB 
89.105.102.184,89.105.102.187,hosting,GB 
89.105.102.188,89.105.102.191,business,GB 
89.105.102.192,89.105.102.203,hosting,GB 
89.105.102.204,89.105.102.207,business,GB 
89.105.102.208,89.105.102.211,hosting,GB 
