195.70.0.0,195.70.31.255,hosting,CH 
195.70.32.0,195.70.34.255,business,HU 
195.70.35.0,195.70.39.255,isp,HU 
195.70.40.0,195.70.40.31,business,HU 
195.70.40.32,195.70.40.47,isp,HU 
195.70.40.48,195.70.40.95,business,HU 
195.70.40.96,195.70.40.159,isp,HU 
195.70.40.160,195.70.40.207,business,HU 
195.70.40.208,195.70.40.223,isp,HU 
195.70.40.224,195.70.40.255,business,HU 
195.70.41.0,195.70.41.207,isp,HU 
195.70.41.208,195.70.42.15,business,HU 
195.70.42.16,195.70.42.47,isp,HU 
195.70.42.48,195.70.42.63,business,HU 
195.70.42.64,195.70.42.79,isp,HU 
195.70.42.80,195.70.42.127,business,HU 
195.70.42.128,195.70.42.143,isp,HU 
195.70.42.144,195.70.42.175,business,HU 
195.70.42.176,195.70.42.191,isp,HU 
195.70.42.192,195.70.42.215,business,HU 
195.70.42.216,195.70.43.31,isp,HU 
195.70.43.32,195.70.43.47,business,HU 
195.70.43.48,195.70.43.95,isp,HU 
195.70.43.96,195.70.43.127,business,HU 
195.70.43.128,195.70.44.31,isp,HU 
195.70.44.32,195.70.44.95,business,HU 
195.70.44.96,195.70.44.111,isp,HU 
195.70.44.112,195.70.44.191,business,HU 
195.70.44.192,195.70.44.239,isp,HU 
195.70.44.240,195.70.45.127,business,HU 
195.70.45.128,195.70.45.159,isp,HU 
195.70.45.160,195.70.45.191,business,HU 
195.70.45.192,195.70.45.207,isp,HU 
195.70.45.208,195.70.46.63,business,HU 
195.70.46.64,195.70.46.95,isp,HU 
195.70.46.96,195.70.46.111,education,HU 
195.70.46.112,195.70.46.159,business,HU 
195.70.46.160,195.70.46.175,isp,HU 
195.70.46.176,195.70.46.191,business,HU 
195.70.46.192,195.70.47.47,isp,HU 
195.70.47.48,195.70.47.63,business,HU 
195.70.47.64,195.70.47.79,isp,HU 
195.70.47.80,195.70.47.95,business,HU 
195.70.47.96,195.70.47.119,isp,HU 
195.70.47.120,195.70.47.151,business,HU 
195.70.47.152,195.70.47.159,isp,HU 
195.70.47.160,195.70.47.175,business,HU 
195.70.47.176,195.70.47.207,isp,HU 
195.70.47.208,195.70.47.239,business,HU 
195.70.47.240,195.70.48.15,isp,HU 
195.70.48.16,195.70.48.31,business,HU 
195.70.48.32,195.70.48.47,isp,HU 
195.70.48.48,195.70.48.95,business,HU 
195.70.48.96,195.70.48.111,isp,HU 
195.70.48.112,195.70.48.127,business,HU 
195.70.48.128,195.70.48.191,isp,HU 
195.70.48.192,195.70.48.239,business,HU 
195.70.48.240,195.70.49.15,isp,HU 
195.70.49.16,195.70.49.47,business,HU 
195.70.49.48,195.70.49.95,isp,HU 
195.70.49.96,195.70.49.127,business,HU 
195.70.49.128,195.70.49.183,isp,HU 
195.70.49.184,195.70.50.95,business,HU 
195.70.50.96,195.70.50.255,isp,HU 
195.70.51.0,195.70.51.15,business,HU 
195.70.51.16,195.70.51.111,isp,HU 
195.70.51.112,195.70.51.127,business,HU 
195.70.51.128,195.70.51.255,isp,HU 
195.70.52.0,195.70.55.31,business,HU 
195.70.55.32,195.70.55.63,isp,HU 
195.70.55.64,195.70.55.127,business,HU 
195.70.55.128,195.70.55.159,isp,HU 
195.70.55.160,195.70.55.255,business,HU 
195.70.56.0,195.70.56.15,isp,HU 
195.70.56.16,195.70.56.39,business,HU 
195.70.56.40,195.70.56.79,isp,HU 
195.70.56.80,195.70.56.95,business,HU 
195.70.56.96,195.70.56.127,isp,HU 
195.70.56.128,195.70.56.143,business,HU 
195.70.56.144,195.70.56.175,isp,HU 
195.70.56.176,195.70.56.191,business,HU 
195.70.56.192,195.70.56.199,isp,HU 
195.70.56.200,195.70.56.207,business,HU 
195.70.56.208,195.70.56.223,isp,HU 
195.70.56.224,195.70.57.31,business,HU 
195.70.57.32,195.70.57.127,isp,HU 
195.70.57.128,195.70.57.143,business,HU 
195.70.57.144,195.70.57.191,isp,HU 
195.70.57.192,195.70.57.223,business,HU 
195.70.57.224,195.70.57.255,isp,HU 
195.70.58.0,195.70.59.95,business,HU 
195.70.59.96,195.70.63.255,isp,HU 
195.70.64.0,195.70.95.255,business,GB 
195.70.96.0,195.70.100.255,isp,AT 
195.70.101.0,195.70.101.63,business,AT 
195.70.101.64,195.70.105.255,isp,AT 
195.70.106.0,195.70.106.15,business,AT 
195.70.106.16,195.70.107.15,isp,AT 
195.70.107.16,195.70.107.47,business,AT 
195.70.107.48,195.70.107.95,isp,AT 
195.70.107.96,195.70.107.127,business,AT 
195.70.107.128,195.70.107.143,isp,AT 
195.70.107.144,195.70.107.159,business,AT 
195.70.107.160,195.70.107.175,isp,AT 
195.70.107.176,195.70.107.223,business,AT 
195.70.107.224,195.70.108.47,isp,AT 
195.70.108.48,195.70.108.63,business,AT 
195.70.108.64,195.70.108.79,isp,AT 
195.70.108.80,195.70.108.95,business,AT 
195.70.108.96,195.70.108.143,isp,AT 
195.70.108.144,195.70.108.159,business,AT 
195.70.108.160,195.70.108.191,isp,AT 
195.70.108.192,195.70.109.31,business,AT 
195.70.109.32,195.70.109.63,isp,AT 
195.70.109.64,195.70.109.79,business,AT 
195.70.109.80,195.70.110.31,isp,AT 
195.70.110.32,195.70.110.63,business,AT 
195.70.110.64,195.70.110.79,isp,AT 
195.70.110.80,195.70.110.95,business,AT 
195.70.110.96,195.70.113.47,isp,AT 
195.70.113.48,195.70.113.63,business,AT 
195.70.113.64,195.70.113.111,isp,AT 
195.70.113.112,195.70.113.143,business,AT 
195.70.113.144,195.70.113.223,isp,AT 
195.70.113.224,195.70.114.15,business,AT 
195.70.114.16,195.70.114.31,isp,AT 
195.70.114.32,195.70.114.63,business,AT 
195.70.114.64,195.70.114.95,isp,AT 
195.70.114.96,195.70.114.127,business,AT 
195.70.114.128,195.70.114.223,isp,AT 
195.70.114.224,195.70.114.239,business,AT 
195.70.114.240,195.70.114.255,isp,AT 
195.70.115.0,195.70.115.255,business,AT 
195.70.116.0,195.70.127.255,isp,AT 
195.70.128.0,195.70.128.71,isp,CZ 
195.70.128.72,195.70.128.75,business,CZ 
195.70.128.76,195.70.128.83,isp,CZ 
195.70.128.84,195.70.128.87,business,CZ 
