195.155.0.0,195.155.63.255,isp,US 
195.155.64.0,195.155.72.255,hosting,TR 
195.155.73.0,195.155.73.255,business,TR 
195.155.74.0,195.155.79.255,hosting,TR 
195.155.80.0,195.155.81.255,business,TR 
195.155.82.0,195.155.95.255,hosting,TR 
195.155.96.0,195.155.102.167,isp,TR 
195.155.102.168,195.155.102.175,business,TR 
195.155.102.176,195.155.103.255,isp,TR 
195.155.104.0,195.155.111.255,business,TR 
195.155.112.0,195.155.113.95,isp,TR 
195.155.113.96,195.155.113.127,business,TR 
195.155.113.128,195.155.113.239,isp,TR 
195.155.113.240,195.155.113.247,business,TR 
195.155.113.248,195.155.114.20,isp,TR 
195.155.114.21,195.155.114.21,business,TR 
195.155.114.22,195.155.114.31,isp,TR 
195.155.114.32,195.155.114.47,business,TR 
195.155.114.48,195.155.114.63,isp,TR 
195.155.114.64,195.155.114.71,business,TR 
195.155.114.72,195.155.114.103,isp,TR 
195.155.114.104,195.155.114.111,business,TR 
195.155.114.112,195.155.114.159,isp,TR 
195.155.114.160,195.155.114.183,business,TR 
195.155.114.184,195.155.114.207,isp,TR 
195.155.114.208,195.155.114.223,business,TR 
195.155.114.224,195.155.115.47,isp,TR 
195.155.115.48,195.155.115.63,business,TR 
195.155.115.64,195.155.115.71,isp,TR 
195.155.115.72,195.155.115.95,business,TR 
195.155.115.96,195.155.119.15,isp,TR 
195.155.119.16,195.155.119.31,business,TR 
195.155.119.32,195.155.119.47,isp,TR 
195.155.119.48,195.155.119.55,business,TR 
195.155.119.56,195.155.119.71,isp,TR 
195.155.119.72,195.155.119.79,business,TR 
195.155.119.80,195.155.119.103,isp,TR 
195.155.119.104,195.155.119.111,business,TR 
195.155.119.112,195.155.119.191,isp,TR 
195.155.119.192,195.155.119.199,business,TR 
195.155.119.200,195.155.119.207,isp,TR 
195.155.119.208,195.155.119.215,business,TR 
195.155.119.216,195.155.120.175,isp,TR 
195.155.120.176,195.155.120.191,business,TR 
195.155.120.192,195.155.126.255,isp,TR 
195.155.127.0,195.155.127.63,business,TR 
195.155.127.64,195.155.127.151,isp,TR 
195.155.127.152,195.155.127.155,business,TR 
195.155.127.156,195.155.127.223,isp,TR 
195.155.127.224,195.155.127.231,business,TR 
195.155.127.232,195.155.127.255,isp,TR 
195.155.128.0,195.155.130.55,hosting,TR 
195.155.130.56,195.155.130.63,isp,TR 
195.155.130.64,195.155.135.247,hosting,TR 
195.155.135.248,195.155.135.255,isp,TR 
195.155.136.0,195.155.142.255,hosting,TR 
195.155.143.0,195.155.144.7,business,TR 
195.155.144.8,195.155.144.15,hosting,TR 
195.155.144.16,195.155.145.255,business,TR 
195.155.146.0,195.155.146.7,hosting,TR 
195.155.146.8,195.155.146.255,business,TR 
195.155.147.0,195.155.148.255,hosting,TR 
195.155.149.0,195.155.150.255,business,TR 
195.155.151.0,195.155.152.255,hosting,TR 
195.155.153.0,195.155.153.255,business,TR 
195.155.154.0,195.155.159.255,hosting,TR 
195.155.160.0,195.155.167.255,business,TR 
195.155.168.0,195.155.175.255,isp,TR 
195.155.176.0,195.155.183.255,business,TR 
195.155.184.0,195.155.184.127,isp,TR 
195.155.184.128,195.155.184.151,business,TR 
195.155.184.152,195.155.184.191,isp,TR 
195.155.184.192,195.155.184.255,business,TR 
195.155.185.0,195.155.185.255,isp,TR 
195.155.186.0,195.155.186.3,business,TR 
195.155.186.4,195.155.186.143,isp,TR 
195.155.186.144,195.155.186.159,business,TR 
195.155.186.160,195.155.186.223,isp,TR 
195.155.186.224,195.155.186.231,business,TR 
195.155.186.232,195.155.191.255,isp,TR 
195.155.192.0,195.155.247.255,business,TR 
195.155.248.0,195.155.253.15,isp,TR 
195.155.253.16,195.155.253.23,business,TR 
195.155.253.24,195.155.253.71,isp,TR 
195.155.253.72,195.155.253.79,business,TR 
195.155.253.80,195.155.253.151,isp,TR 
195.155.253.152,195.155.253.159,business,TR 
195.155.253.160,195.155.254.67,isp,TR 
195.155.254.68,195.155.254.71,business,TR 
195.155.254.72,195.155.255.255,isp,TR 
