195.113.0.0,195.113.69.255,education,CZ,AS2852 
195.113.148.184,195.113.149.63,education,CZ,AS2852 
195.113.149.64,195.113.149.127,business,CZ,AS2852 
195.113.149.128,195.113.149.139,education,CZ,AS2852 
195.113.149.140,195.113.149.143,business,CZ,AS2852 
195.113.149.144,195.113.149.183,education,CZ,AS2852 
195.113.149.184,195.113.149.255,business,CZ,AS2852 
195.113.150.0,195.113.151.255,education,CZ,AS2852 
195.113.152.0,195.113.153.95,business,CZ,AS2852 
195.113.153.96,195.113.153.107,education,CZ,AS2852 
195.113.153.108,195.113.153.111,business,CZ,AS2852 
195.113.153.112,195.113.153.255,education,CZ,AS2852 
195.113.154.0,195.113.154.255,business,CZ,AS2852 
195.113.155.0,195.113.157.255,education,CZ,AS2852 
195.113.158.0,195.113.158.7,business,CZ,AS2852 
195.113.158.8,195.113.158.19,education,CZ,AS2852 
195.113.158.20,195.113.158.23,business,CZ,AS2852 
195.113.158.24,195.113.158.63,education,CZ,AS2852 
195.113.158.64,195.113.158.191,business,CZ,AS2852 
195.113.158.192,195.113.159.255,education,CZ,AS2852 
195.113.160.0,195.113.160.255,business,CZ,AS2852 
195.113.161.0,195.113.161.159,education,CZ,AS2852 
195.113.161.160,195.113.161.167,business,CZ,AS2852 
195.113.161.168,195.113.161.169,education,CZ,AS2852 
195.113.161.170,195.113.161.171,business,CZ,AS2852 
195.113.161.172,195.113.161.175,education,CZ,AS2852 
195.113.161.176,195.113.161.199,business,CZ,AS2852 
195.113.161.200,195.113.161.211,education,CZ,AS2852 
195.113.161.212,195.113.161.219,business,CZ,AS2852 
195.113.161.220,195.113.161.255,education,CZ,AS2852 
195.113.162.0,195.113.162.127,business,CZ,AS2852 
195.113.162.128,195.113.163.127,education,CZ,AS2852 
195.113.163.128,195.113.163.131,business,CZ,AS2852 
195.113.163.132,195.113.163.135,education,CZ,AS2852 
195.113.163.136,195.113.163.143,business,CZ,AS2852 
195.113.163.144,195.113.164.159,education,CZ,AS2852 
195.113.164.160,195.113.164.167,business,CZ,AS2852 
195.113.164.168,195.113.164.175,education,CZ,AS2852 
195.113.164.176,195.113.165.127,business,CZ,AS2852 
195.113.165.128,195.113.165.255,education,CZ,AS2852 
195.113.166.0,195.113.166.47,business,CZ,AS2852 
195.113.166.48,195.113.166.63,education,CZ,AS2852 
195.113.166.64,195.113.166.95,business,CZ,AS2852 
195.113.166.96,195.113.166.111,education,CZ,AS2852 
195.113.166.112,195.113.166.117,business,CZ,AS2852 
195.113.166.118,195.113.166.127,education,CZ,AS2852 
195.113.166.128,195.113.166.255,business,CZ,AS2852 
195.113.167.0,195.113.169.255,education,CZ,AS2852 
195.113.170.0,195.113.170.47,business,CZ,AS2852 
195.113.170.48,195.113.170.67,education,CZ,AS2852 
195.113.170.68,195.113.170.71,business,CZ,AS2852 
195.113.170.72,195.113.170.79,education,CZ,AS2852 
195.113.170.80,195.113.170.83,business,CZ,AS2852 
195.113.170.84,195.113.170.191,education,CZ,AS2852 
195.113.170.192,195.113.171.99,business,CZ,AS2852 
195.113.171.100,195.113.171.103,education,CZ,AS2852 
195.113.171.104,195.113.171.127,business,CZ,AS2852 
195.113.171.128,195.113.171.143,education,CZ,AS2852 
195.113.171.144,195.113.171.191,business,CZ,AS2852 
195.113.171.192,195.113.171.199,education,CZ,AS2852 
195.113.171.200,195.113.171.207,business,CZ,AS2852 
195.113.171.208,195.113.171.223,isp,CZ,AS2852 
195.113.171.224,195.113.171.255,business,CZ,AS2852 
195.113.172.0,195.113.173.255,education,CZ,AS2852 
195.113.174.0,195.113.174.31,business,CZ,AS2852 
195.113.174.32,195.113.174.63,education,CZ,AS2852 
195.113.174.64,195.113.174.95,business,CZ,AS2852 
195.113.174.96,195.113.174.103,education,CZ,AS2852 
195.113.174.104,195.113.174.159,business,CZ,AS2852 
195.113.174.160,195.113.174.239,education,CZ,AS2852 
195.113.174.240,195.113.174.247,business,CZ,AS2852 
195.113.174.248,195.113.174.251,education,CZ,AS2852 
195.113.174.252,195.113.174.255,business,CZ,AS2852 
195.113.175.0,195.113.176.127,education,CZ,AS2852 
195.113.176.128,195.113.176.143,business,CZ,AS2852 
195.113.176.144,195.113.177.135,education,CZ,AS2852 
195.113.177.136,195.113.177.143,business,CZ,AS2852 
195.113.177.144,195.113.177.255,education,CZ,AS2852 
195.113.178.0,195.113.178.79,business,CZ,AS2852 
195.113.178.80,195.113.178.103,education,CZ,AS2852 
195.113.178.104,195.113.178.115,business,CZ,AS2852 
195.113.178.116,195.113.178.119,education,CZ,AS2852 
195.113.178.120,195.113.178.123,business,CZ,AS2852 
195.113.178.124,195.113.178.127,education,CZ,AS2852 
195.113.178.128,195.113.178.235,business,CZ,AS2852 
195.113.178.236,195.113.178.247,education,CZ,AS2852 
195.113.178.248,195.113.178.251,business,CZ,AS2852 
195.113.178.252,195.113.179.255,education,CZ,AS2852 
195.113.180.0,195.113.180.155,business,CZ,AS2852 
195.113.180.156,195.113.180.159,isp,CZ,AS2852 
195.113.180.160,195.113.180.167,education,CZ,AS2852 
195.113.180.168,195.113.180.169,business,CZ,AS2852 
195.113.180.170,195.113.180.171,education,CZ,AS2852 
195.113.180.172,195.113.180.187,business,CZ,AS2852 
195.113.180.188,195.113.180.255,education,CZ,AS2852 
195.113.181.0,195.113.181.95,business,CZ,AS2852 
195.113.181.96,195.113.181.103,education,CZ,AS2852 
195.113.181.104,195.113.183.127,business,CZ,AS2852 
195.113.183.128,195.113.183.147,education,CZ,AS2852 
195.113.183.148,195.113.183.191,business,CZ,AS2852 
195.113.183.192,195.113.183.199,education,CZ,AS2852 
195.113.183.200,195.113.183.207,business,CZ,AS2852 
195.113.183.208,195.113.183.255,education,CZ,AS2852 
195.113.184.0,195.113.184.255,business,CZ,AS2852 
195.113.185.0,195.113.185.127,education,CZ,AS2852 
195.113.185.128,195.113.185.175,business,CZ,AS2852 
195.113.185.176,195.113.185.191,education,CZ,AS2852 
195.113.185.192,195.113.185.255,business,CZ,AS2852 
195.113.186.0,195.113.186.127,education,CZ,AS2852 
195.113.186.128,195.113.186.167,isp,CZ,AS2852 
195.113.186.168,195.113.186.175,business,CZ,AS2852 
195.113.186.176,195.113.186.183,education,CZ,AS2852 
195.113.186.184,195.113.186.213,business,CZ,AS2852 
195.113.186.214,195.113.186.215,education,CZ,AS2852 
195.113.186.216,195.113.186.255,business,CZ,AS2852 
195.113.187.0,195.113.187.87,education,CZ,AS2852 
195.113.187.88,195.113.187.91,business,CZ,AS2852 
195.113.187.92,195.113.187.119,education,CZ,AS2852 
195.113.187.120,195.113.187.191,business,CZ,AS2852 
195.113.187.192,195.113.187.253,education,CZ,AS2852 
195.113.187.254,195.113.187.255,business,CZ,AS2852 
195.113.188.0,195.113.188.111,education,CZ,AS2852 
195.113.188.112,195.113.188.255,business,CZ,AS2852 
195.113.189.0,195.113.189.255,education,CZ,AS2852 
195.113.190.0,195.113.190.223,business,CZ,AS2852 
195.113.190.224,195.113.191.255,education,CZ,AS2852 
195.113.192.0,195.113.192.31,business,CZ,AS2852 
195.113.192.32,195.113.192.47,education,CZ,AS2852 
195.113.192.48,195.113.192.89,business,CZ,AS2852 
195.113.192.90,195.113.192.95,education,CZ,AS2852 
195.113.192.96,195.113.192.127,business,CZ,AS2852 
195.113.192.128,195.113.192.159,education,CZ,AS2852 
195.113.192.160,195.113.192.175,business,CZ,AS2852 
195.113.192.176,195.113.192.227,education,CZ,AS2852 
195.113.192.228,195.113.192.255,business,CZ,AS2852 
195.113.193.0,195.113.197.7,education,CZ,AS2852 
195.113.197.8,195.113.197.15,business,CZ,AS2852 
195.113.197.16,195.113.197.47,education,CZ,AS2852 
195.113.197.48,195.113.197.55,business,CZ,AS2852 
195.113.197.56,195.113.197.63,education,CZ,AS2852 
195.113.197.64,195.113.197.95,business,CZ,AS2852 
195.113.197.96,195.113.197.159,education,CZ,AS2852 
195.113.197.160,195.113.197.223,business,CZ,AS2852 
195.113.197.224,195.113.197.239,education,CZ,AS2852 
195.113.197.240,195.113.197.255,business,CZ,AS2852 
195.113.198.0,195.113.206.255,education,CZ,AS2852 
195.113.207.0,195.113.207.131,business,CZ,AS2852 
195.113.207.132,195.113.207.135,education,CZ,AS2852 
195.113.207.136,195.113.207.143,business,CZ,AS2852 
195.113.207.144,195.113.207.191,education,CZ,AS2852 
195.113.207.192,195.113.207.199,business,CZ,AS2852 
195.113.207.200,195.113.207.231,education,CZ,AS2852 
195.113.207.232,195.113.207.255,business,CZ,AS2852 
195.113.208.0,195.113.209.63,education,CZ,AS2852 
195.113.209.64,195.113.209.127,business,CZ,AS2852 
195.113.209.128,195.113.209.191,education,CZ,AS2852 
195.113.209.192,195.113.209.207,business,CZ,AS2852 
195.113.209.208,195.113.209.243,education,CZ,AS2852 
195.113.209.244,195.113.209.247,business,CZ,AS2852 
195.113.209.248,195.113.210.3,education,CZ,AS2852 
195.113.210.4,195.113.210.15,business,CZ,AS2852 
195.113.210.16,195.113.210.255,education,CZ,AS2852 
195.113.211.0,195.113.213.159,business,CZ,AS2852 
195.113.213.160,195.113.220.79,education,CZ,AS2852 
195.113.220.80,195.113.220.95,business,CZ,AS2852 
195.113.220.96,195.113.220.159,education,CZ,AS2852 
195.113.220.160,195.113.220.167,business,CZ,AS2852 
195.113.220.168,195.113.221.127,education,CZ,AS2852 
195.113.221.128,195.113.221.255,business,CZ,AS2852 
195.113.222.0,195.113.223.255,education,CZ,AS2852 
195.113.224.0,195.113.224.17,business,CZ,AS2852 
195.113.224.18,195.113.224.19,education,CZ,AS2852 
195.113.224.20,195.113.224.51,business,CZ,AS2852 
195.113.224.52,195.113.225.55,education,CZ,AS2852 
195.113.225.56,195.113.225.63,business,CZ,AS2852 
195.113.225.64,195.113.225.255,education,CZ,AS2852 
195.113.226.0,195.113.226.7,business,CZ,AS2852 
195.113.226.8,195.113.226.19,education,CZ,AS2852 
195.113.226.20,195.113.226.71,business,CZ,AS2852 
195.113.226.72,195.113.226.79,education,CZ,AS2852 
195.113.226.80,195.113.226.111,business,CZ,AS2852 
195.113.226.112,195.113.226.119,education,CZ,AS2852 
195.113.226.120,195.113.226.127,business,CZ,AS2852 
195.113.226.128,195.113.226.159,education,CZ,AS2852 
195.113.226.160,195.113.227.95,business,CZ,AS2852 
195.113.227.96,195.113.227.103,education,CZ,AS2852 
195.113.227.104,195.113.227.159,business,CZ,AS2852 
195.113.227.160,195.113.227.167,education,CZ,AS2852 
195.113.227.168,195.113.227.191,business,CZ,AS2852 
195.113.227.192,195.113.227.215,education,CZ,AS2852 
195.113.227.216,195.113.227.223,business,CZ,AS2852 
195.113.227.224,195.113.227.235,education,CZ,AS2852 
195.113.227.236,195.113.227.255,business,CZ,AS2852 
195.113.228.0,195.113.229.255,education,CZ,AS2852 
195.113.230.0,195.113.231.127,business,CZ,AS2852 
195.113.231.128,195.113.233.255,education,CZ,AS2852 
195.113.234.0,195.113.234.255,business,CZ,AS2852 
195.113.235.0,195.113.239.255,education,CZ,AS2852 
195.113.240.0,195.113.240.191,business,CZ,AS2852 
195.113.240.192,195.113.240.255,education,CZ,AS2852 
195.113.241.0,195.113.242.207,business,CZ,AS2852 
195.113.242.208,195.113.242.215,education,CZ,AS2852 
195.113.242.216,195.113.242.223,business,CZ,AS2852 
195.113.242.224,195.113.242.235,education,CZ,AS2852 
195.113.242.236,195.113.242.239,business,CZ,AS2852 
195.113.242.240,195.113.243.255,education,CZ,AS2852 
195.113.244.0,195.113.244.39,business,CZ,AS2852 
195.113.244.40,195.113.244.67,education,CZ,AS2852 
195.113.244.68,195.113.244.71,business,CZ,AS2852 
195.113.244.72,195.113.244.79,education,CZ,AS2852 
195.113.244.80,195.113.244.81,business,CZ,AS2852 
195.113.244.82,195.113.244.87,education,CZ,AS2852 
195.113.244.88,195.113.244.163,business,CZ,AS2852 
195.113.244.164,195.113.248.63,education,CZ,AS2852 
195.113.248.64,195.113.248.127,business,CZ,AS2852 
195.113.248.128,195.113.248.255,education,CZ,AS2852 
195.113.249.0,195.113.249.43,business,CZ,AS2852 
195.113.249.44,195.113.249.79,education,CZ,AS2852 
195.113.249.80,195.113.249.97,business,CZ,AS2852 
195.113.249.98,195.113.249.119,education,CZ,AS2852 
195.113.249.120,195.113.249.123,business,CZ,AS2852 
195.113.249.124,195.113.249.127,education,CZ,AS2852 
195.113.249.128,195.113.249.143,business,CZ,AS2852 
195.113.249.144,195.113.255.255,education,CZ,AS2852 
