114.143.0.0,114.143.0.0,isp,IN,AS17762 
114.143.111.0,114.143.185.87,isp,IN,AS17762 
114.143.185.88,114.143.185.95,business,IN,AS17762 
114.143.185.96,114.143.185.143,isp,IN,AS17762 
114.143.185.144,114.143.185.151,business,IN,AS17762 
114.143.185.152,114.143.185.175,isp,IN,AS17762 
114.143.185.176,114.143.185.183,business,IN,AS17762 
114.143.185.184,114.143.185.215,isp,IN,AS17762 
114.143.185.216,114.143.185.223,business,IN,AS17762 
114.143.185.224,114.143.186.47,isp,IN,AS17762 
114.143.186.48,114.143.186.63,business,IN,AS17762 
114.143.186.64,114.143.186.79,isp,IN,AS17762 
114.143.186.80,114.143.186.95,business,IN,AS17762 
114.143.186.96,114.143.186.135,isp,IN,AS17762 
114.143.186.136,114.143.186.143,business,IN,AS17762 
114.143.186.144,114.143.186.151,isp,IN,AS17762 
114.143.186.152,114.143.186.167,business,IN,AS17762 
114.143.186.168,114.143.186.191,isp,IN,AS17762 
114.143.186.192,114.143.186.199,business,IN,AS17762 
114.143.186.200,114.143.186.255,isp,IN,AS17762 
114.143.187.0,114.143.187.7,business,IN,AS17762 
114.143.187.8,114.143.187.31,isp,IN,AS17762 
114.143.187.32,114.143.187.55,business,IN,AS17762 
114.143.187.56,114.143.187.63,isp,IN,AS17762 
114.143.187.64,114.143.187.79,business,IN,AS17762 
114.143.187.80,114.143.187.95,isp,IN,AS17762 
114.143.187.96,114.143.187.103,business,IN,AS17762 
114.143.187.104,114.143.190.135,isp,IN,AS17762 
114.143.190.136,114.143.190.143,business,IN,AS17762 
114.143.190.144,114.143.190.247,isp,IN,AS17762 
114.143.190.248,114.143.190.255,business,IN,AS17762 
114.143.191.0,114.143.191.7,isp,IN,AS17762 
114.143.191.8,114.143.191.15,business,IN,AS17762 
114.143.191.16,114.143.191.31,isp,IN,AS17762 
114.143.191.32,114.143.191.47,business,IN,AS17762 
114.143.191.48,114.143.191.55,isp,IN,AS17762 
114.143.191.56,114.143.191.63,business,IN,AS17762 
114.143.191.64,114.143.191.71,isp,IN,AS17762 
114.143.191.72,114.143.191.87,business,IN,AS17762 
114.143.191.88,114.143.191.167,isp,IN,AS17762 
114.143.191.168,114.143.191.175,business,IN,AS17762 
114.143.191.176,114.143.191.191,isp,IN,AS17762 
114.143.191.192,114.143.191.199,business,IN,AS17762 
114.143.191.200,114.143.192.15,isp,IN,AS17762 
114.143.192.16,114.143.192.19,business,IN,AS17762 
114.143.192.20,114.143.192.55,isp,IN,AS17762 
114.143.192.56,114.143.192.59,business,IN,AS17762 
114.143.192.60,114.143.192.119,isp,IN,AS17762 
114.143.192.120,114.143.192.127,business,IN,AS17762 
114.143.192.128,114.143.192.135,isp,IN,AS17762 
114.143.192.136,114.143.192.143,business,IN,AS17762 
114.143.192.144,114.143.213.15,isp,IN,AS17762 
114.143.213.16,114.143.213.31,business,IN,AS17762 
114.143.213.32,114.143.213.63,isp,IN,AS17762 
114.143.213.64,114.143.213.95,business,IN,AS17762 
114.143.213.96,114.143.213.167,isp,IN,AS17762 
114.143.213.168,114.143.213.183,business,IN,AS17762 
114.143.213.184,114.143.213.199,isp,IN,AS17762 
114.143.213.200,114.143.213.207,business,IN,AS17762 
114.143.213.208,114.143.213.255,isp,IN,AS17762 
114.143.214.0,114.143.214.31,business,IN,AS17762 
114.143.214.32,114.143.214.103,isp,IN,AS17762 
114.143.214.104,114.143.214.119,business,IN,AS17762 
114.143.214.120,114.143.214.135,isp,IN,AS17762 
114.143.214.136,114.143.214.151,business,IN,AS17762 
114.143.214.152,114.143.214.159,isp,IN,AS17762 
114.143.214.160,114.143.214.192,business,IN,AS17762 
114.143.214.193,114.143.214.207,isp,IN,AS17762 
114.143.214.208,114.143.214.215,business,IN,AS17762 
114.143.214.216,114.143.215.63,isp,IN,AS17762 
114.143.215.64,114.143.215.71,business,IN,AS17762 
114.143.215.72,114.143.215.95,isp,IN,AS17762 
114.143.215.96,114.143.215.111,business,IN,AS17762 
114.143.215.112,114.143.215.119,isp,IN,AS17762 
114.143.215.120,114.143.215.127,business,IN,AS17762 
114.143.215.128,114.143.215.135,isp,IN,AS17762 
114.143.215.136,114.143.215.143,business,IN,AS17762 
114.143.215.144,114.143.215.151,isp,IN,AS17762 
114.143.215.152,114.143.215.183,business,IN,AS17762 
114.143.215.184,114.143.216.79,isp,IN,AS17762 
114.143.216.80,114.143.216.103,business,IN,AS17762 
114.143.216.104,114.143.216.119,isp,IN,AS17762 
114.143.216.120,114.143.216.151,business,IN,AS17762 
114.143.216.152,114.143.216.175,isp,IN,AS17762 
114.143.216.176,114.143.216.207,business,IN,AS17762 
114.143.216.208,114.143.216.255,isp,IN,AS17762 
114.143.217.0,114.143.217.7,business,IN,AS17762 
114.143.217.8,114.143.217.63,isp,IN,AS17762 
114.143.217.64,114.143.217.71,business,IN,AS17762 
114.143.217.72,114.143.217.79,isp,IN,AS17762 
114.143.217.80,114.143.217.87,business,IN,AS17762 
114.143.217.88,114.143.217.95,isp,IN,AS17762 
114.143.217.96,114.143.217.111,business,IN,AS17762 
114.143.217.112,114.143.217.135,isp,IN,AS17762 
114.143.217.136,114.143.217.143,education,IN,AS17762 
114.143.217.144,114.143.217.151,business,IN,AS17762 
114.143.217.152,114.143.217.159,isp,IN,AS17762 
114.143.217.160,114.143.217.175,business,IN,AS17762 
114.143.217.176,114.143.217.183,isp,IN,AS17762 
114.143.217.184,114.143.217.191,business,IN,AS17762 
114.143.217.192,114.143.217.223,isp,IN,AS17762 
114.143.217.224,114.143.217.239,business,IN,AS17762 
114.143.217.240,114.143.217.255,isp,IN,AS17762 
114.143.218.0,114.143.218.15,business,IN,AS17762 
114.143.218.16,114.143.218.23,isp,IN,AS17762 
114.143.218.24,114.143.218.55,business,IN,AS17762 
114.143.218.56,114.143.218.63,isp,IN,AS17762 
114.143.218.64,114.143.218.111,business,IN,AS17762 
114.143.218.112,114.143.218.167,isp,IN,AS17762 
114.143.218.168,114.143.218.191,business,IN,AS17762 
114.143.218.192,114.143.218.199,isp,IN,AS17762 
114.143.218.200,114.143.218.207,business,IN,AS17762 
114.143.218.208,114.143.218.223,isp,IN,AS17762 
114.143.218.224,114.143.218.231,business,IN,AS17762 
114.143.218.232,114.143.218.247,isp,IN,AS17762 
114.143.218.248,114.143.219.15,business,IN,AS17762 
114.143.219.16,114.143.219.79,isp,IN,AS17762 
114.143.219.80,114.143.219.87,business,IN,AS17762 
114.143.219.88,114.143.219.111,isp,IN,AS17762 
114.143.219.112,114.143.219.119,business,IN,AS17762 
114.143.219.120,114.143.219.183,isp,IN,AS17762 
114.143.219.184,114.143.219.199,business,IN,AS17762 
114.143.219.200,114.143.219.255,isp,IN,AS17762 
114.143.220.0,114.143.220.15,business,IN,AS17762 
114.143.220.16,114.143.220.31,isp,IN,AS17762 
114.143.220.32,114.143.220.39,business,IN,AS17762 
114.143.220.40,114.143.220.47,isp,IN,AS17762 
114.143.220.48,114.143.220.55,business,IN,AS17762 
114.143.220.56,114.143.220.63,isp,IN,AS17762 
114.143.220.64,114.143.220.87,business,IN,AS17762 
114.143.220.88,114.143.220.111,isp,IN,AS17762 
114.143.220.112,114.143.220.119,business,IN,AS17762 
114.143.220.120,114.143.220.127,isp,IN,AS17762 
114.143.220.128,114.143.220.159,business,IN,AS17762 
114.143.220.160,114.143.220.231,isp,IN,AS17762 
114.143.220.232,114.143.220.235,business,IN,AS17762 
114.143.220.236,114.143.220.255,isp,IN,AS17762 
114.143.221.0,114.143.221.39,business,IN,AS17762 
114.143.221.40,114.143.221.47,isp,IN,AS17762 
114.143.221.48,114.143.221.55,business,IN,AS17762 
114.143.221.56,114.143.221.159,isp,IN,AS17762 
114.143.221.160,114.143.221.175,business,IN,AS17762 
114.143.221.176,114.143.221.215,isp,IN,AS17762 
114.143.221.216,114.143.221.231,business,IN,AS17762 
114.143.221.232,114.143.221.255,isp,IN,AS17762 
114.143.222.0,114.143.222.23,business,IN,AS17762 
114.143.222.24,114.143.222.31,isp,IN,AS17762 
114.143.222.32,114.143.222.39,business,IN,AS17762 
114.143.222.40,114.143.222.47,isp,IN,AS17762 
114.143.222.48,114.143.222.55,business,IN,AS17762 
114.143.222.56,114.143.222.63,isp,IN,AS17762 
114.143.222.64,114.143.222.79,business,IN,AS17762 
114.143.222.80,114.143.222.95,isp,IN,AS17762 
114.143.222.96,114.143.222.143,business,IN,AS17762 
114.143.222.144,114.143.222.159,isp,IN,AS17762 
114.143.222.160,114.143.222.175,business,IN,AS17762 
114.143.222.176,114.143.222.183,isp,IN,AS17762 
114.143.222.184,114.143.222.191,business,IN,AS17762 
114.143.222.192,114.143.222.199,isp,IN,AS17762 
114.143.222.200,114.143.222.215,business,IN,AS17762 
114.143.222.216,114.143.223.7,isp,IN,AS17762 
114.143.223.8,114.143.223.23,business,IN,AS17762 
114.143.223.24,114.143.223.55,isp,IN,AS17762 
114.143.223.56,114.143.223.63,business,IN,AS17762 
114.143.223.64,114.143.223.95,isp,IN,AS17762 
114.143.223.96,114.143.223.119,business,IN,AS17762 
114.143.223.120,114.143.223.127,isp,IN,AS17762 
114.143.223.128,114.143.223.135,business,IN,AS17762 
114.143.223.136,114.143.223.143,isp,IN,AS17762 
114.143.223.144,114.143.223.159,business,IN,AS17762 
114.143.223.160,114.143.223.239,isp,IN,AS17762 
114.143.223.240,114.143.223.255,business,IN,AS17762 
114.143.224.0,114.143.224.255,isp,IN,AS17762 
114.143.225.0,114.143.225.7,business,IN,AS17762 
114.143.225.8,114.143.225.23,isp,IN,AS17762 
114.143.225.24,114.143.225.31,business,IN,AS17762 
114.143.225.32,114.143.225.47,isp,IN,AS17762 
114.143.225.48,114.143.225.55,business,IN,AS17762 
114.143.225.56,114.143.225.63,isp,IN,AS17762 
114.143.225.64,114.143.225.79,business,IN,AS17762 
114.143.225.80,114.143.225.135,isp,IN,AS17762 
114.143.225.136,114.143.225.143,business,IN,AS17762 
114.143.225.144,114.143.225.207,isp,IN,AS17762 
114.143.225.208,114.143.225.223,business,IN,AS17762 
114.143.225.224,114.143.226.7,isp,IN,AS17762 
114.143.226.8,114.143.226.23,business,IN,AS17762 
114.143.226.24,114.143.226.63,isp,IN,AS17762 
114.143.226.64,114.143.226.71,business,IN,AS17762 
114.143.226.72,114.143.226.87,isp,IN,AS17762 
114.143.226.88,114.143.226.95,business,IN,AS17762 
114.143.226.96,114.143.226.111,isp,IN,AS17762 
114.143.226.112,114.143.226.159,business,IN,AS17762 
114.143.226.160,114.143.226.223,isp,IN,AS17762 
114.143.226.224,114.143.226.231,business,IN,AS17762 
114.143.226.232,114.143.226.247,isp,IN,AS17762 
114.143.226.248,114.143.226.255,business,IN,AS17762 
114.143.227.0,114.143.227.15,isp,IN,AS17762 
114.143.227.16,114.143.227.23,business,IN,AS17762 
114.143.227.24,114.143.227.39,isp,IN,AS17762 
114.143.227.40,114.143.227.47,education,IN,AS17762 
114.143.227.48,114.143.227.71,isp,IN,AS17762 
114.143.227.72,114.143.227.79,business,IN,AS17762 
114.143.227.80,114.143.227.159,isp,IN,AS17762 
114.143.227.160,114.143.227.175,business,IN,AS17762 
114.143.227.176,114.143.227.191,isp,IN,AS17762 
114.143.227.192,114.143.227.199,business,IN,AS17762 
114.143.227.200,114.143.227.207,isp,IN,AS17762 
114.143.227.208,114.143.227.215,business,IN,AS17762 
114.143.227.216,114.143.227.247,isp,IN,AS17762 
114.143.227.248,114.143.227.255,business,IN,AS17762 
114.143.228.0,114.143.228.175,isp,IN,AS17762 
114.143.228.176,114.143.228.183,business,IN,AS17762 
114.143.228.184,114.143.230.23,isp,IN,AS17762 
114.143.230.24,114.143.230.31,business,IN,AS17762 
114.143.230.32,114.143.230.71,isp,IN,AS17762 
114.143.230.72,114.143.230.79,business,IN,AS17762 
114.143.230.80,114.143.230.111,isp,IN,AS17762 
114.143.230.112,114.143.230.127,business,IN,AS17762 
114.143.230.128,114.143.230.239,isp,IN,AS17762 
114.143.230.240,114.143.230.247,business,IN,AS17762 
114.143.230.248,114.143.231.15,isp,IN,AS17762 
114.143.231.16,114.143.231.23,business,IN,AS17762 
114.143.231.24,114.143.231.71,isp,IN,AS17762 
114.143.231.72,114.143.231.127,business,IN,AS17762 
114.143.231.128,114.143.231.191,isp,IN,AS17762 
114.143.231.192,114.143.231.199,business,IN,AS17762 
114.143.231.200,114.143.231.207,isp,IN,AS17762 
114.143.231.208,114.143.231.215,business,IN,AS17762 
114.143.231.216,114.143.235.15,isp,IN,AS17762 
114.143.235.16,114.143.235.31,business,IN,AS17762 
114.143.235.32,114.143.235.63,isp,IN,AS17762 
114.143.235.64,114.143.235.71,business,IN,AS17762 
114.143.235.72,114.143.235.79,isp,IN,AS17762 
114.143.235.80,114.143.235.87,business,IN,AS17762 
114.143.235.88,114.143.235.111,isp,IN,AS17762 
114.143.235.112,114.143.235.119,business,IN,AS17762 
114.143.235.120,114.143.235.143,isp,IN,AS17762 
114.143.235.144,114.143.235.151,business,IN,AS17762 
114.143.235.152,114.143.235.159,isp,IN,AS17762 
114.143.235.160,114.143.235.183,business,IN,AS17762 
114.143.235.184,114.143.235.207,isp,IN,AS17762 
114.143.235.208,114.143.235.215,business,IN,AS17762 
114.143.235.216,114.143.235.255,isp,IN,AS17762 
114.143.236.0,114.143.236.15,business,IN,AS17762 
114.143.236.16,114.143.236.31,isp,IN,AS17762 
114.143.236.32,114.143.236.39,business,IN,AS17762 
114.143.236.40,114.143.236.55,isp,IN,AS17762 
114.143.236.56,114.143.236.79,business,IN,AS17762 
114.143.236.80,114.143.236.87,isp,IN,AS17762 
114.143.236.88,114.143.236.95,business,IN,AS17762 
114.143.236.96,114.143.236.111,isp,IN,AS17762 
114.143.236.112,114.143.236.119,business,IN,AS17762 
114.143.236.120,114.143.236.135,isp,IN,AS17762 
114.143.236.136,114.143.236.143,business,IN,AS17762 
114.143.236.144,114.143.236.151,isp,IN,AS17762 
114.143.236.152,114.143.236.159,business,IN,AS17762 
114.143.236.160,114.143.236.199,isp,IN,AS17762 
114.143.236.200,114.143.236.207,business,IN,AS17762 
114.143.236.208,114.143.236.215,isp,IN,AS17762 
114.143.236.216,114.143.236.223,business,IN,AS17762 
114.143.236.224,114.143.236.239,isp,IN,AS17762 
114.143.236.240,114.143.236.255,business,IN,AS17762 
114.143.237.0,114.143.237.39,isp,IN,AS17762 
114.143.237.40,114.143.237.55,business,IN,AS17762 
114.143.237.56,114.143.237.63,isp,IN,AS17762 
114.143.237.64,114.143.237.71,business,IN,AS17762 
114.143.237.72,114.143.237.79,isp,IN,AS17762 
114.143.237.80,114.143.237.87,business,IN,AS17762 
114.143.237.88,114.143.237.103,isp,IN,AS17762 
114.143.237.104,114.143.237.107,business,IN,AS17762 
114.143.237.108,114.143.237.119,isp,IN,AS17762 
114.143.237.120,114.143.237.127,business,IN,AS17762 
114.143.237.128,114.143.237.139,isp,IN,AS17762 
114.143.237.140,114.143.237.143,business,IN,AS17762 
114.143.237.144,114.143.237.151,isp,IN,AS17762 
114.143.237.152,114.143.237.159,education,IN,AS17762 
114.143.237.160,114.143.237.199,isp,IN,AS17762 
114.143.237.200,114.143.237.207,business,IN,AS17762 
114.143.237.208,114.143.237.215,isp,IN,AS17762 
114.143.237.216,114.143.237.223,business,IN,AS17762 
114.143.237.224,114.143.237.239,isp,IN,AS17762 
114.143.237.240,114.143.237.247,business,IN,AS17762 
114.143.237.248,114.143.238.63,isp,IN,AS17762 
114.143.238.64,114.143.238.127,business,IN,AS17762 
114.143.238.128,114.143.238.191,isp,IN,AS17762 
114.143.238.192,114.143.238.215,business,IN,AS17762 
114.143.238.216,114.143.238.223,isp,IN,AS17762 
114.143.238.224,114.143.238.231,business,IN,AS17762 
114.143.238.232,114.143.238.239,isp,IN,AS17762 
114.143.238.240,114.143.238.255,business,IN,AS17762 
114.143.239.0,114.143.239.31,isp,IN,AS17762 
114.143.239.32,114.143.239.39,business,IN,AS17762 
114.143.239.40,114.143.239.55,isp,IN,AS17762 
114.143.239.56,114.143.239.71,business,IN,AS17762 
114.143.239.72,114.143.239.87,isp,IN,AS17762 
114.143.239.88,114.143.239.95,business,IN,AS17762 
114.143.239.96,114.143.239.119,isp,IN,AS17762 
114.143.239.120,114.143.239.127,business,IN,AS17762 
114.143.239.128,114.143.239.183,isp,IN,AS17762 
114.143.239.184,114.143.239.191,business,IN,AS17762 
114.143.239.192,114.143.239.199,isp,IN,AS17762 
114.143.239.200,114.143.239.207,business,IN,AS17762 
114.143.239.208,114.143.240.255,isp,IN,AS17762 
114.143.241.0,114.143.241.7,business,IN,AS17762 
114.143.241.8,114.143.241.15,isp,IN,AS17762 
114.143.241.16,114.143.241.23,business,IN,AS17762 
114.143.241.24,114.143.241.39,isp,IN,AS17762 
114.143.241.40,114.143.241.55,business,IN,AS17762 
114.143.241.56,114.143.241.71,isp,IN,AS17762 
114.143.241.72,114.143.241.79,business,IN,AS17762 
114.143.241.80,114.143.241.103,isp,IN,AS17762 
114.143.241.104,114.143.241.119,business,IN,AS17762 
114.143.241.120,114.143.241.143,isp,IN,AS17762 
114.143.241.144,114.143.241.151,education,IN,AS17762 
114.143.241.152,114.143.241.159,isp,IN,AS17762 
114.143.241.160,114.143.241.167,business,IN,AS17762 
114.143.241.168,114.143.241.175,isp,IN,AS17762 
114.143.241.176,114.143.241.183,business,IN,AS17762 
114.143.241.184,114.143.241.207,isp,IN,AS17762 
114.143.241.208,114.143.241.215,business,IN,AS17762 
114.143.241.216,114.143.242.47,isp,IN,AS17762 
114.143.242.48,114.143.242.55,business,IN,AS17762 
114.143.242.56,114.143.242.111,isp,IN,AS17762 
114.143.242.112,114.143.242.119,business,IN,AS17762 
114.143.242.120,114.143.242.183,isp,IN,AS17762 
114.143.242.184,114.143.242.191,business,IN,AS17762 
114.143.242.192,114.143.243.15,isp,IN,AS17762 
114.143.243.16,114.143.243.39,business,IN,AS17762 
114.143.243.40,114.143.243.47,isp,IN,AS17762 
114.143.243.48,114.143.243.55,business,IN,AS17762 
114.143.243.56,114.143.243.95,isp,IN,AS17762 
114.143.243.96,114.143.243.103,business,IN,AS17762 
114.143.243.104,114.143.243.151,isp,IN,AS17762 
114.143.243.152,114.143.243.159,business,IN,AS17762 
114.143.243.160,114.143.243.175,isp,IN,AS17762 
114.143.243.176,114.143.243.199,business,IN,AS17762 
114.143.243.200,114.143.243.215,isp,IN,AS17762 
114.143.243.216,114.143.243.239,business,IN,AS17762 
114.143.243.240,114.143.243.247,isp,IN,AS17762 
114.143.243.248,114.143.244.15,business,IN,AS17762 
114.143.244.16,114.143.244.23,isp,IN,AS17762 
114.143.244.24,114.143.244.31,business,IN,AS17762 
114.143.244.32,114.143.244.39,isp,IN,AS17762 
114.143.244.40,114.143.244.55,business,IN,AS17762 
114.143.244.56,114.143.244.71,isp,IN,AS17762 
114.143.244.72,114.143.244.87,business,IN,AS17762 
114.143.244.88,114.143.244.143,isp,IN,AS17762 
114.143.244.144,114.143.244.151,business,IN,AS17762 
114.143.244.152,114.143.244.207,isp,IN,AS17762 
114.143.244.208,114.143.244.255,business,IN,AS17762 
114.143.245.0,114.143.249.20,isp,IN,AS17762 
114.143.249.21,114.143.249.21,business,IN,AS17762 
114.143.249.22,114.143.255.255,isp,IN,AS17762 
