80.119.0.0,80.119.2.255,business,FR,AS15557 
80.119.3.0,80.119.159.255,isp,FR,AS15557 
80.119.160.0,80.119.163.255,business,FR,AS15557 
80.119.164.0,80.119.179.255,isp,FR,AS15557 
80.119.180.0,80.119.183.255,business,FR,AS15557 
80.119.184.0,80.119.240.255,isp,FR,AS15557 
80.119.241.0,80.119.241.255,business,FR,AS15557 
80.119.242.0,80.119.243.255,isp,FR,AS15557 
80.119.244.0,80.119.245.255,business,FR,AS15557 
80.119.246.0,80.119.255.255,isp,FR,AS15557 
