80.244.0.0,80.244.0.255,hosting,RU,AS49326 
80.244.1.0,80.244.1.255,business,FR, 
80.244.2.0,80.244.2.255,business,ES,AS174 
80.244.3.0,80.244.3.255,hosting,DE,AS200603 
80.244.4.0,80.244.4.255,hosting,NL,AS210636 
80.244.5.0,80.244.5.255,business,RU,AS48078 
80.244.6.0,80.244.6.255,isp,IT,AS52164 
80.244.7.0,80.244.7.255,business,IR, 
80.244.8.0,80.244.8.255,business,UA, 
80.244.9.0,80.244.9.255,hosting,CH,AS39910 
80.244.10.0,80.244.10.255,hosting,PT,AS212954 
80.244.11.0,80.244.11.255,hosting,NL,AS60781 
80.244.12.0,80.244.12.255,hosting,US,AS19762 
80.244.13.0,80.244.13.255,business,NL,AS3320 
80.244.14.0,80.244.14.255,hosting,US,AS215090 
80.244.15.0,80.244.15.255,hosting,US,AS207388 
80.244.16.0,80.244.31.255,isp,CY,AS35432 
80.244.32.0,80.244.33.255,isp,RU,AS61964 
80.244.34.0,80.244.37.255,isp,RU,AS12389 
80.244.38.0,80.244.38.255,business,RU,AS208186 
80.244.39.0,80.244.39.255,isp,RU,AS61964 
80.244.40.0,80.244.47.255,isp,RU,AS206011 
80.244.48.0,80.244.63.255,business,ES,AS29119 
80.244.64.0,80.244.95.255,isp,SE,AS29518 
80.244.96.0,80.244.111.255,isp,HU,AS21334 
80.244.112.0,80.244.114.15,isp,IT,AS47217 
80.244.114.16,80.244.114.31,business,IT,AS47217 
80.244.114.32,80.244.114.95,isp,IT,AS47217 
80.244.114.96,80.244.114.103,business,IT,AS47217 
80.244.114.104,80.244.114.111,isp,IT,AS47217 
80.244.114.112,80.244.114.119,business,IT,AS47217 
80.244.114.120,80.244.114.147,isp,IT,AS47217 
80.244.114.148,80.244.114.151,business,IT,AS47217 
80.244.114.152,80.244.114.175,isp,IT,AS47217 
80.244.114.176,80.244.114.199,business,IT,AS47217 
80.244.114.200,80.244.114.215,isp,IT,AS47217 
80.244.114.216,80.244.114.223,business,IT,AS47217 
80.244.114.224,80.244.116.23,isp,IT,AS47217 
80.244.116.24,80.244.116.31,business,IT,AS47217 
80.244.116.32,80.244.116.39,isp,IT,AS47217 
80.244.116.40,80.244.116.43,business,IT,AS47217 
80.244.116.44,80.244.116.55,isp,IT,AS47217 
80.244.116.56,80.244.116.63,business,IT,AS47217 
80.244.116.64,80.244.116.103,isp,IT,AS47217 
80.244.116.104,80.244.116.111,business,IT,AS47217 
80.244.116.112,80.244.116.135,isp,IT,AS47217 
80.244.116.136,80.244.116.143,business,IT,AS47217 
80.244.116.144,80.244.116.175,isp,IT,AS47217 
80.244.116.176,80.244.116.183,business,IT,AS47217 
80.244.116.184,80.244.116.199,isp,IT,AS47217 
80.244.116.200,80.244.116.215,business,IT,AS47217 
80.244.116.216,80.244.116.231,isp,IT,AS47217 
80.244.116.232,80.244.116.247,business,IT,AS47217 
80.244.116.248,80.244.117.7,isp,IT,AS47217 
80.244.117.8,80.244.117.31,business,IT,AS47217 
80.244.117.32,80.244.117.39,isp,IT,AS47217 
80.244.117.40,80.244.117.63,business,IT,AS47217 
80.244.117.64,80.244.117.71,isp,IT,AS47217 
80.244.117.72,80.244.117.95,business,IT,AS47217 
80.244.117.96,80.244.117.119,isp,IT,AS47217 
80.244.117.120,80.244.117.127,business,IT,AS47217 
80.244.117.128,80.244.117.151,isp,IT,AS47217 
80.244.117.152,80.244.117.159,business,IT,AS47217 
80.244.117.160,80.244.117.187,isp,IT,AS47217 
80.244.117.188,80.244.117.191,business,IT,AS47217 
80.244.117.192,80.244.117.219,isp,IT,AS47217 
80.244.117.220,80.244.117.223,business,IT,AS47217 
80.244.117.224,80.244.117.231,isp,IT,AS47217 
80.244.117.232,80.244.117.247,business,IT,AS47217 
80.244.117.248,80.244.122.111,isp,IT,AS47217 
80.244.122.112,80.244.122.119,business,IT,AS47217 
80.244.122.120,80.244.123.19,isp,IT,AS47217 
80.244.123.20,80.244.123.23,business,IT,AS47217 
80.244.123.24,80.244.127.255,isp,IT,AS47217 
80.244.128.0,80.244.131.255,isp,PL,AS21021 
80.244.132.0,80.244.132.7,business,PL,AS21021 
80.244.132.8,80.244.132.63,isp,PL,AS21021 
80.244.132.64,80.244.132.95,business,PL,AS21021 
80.244.132.96,80.244.132.119,isp,PL,AS21021 
80.244.132.120,80.244.132.127,business,PL,AS21021 
80.244.132.128,80.244.132.159,isp,PL,AS21021 
80.244.132.160,80.244.132.175,business,PL,AS21021 
80.244.132.176,80.244.132.191,isp,PL,AS21021 
80.244.132.192,80.244.132.207,business,PL,AS21021 
80.244.132.208,80.244.133.63,isp,PL,AS21021 
80.244.133.64,80.244.133.127,business,PL,AS21021 
80.244.133.128,80.244.133.167,isp,PL,AS21021 
80.244.133.168,80.244.133.175,business,PL,AS21021 
80.244.133.176,80.244.133.191,isp,PL,AS21021 
80.244.133.192,80.244.133.223,business,PL,AS21021 
80.244.133.224,80.244.135.79,isp,PL,AS21021 
80.244.135.80,80.244.135.191,business,PL,AS21021 
80.244.135.192,80.244.136.7,isp,PL,AS21021 
80.244.136.8,80.244.136.11,business,PL,AS21021 
80.244.136.12,80.244.136.19,isp,PL,AS21021 
80.244.136.20,80.244.136.31,business,PL,AS21021 
80.244.136.32,80.244.136.47,isp,PL,AS21021 
80.244.136.48,80.244.136.55,business,PL,AS21021 
80.244.136.56,80.244.136.95,isp,PL,AS21021 
80.244.136.96,80.244.136.127,business,PL,AS21021 
80.244.136.128,80.244.137.255,isp,PL,AS21021 
80.244.138.0,80.244.138.63,business,PL,AS21021 
80.244.138.64,80.244.159.255,isp,PL,AS21021 
80.244.160.0,80.244.173.255,hosting,IL,AS21350 
80.244.174.0,80.244.175.255,hosting,IL,AS44709 
80.244.176.0,80.244.179.143,business,GB,AS61323 
80.244.179.144,80.244.179.239,education,GB,AS61323 
80.244.179.240,80.244.180.211,business,GB,AS61323 
80.244.180.212,80.244.180.215,education,GB,AS61323 
80.244.180.216,80.244.180.219,business,GB,AS61323 
80.244.180.220,80.244.180.223,education,GB,AS61323 
80.244.180.224,80.244.181.15,business,GB,AS61323 
80.244.181.16,80.244.181.31,education,GB,AS61323 
80.244.181.32,80.244.181.79,business,GB,AS61323 
80.244.181.80,80.244.181.95,education,GB,AS61323 
80.244.181.96,80.244.181.99,business,GB,AS61323 
80.244.181.100,80.244.181.127,education,GB,AS61323 
80.244.181.128,80.244.182.179,business,GB,AS61323 
80.244.182.180,80.244.182.191,education,GB,AS61323 
80.244.182.192,80.244.186.139,business,GB,AS61323 
80.244.186.140,80.244.186.143,education,GB,AS61323 
80.244.186.144,80.244.186.155,business,GB,AS61323 
80.244.186.156,80.244.186.159,education,GB,AS61323 
80.244.186.160,80.244.186.175,business,GB,AS61323 
80.244.186.176,80.244.186.191,education,GB,AS61323 
80.244.186.192,80.244.186.195,business,GB,AS61323 
80.244.186.196,80.244.186.199,education,GB,AS61323 
80.244.186.200,80.244.186.203,business,GB,AS61323 
80.244.186.204,80.244.186.207,education,GB,AS61323 
80.244.186.208,80.244.186.227,business,GB,AS61323 
80.244.186.228,80.244.186.231,education,GB,AS61323 
80.244.186.232,80.244.191.255,business,GB,AS61323 
80.244.192.0,80.244.193.63,isp,SE,AS34946 
80.244.193.64,80.244.193.159,business,SE,AS34946 
80.244.193.160,80.244.193.231,isp,SE,AS34946 
80.244.193.232,80.244.193.239,business,SE,AS34946 
80.244.193.240,80.244.194.79,isp,SE,AS34946 
80.244.194.80,80.244.194.95,business,SE,AS34946 
80.244.194.96,80.244.194.127,isp,SE,AS34946 
80.244.194.128,80.244.194.135,business,SE,AS34946 
80.244.194.136,80.244.194.167,isp,SE,AS34946 
80.244.194.168,80.244.194.191,business,SE,AS34946 
80.244.194.192,80.244.194.195,isp,SE,AS34946 
80.244.194.196,80.244.194.199,business,SE,AS34946 
80.244.194.200,80.244.194.207,isp,SE,AS34946 
80.244.194.208,80.244.194.215,business,SE,AS34946 
80.244.194.216,80.244.194.239,isp,SE,AS34946 
80.244.194.240,80.244.194.247,business,SE,AS34946 
80.244.194.248,80.244.194.255,isp,SE,AS34946 
80.244.195.0,80.244.195.255,business,SE,AS34946 
80.244.196.0,80.244.197.255,isp,SE,AS34946 
80.244.198.0,80.244.199.255,business,SE,AS34946 
80.244.200.0,80.244.202.255,isp,SE,AS34946 
80.244.203.0,80.244.204.63,business,SE,AS34946 
80.244.204.64,80.244.204.255,isp,SE,AS34946 
80.244.205.0,80.244.206.15,business,SE,AS34946 
80.244.206.16,80.244.206.63,isp,SE,AS34946 
80.244.206.64,80.244.206.95,business,SE,AS34946 
80.244.206.96,80.244.206.119,isp,SE,AS34946 
80.244.206.120,80.244.206.143,business,SE,AS34946 
80.244.206.144,80.244.206.151,isp,SE,AS34946 
80.244.206.152,80.244.206.167,business,SE,AS34946 
80.244.206.168,80.244.206.175,isp,SE,AS34946 
80.244.206.176,80.244.206.183,business,SE,AS34946 
80.244.206.184,80.244.206.215,isp,SE,AS34946 
80.244.206.216,80.244.206.223,business,SE,AS34946 
80.244.206.224,80.244.206.231,isp,SE,AS34946 
80.244.206.232,80.244.207.7,business,SE,AS34946 
80.244.207.8,80.244.207.95,isp,SE,AS34946 
80.244.207.96,80.244.207.111,business,SE,AS34946 
80.244.207.112,80.244.207.175,isp,SE,AS34946 
80.244.207.176,80.244.207.191,business,SE,AS34946 
80.244.207.192,80.244.207.207,isp,SE,AS34946 
80.244.207.208,80.244.207.239,business,SE,AS34946 
80.244.207.240,80.244.207.255,isp,SE,AS34946 
80.244.208.0,80.244.210.103,hosting,DE,AS24637 
80.244.210.104,80.244.210.111,business,DE,AS24637 
80.244.210.112,80.244.210.119,hosting,DE,AS24637 
80.244.210.120,80.244.210.175,business,DE,AS24637 
80.244.210.176,80.244.210.183,hosting,DE,AS24637 
80.244.210.184,80.244.210.199,business,DE,AS24637 
80.244.210.200,80.244.210.227,hosting,DE,AS24637 
