80.233.0.0,80.233.127.255,isp,IE 
80.233.128.0,80.233.129.255,business,LV 
80.233.130.0,80.233.131.87,hosting,LV 
80.233.131.88,80.233.131.99,business,LV 
80.233.131.100,80.233.131.103,hosting,LV 
80.233.131.104,80.233.131.111,education,LV 
80.233.131.112,80.233.131.127,business,LV 
80.233.131.128,80.233.131.183,hosting,LV 
80.233.131.184,80.233.131.187,business,LV 
80.233.131.188,80.233.131.191,hosting,LV 
80.233.131.192,80.233.131.207,business,LV 
80.233.131.208,80.233.134.255,hosting,LV 
80.233.135.0,80.233.136.255,business,LV 
80.233.137.0,80.233.137.255,hosting,LV 
80.233.138.0,80.233.139.47,isp,LV 
80.233.139.48,80.233.139.127,business,LV 
80.233.139.128,80.233.139.135,hosting,LV 
80.233.139.136,80.233.139.143,isp,LV 
80.233.139.144,80.233.139.191,hosting,LV 
80.233.139.192,80.233.139.223,business,LV 
80.233.139.224,80.233.141.255,hosting,LV 
80.233.142.0,80.233.144.255,business,LV 
80.233.145.0,80.233.146.255,isp,LV 
80.233.147.0,80.233.149.255,business,LV 
80.233.150.0,80.233.150.255,hosting,LV 
80.233.151.0,80.233.153.254,business,LV 
80.233.153.255,80.233.153.255,hosting,LV 
80.233.154.0,80.233.159.255,business,LV 
80.233.160.0,80.233.161.255,isp,LV 
80.233.162.0,80.233.163.255,hosting,LV 
80.233.164.0,80.233.164.255,business,LV 
80.233.165.0,80.233.166.63,hosting,LV 
80.233.166.64,80.233.166.79,business,LV 
80.233.166.80,80.233.166.127,hosting,LV 
80.233.166.128,80.233.166.159,business,LV 
80.233.166.160,80.233.166.167,hosting,LV 
80.233.166.168,80.233.166.183,isp,LV 
80.233.166.184,80.233.166.191,hosting,LV 
80.233.166.192,80.233.166.255,business,LV 
80.233.167.0,80.233.168.255,hosting,LV 
80.233.169.0,80.233.169.255,business,LV 
80.233.170.0,80.233.170.255,hosting,LV 
80.233.171.0,80.233.173.255,business,LV 
80.233.174.0,80.233.176.255,hosting,LV 
80.233.177.0,80.233.177.255,isp,LV 
80.233.178.0,80.233.178.255,business,LV 
80.233.179.0,80.233.179.39,hosting,LV 
80.233.179.40,80.233.179.47,business,LV 
80.233.179.48,80.233.179.63,education,LV 
80.233.179.64,80.233.179.95,hosting,LV 
80.233.179.96,80.233.179.103,business,LV 
80.233.179.104,80.233.179.119,hosting,LV 
80.233.179.120,80.233.179.143,business,LV 
80.233.179.144,80.233.179.159,hosting,LV 
80.233.179.160,80.233.179.255,business,LV 
80.233.180.0,80.233.181.255,isp,LV 
80.233.182.0,80.233.183.255,business,LV 
80.233.184.0,80.233.185.63,hosting,LV 
80.233.185.64,80.233.185.71,isp,LV 
80.233.185.72,80.233.186.255,hosting,LV 
80.233.187.0,80.233.187.255,business,LV 
80.233.188.0,80.233.191.255,hosting,LV 
80.233.192.0,80.233.192.255,business,LV 
80.233.193.0,80.233.193.255,hosting,LV 
80.233.194.0,80.233.195.255,business,LV 
80.233.196.0,80.233.197.255,hosting,LV 
80.233.198.0,80.233.198.255,business,LV 
80.233.199.0,80.233.199.255,hosting,LV 
80.233.200.0,80.233.207.255,business,LV 
80.233.208.0,80.233.212.11,hosting,LV 
80.233.212.12,80.233.212.31,business,LV 
80.233.212.32,80.233.212.63,hosting,LV 
80.233.212.64,80.233.212.71,business,LV 
80.233.212.72,80.233.212.79,hosting,LV 
80.233.212.80,80.233.212.95,business,LV 
80.233.212.96,80.233.212.211,hosting,LV 
80.233.212.212,80.233.212.255,business,LV 
80.233.213.0,80.233.215.255,hosting,LV 
80.233.216.0,80.233.217.255,business,LV 
80.233.218.0,80.233.222.255,hosting,LV 
80.233.223.0,80.233.223.255,business,LV 
80.233.224.0,80.233.224.255,hosting,LV 
80.233.225.0,80.233.225.127,isp,LV 
80.233.225.128,80.233.227.255,hosting,LV 
80.233.228.0,80.233.229.255,isp,LV 
80.233.230.0,80.233.232.255,hosting,LV 
80.233.233.0,80.233.233.127,business,LV 
80.233.233.128,80.233.233.255,hosting,LV 
80.233.234.0,80.233.236.255,isp,LV 
80.233.237.0,80.233.238.255,hosting,LV 
80.233.239.0,80.233.239.191,business,LV 
80.233.239.192,80.233.239.200,hosting,LV 
80.233.239.201,80.233.239.255,business,LV 
80.233.240.0,80.233.243.255,isp,LV 
80.233.244.0,80.233.244.255,business,LV 
80.233.245.0,80.233.246.255,hosting,LV 
80.233.247.0,80.233.247.127,business,LV 
80.233.247.128,80.233.247.255,hosting,LV 
80.233.248.0,80.233.248.255,business,LV 
80.233.249.0,80.233.249.255,hosting,LV 
80.233.250.0,80.233.250.255,business,LV 
80.233.251.0,80.233.251.255,hosting,LV 
80.233.252.0,80.233.253.255,isp,LV 
80.233.254.0,80.233.255.255,business,LV 
